compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD00094	1-stearoyl-2-oleoyl-GPC (18:0/18:1)	NA	NA
CPD00095	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	NA	NA
CPD00096	1-stearoyl-2-oleoyl-GPI (18:0/18:1)*	NA	NA
CPD00097	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	NA	9547087
CPD00098	1-stearoyl-GPC (18:0)	NA	497299
CPD00099	1-stearoyl-GPE (18:0)	NA	9547068
CPD00100	1-stearoyl-GPG (18:0)	NA	NA
CPD00101	1-stearoyl-GPI (18:0)	NA	NA
CPD00102	10-heptadecenoate (17:1n7)	NA	5312435
CPD00103	10-nonadecenoate (19:1n9)	NA	5312513
CPD00104	10-undecenoate (11:1n1)	C13910	14891
CPD00105	12,13-DiHOME	C14829	10236635
CPD00106	13-HODE + 9-HODE	NA	43013
CPD00107	13-methylmyristate (i15:0)	NA	151014
CPD00108	15-methylpalmitate (i17:0)	NA	17903417
CPD00109	16-hydroxypalmitate	C18218	10466
CPD00110	16a-hydroxy DHEA 3-sulfate	NA	NA
CPD00111	17-methylstearate (i19:0)	NA	3083779
CPD00112	17alpha-hydroxypregnanolone glucuronide	NA	NA
CPD00113	17alpha-hydroxypregnenolone 3-sulfate	NA	152971
CPD00114	1H-indole-7-acetic acid	NA	NA
CPD00116	2'-O-methylcytidine	NA	150971
CPD00117	2'-O-methyluridine	NA	102212
CPD00115	2'-deoxyuridine	C00526	13712
CPD00118	2,3-dihydroxyisovalerate	C04039	677
CPD00119	2-acetamidophenol sulfate	NA	181671
CPD00120	2-aminobutyrate	C02261	439691
CPD00121	2-aminoheptanoate	NA	227939
CPD00122	2-aminooctanoate	NA	69522
CPD00123	2-aminophenol sulfate	NA	181670
CPD00124	2-butenoylglycine	NA	6303498
CPD00125	2-hydroxy-3-methylvalerate	NA	164623
CPD00126	2-hydroxyacetaminophen sulfate*	NA	86290013
CPD00127	2-hydroxyarachidate*	NA	5225199
CPD00128	2-hydroxybutyrate/2-hydroxyisobutyrate	NA	NA
CPD00129	2-hydroxydecanoate	NA	21488
CPD00130	2-hydroxyglutarate	C02630	43
CPD00131	2-hydroxyhippurate (salicylurate)	C07588	10253
CPD00132	2-hydroxyibuprofen	NA	10443535
CPD00133	2-hydroxynervonate*	NA	5312783
CPD00134	2-hydroxyoctanoate	NA	94180
CPD00135	2-hydroxypalmitate	NA	92836
CPD00136	2-hydroxyphytanate*	NA	189026
CPD00137	2-hydroxystearate	C03045	69417
CPD00138	2-isopropylmalate	C02504	77
CPD00139	2-keto-3-deoxy-gluconate	C00204	161227
CPD00140	2-linoleoylglycerol (18:2)	NA	5365676
CPD00141	2-methoxyacetaminophen glucuronide*	NA	14367271
CPD00142	2-methoxyacetaminophen sulfate*	NA	86290014
CPD00143	2-methoxyresorcinol sulfate	NA	NA
CPD00144	2-methylbutyrylcarnitine (C5)	NA	6426901
CPD00145	2-methylmalonylcarnitine (C4-DC)	NA	53481628
CPD00146	2-oxoarginine*	C03771	558
CPD00147	2-palmitoyl-GPC (16:0)*	NA	15061532
CPD00148	2-piperidinone	NA	12665
CPD00149	2-propyl-2-pentenoate (2-ene-valproate)	C16653	6437068
CPD00150	2-propyl-4-pentenoate (4-ene-valproate)	NA	104896
CPD00151	2-stearoyl-GPE (18:0)*	NA	NA
CPD00152	21-hydroxypregnenolone disulfate	NA	134595
CPD00153	3,7-dimethylurate	C16360	83126
CPD00154	3-(3-hydroxyphenyl)propionate	C11457	91
CPD00155	3-(3-hydroxyphenyl)propionate sulfate	NA	187488
CPD00156	3-(4-hydroxyphenyl)lactate	C03672	9378
CPD00158	3-(N-acetyl-L-cystein-S-yl) acetaminophen	NA	83967
CPD00157	3-(cystein-S-yl)acetaminophen*	NA	5233914
CPD00159	3-acetylphenol sulfate	NA	NA
CPD00160	3-aminoisobutyrate	C05145	64956
CPD00161	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-Cmpfp)**	NA	194501
CPD00162	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	NA	123979
CPD00163	3-hydroxy-2-ethylpropionate	NA	188979
CPD00164	3-hydroxy-3-methylglutarate	C03761	1662
CPD00165	3-hydroxybutyrate (BHBA)	C01089	441
CPD00166	3-hydroxybutyroylglycine**	NA	NA
CPD00167	3-hydroxybutyrylcarnitine (1)	NA	53481617
CPD00168	3-hydroxybutyrylcarnitine (2)	NA	NA
CPD00169	3-hydroxycotinine glucuronide	NA	183115
CPD00170	3-hydroxydecanoate	NA	26612
CPD00171	3-hydroxyhexanoate	NA	151492
CPD00172	3-hydroxyhippurate	NA	450268
CPD00173	3-hydroxyisobutyrate	C06001	87
CPD00174	3-hydroxykynurenine	C02794	89
CPD00175	3-hydroxylaurate	NA	94216
CPD00176	3-hydroxymyristate	NA	16064
CPD00177	3-hydroxyoctanoate	NA	26613
CPD00178	3-hydroxypyridine sulfate	NA	NA
CPD00179	3-hydroxysebacate	NA	3017884
CPD00180	3-hydroxystachydrine*	NA	442640
CPD00181	3-hydroxystearate	NA	5282907
CPD00182	3-hydroxyvalproate	C16651	134459
CPD00183	3-indoxyl sulfate	NA	10258
CPD00184	3-methoxycatechol sulfate (1)	NA	NA
CPD00185	3-methoxycatechol sulfate (2)	NA	NA
CPD00186	3-methoxytyramine sulfate	NA	NA
CPD00187	3-methoxytyrosine	NA	1670
CPD00188	3-methyl catechol sulfate (1)	NA	NA
CPD00189	3-methyl-2-oxobutyrate	C00141	49
CPD00190	3-methyl-2-oxovalerate	C00671	47
CPD00191	3-methylcytidine	NA	159649
CPD00192	3-methylglutaconate	NA	1551553
CPD00193	3-methylglutarylcarnitine (2)	NA	128145
CPD00194	3-methylhistidine	C01152	64969
CPD00195	3-methylxanthine	C16357	70639
CPD00196	3-phenylpropionate (hydrocinnamate)	C05629	107
CPD00197	3-phosphoglycerate	C00597	724
CPD00198	3-ureidopropionate	C02642	111
CPD00199	3beta-hydroxy-5-cholestenoate	C17333	165511
CPD00200	4-acetamidobutanoate	C02946	18189
CPD00201	4-acetamidophenol	C06804	1983
CPD00202	4-acetamidophenylglucuronide	NA	83944
CPD00203	4-acetaminophen sulfate	C06804	83939
CPD00204	4-acetylphenol sulfate	NA	4684006
CPD00205	4-allylphenol sulfate	NA	NA
CPD00206	4-aminophenol sulfate (2)	NA	NA
CPD00207	4-cholesten-3-one	C00599	91477
CPD00208	4-ethylphenylsulfate	C13637	NA
CPD00209	4-guanidinobutanoate	C01035	500
CPD00210	4-hydroxy-2-oxoglutaric acid	C01127	599
CPD00211	4-hydroxychlorothalonil	NA	34217
CPD00212	4-hydroxycoumarin	C20414	54682930
CPD00213	4-hydroxyhippurate	NA	151012
CPD00214	4-hydroxyphenylacetate	C00642	127
CPD00215	4-hydroxyphenylacetylglutamine	NA	NA
CPD00216	4-hydroxyphenylpyruvate	C01179	979
CPD00217	4-imidazoleacetate	C02835	96215
CPD00218	4-methoxyphenol sulfate	NA	NA
CPD00219	4-methyl-2-oxopentanoate	C00233	70
CPD00220	4-methylcatechol sulfate	NA	NA
CPD00221	4-methylguaiacol sulfate	NA	NA
CPD00222	4-vinylguaiacol sulfate	NA	NA
CPD00223	4-vinylphenol sulfate	C05627	6426766
CPD00224	5,6-dihydrothymine	C00906	93556
CPD00225	5,6-dihydrouridine	NA	94312
CPD00226	5-(galactosylhydroxy)-L-lysine	NA	NA
CPD00227	5-acetylamino-6-amino-3-methyluracil	C16366	88299
CPD00228	5-acetylamino-6-formylamino-3-methyluracil	C16365	108214
CPD00229	5-bromotryptophan	NA	96735
CPD00230	5-dodecenoate (12:1n7)	NA	5312378
CPD00231	5-dodecenoylcarnitine (C12:1)	NA	NA
CPD00232	5-hydroxyhexanoate	NA	170748
CPD00233	5-hydroxylysine	C16741	1029
CPD00234	5-hydroxymethyl-2-furoic acid	C20448	80642
CPD00235	5-hydroxyvalproate	C16650	135244
CPD00236	5-methylthioadenosine (MTA)	C00170	439176
CPD00237	5-methyluridine (ribothymidine)	NA	445408
CPD00238	5-oxoproline	C01879	7405
CPD00239	5alpha-androstan-3alpha,17alpha-diol disulfate	NA	NA
CPD00240	5alpha-androstan-3alpha,17alpha-diol monosulfate	NA	NA
CPD00241	5alpha-androstan-3alpha,17beta-diol disulfate	NA	NA
CPD00242	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	NA	NA
CPD00243	5alpha-androstan-3alpha,17beta-diol monosulfate (2)	NA	NA
CPD00244	5alpha-androstan-3beta,17alpha-diol disulfate	NA	NA
CPD00245	5alpha-androstan-3beta,17beta-diol disulfate	C12525	242332
CPD00246	5alpha-androstan-3beta,17beta-diol monosulfate (2)	NA	NA
CPD00247	5alpha-pregnan-3beta,20alpha-diol disulfate	NA	NA
CPD00248	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	NA	NA
CPD00249	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	NA	NA
CPD00250	5alpha-pregnan-diol disulfate	NA	5127902
CPD00251	6-hydroxyindole sulfate	NA	NA
CPD00252	6-oxopiperidine-2-carboxylate	NA	3014237
CPD00253	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	C17337	3081085
CPD00254	7-ketodeoxycholate	NA	188292
CPD00255	7-methylguanine	C02242	11361
CPD00256	7-methylurate	C16355	69160
CPD00257	7-methylxanthine	C16353	68374
CPD00258	9,10-DiHOME	C14828	9966640
CPD00259	9-hydroxystearate	NA	9570127
CPD00325	C-glycosyltryptophan	NA	10981970
CPD00423	EDTA	C00284	6049
CPD00440	Fibrinopeptide A*	NA	16133137
CPD00441	Fibrinopeptide A, des-ala(1)*	NA	NA
CPD00442	Fibrinopeptide A, phosphono-ser(3)*	NA	NA
CPD00547	I-urobilinogen	C05790	26818
CPD00571	L-urobilin	C05793	5280818
CPD00628	N('1)-acetylspermidine	C00612	496
CPD00629	N,O-didesmethylvenlafaxine glucuronide	NA	NA
CPD00630	N-(2-furoyl)glycine	NA	21863
CPD00631	N-acetyl-1-methylhistidine*	NA	193270
CPD00632	N-acetyl-2-aminooctanoate*	NA	95555
CPD00633	N-acetyl-3-methylhistidine*	NA	193270
CPD00634	N-acetyl-aspartyl-glutamate (NAAG)	C12270	5255
CPD00635	N-acetyl-beta-alanine	C01073	76406
CPD00636	N-acetyl-cadaverine	NA	189087
CPD00637	N-acetyl-isoputreanine*	NA	NA
CPD00638	N-acetylalanine	C02847	88064
CPD00639	N-acetylalliin	NA	NA
CPD00640	N-acetylarginine	C02562	67427
CPD00641	N-acetylaspartate (NAA)	C01042	65065
CPD00642	N-acetylcarnosine	NA	9903482
CPD00643	N-acetylciprofloxacin*	NA	3684314
CPD00644	N-acetylcitrulline	C15532	656979
CPD00645	N-acetylglucosamine conjugate of C24H40O4 bile acid**	NA	NA
CPD00646	N-acetylglucosamine/N-acetylgalactosamine	NA	24139
CPD00647	N-acetylglucosaminylasparagine	C04540	123826
CPD00648	N-acetylglutamate	C00624	70914
CPD00649	N-acetylglutamine	C02716	182230
CPD00650	N-acetylglycine	NA	10972
CPD00651	N-acetylhistidine	C02997	75619
CPD00652	N-acetylisoleucine	NA	2802421
CPD00653	N-acetylkynurenine (2)	NA	NA
CPD00654	N-acetylleucine	C02710	70912
CPD00655	N-acetylmethionine	C02712	448580
CPD00656	N-acetylneuraminate	C00270	439197
CPD00657	N-acetylphenylalanine	C03519	74839
CPD00658	N-acetylproline	NA	322640
CPD00659	N-acetylputrescine	C02714	122356
CPD00660	N-acetylserine	NA	65249
CPD00661	N-acetyltaurine	NA	159864
CPD00662	N-acetylthreonine	NA	152204
CPD00663	N-acetyltryptophan	C03137	700653
CPD00664	N-acetyltyrosine	NA	68310
CPD00665	N-acetylvaline	NA	66789
CPD00666	N-behenoyl-sphingadienine (d18:2/22:0)*	NA	NA
CPD00667	N-delta-acetylornithine	NA	9920500
CPD00668	N-desmethyl tramadol	NA	10354700
CPD00669	N-ethylglycinexylidide	C16561	24415
CPD00670	N-formylanthranilic acid	C05653	101399
CPD00671	N-formylmethionine	C03145	439750
CPD00672	N-formylphenylalanine	NA	759256
CPD00673	N-methylalanine	C02721	5288725
CPD00674	N-methylhydroxyproline**	NA	NA
CPD00675	N-methylpipecolate	NA	11286529
CPD00676	N-methylproline	NA	557
CPD00677	N-nervonoyl-hexadecasphingosine (d16:1/24:1)*	NA	NA
CPD00678	N-oleoylserine	NA	NA
CPD00679	N-oleoyltaurine	NA	6437033
CPD00680	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	NA	NA
CPD00681	N-palmitoyl-sphingadienine (d18:2/16:0)*	NA	NA
CPD00682	N-palmitoyl-sphinganine (d18:0/16:0)	NA	5283572
CPD00683	N-palmitoyl-sphingosine (d18:1/16:0)	NA	5283564
CPD00684	N-palmitoylglycine	NA	151008
CPD00685	N-palmitoylserine	NA	6453686
CPD00686	N-stearoyl-sphingadienine (d18:2/18:0)*	NA	NA
CPD00687	N-stearoyl-sphinganine (d18:0/18:0)*	NA	5283573
CPD00688	N-stearoyl-sphingosine (d18:1/18:0)*	NA	5283565
CPD00689	N-stearoylserine*	NA	NA
CPD00690	N-trimethyl 5-aminovalerate	NA	NA
CPD00691	N1-Methyl-2-pyridone-5-carboxamide	C05842	69698
CPD00692	N1-Methyl-4-pyridone-3-carboxamide	C05843	440810
CPD00693	N1-methyladenosine	C02494	27476
CPD00694	N1-methylinosine	NA	65095
CPD00695	N2,N2-dimethylguanosine	NA	92919
CPD00696	N2,N5-diacetylornithine	NA	10398396
CPD00697	N4-acetyl-5-hydroxysulfamethoxazole*	NA	NA
CPD00698	N4-acetylcytidine	NA	107461
CPD00699	N4-acetylsulfamethoxazole*	C13061,D01601	65280
CPD00700	N6,N6,N6-trimethyllysine	C03793	440120
CPD00701	N6-acetyllysine	C02727	92832
CPD00702	N6-carbamoylthreonyladenosine	NA	161466
CPD00703	N6-carboxymethyllysine	NA	123800
CPD00704	N6-methyladenosine	NA	1869
CPD00713	O-desmethyltramadol	NA	130829
CPD00714	O-desmethyltramadol glucuronide	NA	NA
CPD00715	O-desmethylvenlafaxine	D07793	125017
CPD00716	O-sulfo-L-tyrosine	NA	514186
CPD00813	S-1-pyrroline-5-carboxylate	C04322	1196
CPD00814	S-adenosylhomocysteine (SAH)	C00021	439155
CPD00815	S-allylcysteine	NA	98280
CPD00816	S-methylcysteine	NA	24417
CPD00817	S-methylcysteine sulfoxide	NA	82142
CPD00818	S-methylmethionine	C05319	458
CPD00890	THC carboxylic acid glucuronide	NA	NA
CPD00260	acesulfame	NA	36573
CPD00261	acetylcarnitine (C2)	C02571	1
CPD00262	acisoga	NA	129397
CPD00263	aconitate [cis or trans]	NA	NA
CPD00264	adenine	C00147	190
CPD00265	adenosine	C00212	60961
CPD00266	adenosine 5'-monophosphate (AMP)	C00020	6083
CPD00267	adipate (C6-DC)	C06104	196
CPD00268	adipoylcarnitine (C6-DC)	NA	71296139
CPD00269	adrenate (22:4n6)	C16527	5497181
CPD00270	adrenoylcarnitine (C22:4)*	NA	NA
CPD00271	alanine	C00041	5950
CPD00272	allantoin	C02350	204
CPD00273	alliin	C08265	87310
CPD00274	allopurinol	NA	2094
CPD00275	allopurinol riboside	NA	NA
CPD00276	alpha-CEHC sulfate	NA	NA
CPD00277	alpha-hydroxyisocaproate	C03264	83697
CPD00278	alpha-hydroxyisovalerate	NA	99823
CPD00279	alpha-ketobutyrate	C00109	58
CPD00280	alpha-ketoglutaramate**	NA	NA
CPD00281	alpha-ketoglutarate	C00026	51
CPD00282	alpha-tocopherol	C02477	14985
CPD00283	amoxicillin	C06827	2171
CPD00284	andro steroid monosulfate C19H28O6S (1)*	C04555	NA
CPD00285	androstenediol (3alpha, 17alpha) monosulfate (2)	NA	NA
CPD00286	androstenediol (3alpha, 17alpha) monosulfate (3)	NA	NA
CPD00287	androstenediol (3beta,17beta) disulfate (1)	C04295	87120982
CPD00288	androstenediol (3beta,17beta) disulfate (2)	C04295	87120982
CPD00289	androstenediol (3beta,17beta) monosulfate (1)	NA	13847309
CPD00290	androstenediol (3beta,17beta) monosulfate (2)	NA	NA
CPD00291	androsterone glucuronide	C11135	114833
CPD00292	androsterone sulfate	NA	159663
CPD00293	arabinose	C00216	66308
CPD00294	arabitol/xylitol	C01904	6912
CPD00295	arabonate/xylonate	NA	NA
CPD00296	arachidate (20:0)	C06425	10467
CPD00297	arachidonate (20:4n6)	C00219	444899
CPD00298	arachidonoyl ethanolamide	C11695	5281969
CPD00299	arachidonoylcarnitine (C20:4)	NA	NA
CPD00300	arachidonoylcholine	NA	NA
CPD00301	arachidoylcarnitine (C20)*	NA	NA
CPD00302	argininate*	NA	160437
CPD00303	arginine	C00062	232
CPD00304	asparagine	C00152	6267
CPD00305	aspartate	C00049	5960
CPD00306	atenolol	D00235	2249
CPD00307	azelate (C9-DC)	C08261	2266
CPD00308	behenoyl dihydrosphingomyelin (d18:0/22:0)*	NA	NA
CPD00309	behenoyl sphingomyelin (d18:1/22:0)*	NA	NA
CPD00310	behenoylcarnitine (C22)*	NA	NA
CPD00311	benzoate	C00180	243
CPD00312	benzoylcarnitine*	NA	NA
CPD00313	beta-alanine	C00099	239
CPD00314	beta-citrylglutamate	C20775	72715786
CPD00315	beta-cryptoxanthin	NA	6384256
CPD00316	beta-guanidinopropanoate	C03065	67701
CPD00317	beta-hydroxyisovalerate	NA	69362
CPD00318	beta-sitosterol	C01753	222284
CPD00319	betaine	C00719	247
CPD00320	bilirubin (E,E)*	NA	5315454
CPD00321	bilirubin (E,Z or Z,E)*	NA	5799469
CPD00322	bilirubin (Z,Z)	C00486	5280352
CPD00323	biliverdin	C00500	5353439
CPD00324	butyrylcarnitine (C4)	C02862	439829
CPD00326	caffeic acid sulfate	NA	NA
CPD00327	caffeine	C07481	2519
CPD00328	campesterol	C01789	173183
CPD00329	caprate (10:0)	C01571	2969
CPD00330	caproate (6:0)	C01585	8892
CPD00331	caprylate (8:0)	C06423	379
CPD00332	carboxyethyl-GABA	NA	2572
CPD00333	carboxyibuprofen	NA	10444113
CPD00334	carboxyibuprofen glucuronide*	NA	NA
CPD00335	carnitine	C00318	10917
CPD00336	carnosine	C00386	439224
CPD00337	carotene diol (1)	NA	NA
CPD00338	carotene diol (2)	NA	NA
CPD00339	carotene diol (3)	NA	NA
CPD00340	catechol sulfate	NA	3083879
CPD00341	cefazolin	D00905,C06880,D02299	33255
CPD00342	cefpodoxime	C08114,D07650	6335986
CPD00343	ceftazidime	D07654,C06889	5481173
CPD00344	ceramide (d18:1/14:0, d16:1/16:0)*	NA	NA
CPD00345	ceramide (d18:1/17:0, d17:1/18:0)*	NA	NA
CPD00346	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	NA	NA
CPD00347	ceramide (d18:2/24:1, d18:1/24:2)*	NA	NA
CPD00348	cerotoylcarnitine (C26)*	NA	NA
CPD00349	cetirizine	C07778	2678
CPD00350	chenodeoxycholate	C02528	10133
CPD00351	chiro-inositol	C19891	NA
CPD00352	cholate	C00695	221493
CPD00353	cholesterol	C00187	11025495
CPD00354	choline	C00114	305
CPD00355	choline phosphate	C00588	1014
CPD00356	cinnamoylglycine	NA	709625
CPD00357	ciprofloxacin	C05349	4011971;2764
CPD00358	cis-4-decenoylcarnitine (C10:1)	NA	NA
CPD00359	citalopram N-oxide*	C16607	10068142
CPD00360	citalopram propionate*	C16610	10403174
CPD00361	citraconate/glutaconate	NA	NA
CPD00362	citramalate	C00815	1081
CPD00363	citrate	C00158	311
CPD00364	citrulline	C00327	9750
CPD00365	cortisol	C00735	5754
CPD00366	cortisone	C00762	222786
CPD00367	cotinine	NA	854019
CPD00368	creatine	C00300	586
CPD00369	creatinine	C00791	588
CPD00370	cys-gly, oxidized	NA	333293
CPD00371	cystathionine	C02291	439258
CPD00372	cysteine	C00097	5862
CPD00373	cysteine s-sulfate	C05824	115015
CPD00374	cysteine sulfinic acid	C00606	109
CPD00375	cysteine-glutathione disulfide	NA	4247235
CPD00376	cysteinylglycine	C01419	439498
CPD00377	cysteinylglycine disulfide*	NA	NA
CPD00378	cystine	C00491	67678
CPD00379	cytidine	C00475	6175
CPD00380	cytosine	C00380	597
CPD00381	daidzein sulfate (2)	NA	NA
CPD00382	decanoylcarnitine (C10)	NA	10245190
CPD00383	deferasirox (DFX)	D03669	NA
CPD00384	dehydroisoandrosterone sulfate (DHEA-S)	C04555	12594
CPD00385	deoxycarnitine	C01181	134
CPD00386	deoxycholate	C04483	222528
CPD00387	desmethylcitalopram*	C16608	162180
