compound_id	BIOCHEMICAL	PUBCHEM	KEGG
CPD00147	vanillylmandelate (VMA)	1245	c05584
CPD00148	4-acetamidobutanoate	18189	c02946
CPD00149	3-aminoisobutyrate	64956	c05145
CPD00150	citrate	311	c00158
CPD00151	2-aminobutyrate	439691	c02261
CPD00152	urate	1175	c00366
CPD00153	ursodeoxycholate	31401	c07880
CPD00154	oleoyl ethanolamide	5283454	
CPD00155	gamma-glutamylglutamine	150914	c05283
CPD00156	4-hydroxyphenylpyruvate	979	c01179
CPD00157	butyrate/isobutyrate (4:0)	264	c00246
CPD00158	tigloylglycine	6441567	
CPD00159	N-acetylneuraminate	439197	c00270
CPD00160	N-acetylglucosaminylasparagine	123826	c04540
CPD00161	acetoacetate	96	c00164
CPD00162	creatine	586	c00300
CPD00163	cys-gly, oxidized	333293	
CPD00164	estrone 3-sulfate	3001028	c02538
CPD00165	dihomo-linoleate (20:2n6)	6439848	c16525
CPD00166	gamma-glutamylhistidine	7017195	
CPD00167	2-hydroxystearate	69417	c03045
CPD00168	N1-methyladenosine	27476	c02494
CPD00169	glycerol	753	c00116
CPD00170	choline	305	c00114
CPD00171	gamma-glutamylleucine	151023	
CPD00172	3-methoxytyrosine	1670	
CPD00173	fluoxetine	3386	
CPD00174	4-acetamidophenol	1983	c06804
CPD00175	naproxen	156391	c01517
CPD00176	beta-hydroxyisovalerate	69362	
CPD00177	ibuprofen	3672	c01588
CPD00178	arachidonoyl ethanolamide	5281969	c11695
CPD00179	palmitoyl ethanolamide	4671	c16512
CPD00180	N-palmitoyl-sphingosine (d18:1/16:0)	5283564	
CPD00181	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	5283496	c19263
CPD00182	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	46891795	
CPD00183	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	5287971	
CPD00184	stearoyl sphingomyelin (d18:1/18:0)	6453725	c00550
CPD00185	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	6436017	c13875
CPD00186	N-stearoyl-sphingosine (d18:1/18:0)*	5283565	
CPD00187	glycochenodeoxycholate	12544	c05466
CPD00188	taurochenodeoxycholate	387316	c05465
CPD00189	taurocholate	6675	c05122
CPD00190	taurodeoxycholate	2733768	c05463
CPD00191	2-hydroxyhippurate (salicylurate)	10253	c07588
CPD00192	metoprolol	4171	
CPD00193	3-(N-acetyl-L-cystein-S-yl) acetaminophen	83967	
CPD00194	4-acetaminophen sulfate	83939	c06804
CPD00195	eicosapentaenoate (EPA; 20:5n3)	446284	c06428
CPD00196	methylsuccinate	10349	
CPD00197	ethylmalonate	11756	
CPD00198	carnitine	10917	c00318
CPD00199	benzoate	243	c00180
CPD00200	3-phenylpropionate (hydrocinnamate)	107	c05629
CPD00201	phenylacetate	999	c07086
CPD00202	hippurate	464	c01586
CPD00203	xanthurenate	5699	c02470
CPD00204	suberate (C8-DC)	10457	c08278
CPD00205	3-methyl-2-oxovalerate	47	c00671
CPD00206	methionine sulfoxide	158980	c02989
CPD00207	3-methylhistidine	64969	c01152
CPD00208	4-acetamidophenylglucuronide	83944	
CPD00209	5-hydroxylysine	1029	c16741
CPD00210	4-guanidinobutanoate	500	c01035
CPD00211	glucuronate	444791	c00191
CPD00212	glycerol 3-phosphate	754	c00093
CPD00213	imidazole lactate	440129	c05568
CPD00214	kynurenine	161166	c00328
CPD00215	glycerophosphorylcholine (GPC)	71920	c00670
CPD00216	maltotriose	439586	c01835
CPD00217	N-acetylglutamate	70914	c00624
CPD00218	N-alpha-acetylornithine	439232	c00437
CPD00219	tartarate	444305	c00898
CPD00220	xanthosine	64959	c01762
CPD00221	ribitol	6912	c00474
CPD00222	glycodeoxycholate	3035026	c05464
CPD00223	theophylline	2153	c07130
CPD00224	quinate	6508	c00296
CPD00225	theobromine	5429	c07480
CPD00226	gentisate	3469	c00628
CPD00227	paraxanthine	4687	c13747
CPD00228	indolelactate	92904	c02043
CPD00229	3-indoxyl sulfate	10258	
CPD00230	gamma-glutamylphenylalanine	111299	
CPD00231	4-methyl-2-oxopentanoate	70	c00233
CPD00232	1,5-anhydroglucitol (1,5-AG)	64960	c07326
CPD00233	1-palmityl-GPC (O-16:0)	3983	
CPD00234	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)		c52449
CPD00235	sphingosine 1-phosphate	5283560	c06124
CPD00236	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	9547087	
CPD00237	1-stearoyl-GPI (18:0)		
CPD00238	1,2-dipalmitoyl-GPC (16:0/16:0)	452110	
CPD00239	docosahexaenoate (DHA; 22:6n3)	445580	c06429
CPD00240	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	129657	
CPD00241	alpha-hydroxyisocaproate	83697	c03264
CPD00242	maleate	444266	c01384
CPD00243	4-acetylphenol sulfate	4684006	c00548
CPD00244	2-hydroxyoctanoate	94180	
CPD00245	levulinate (4-oxovalerate)	11579	
CPD00246	3-hydroxyoctanoate	26613	c20793
CPD00247	phenyllactate (PLA)	3848	c05607
CPD00248	palmitoylcarnitine (C16)	461	c02990
CPD00249	hexanoylcarnitine (C6)	6426853	
CPD00250	theanine	439378	c01047
CPD00251	N-acetylaspartate (NAA)	65065	c01042
CPD00252	dehydroepiandrosterone sulfate (DHEA-S)	12594	c04555
CPD00253	acetylcarnitine (C2)	7045767	c02571
CPD00254	cysteine s-sulfate	115015	c05824
CPD00255	1-palmitoylglycerol (16:0)	14900	
CPD00256	tartronate (hydroxymalonate)	45	c02287
CPD00257	oxalate (ethanedioate)	971	c00209
CPD00258	erythritol	222285	c00503
CPD00259	saccharin	5143	c12283
CPD00260	3-hydroxymyristate	16064	
CPD00261	iminodiacetate (IDA)	8897	c19911
CPD00262	1-oleoylglycerol (18:1)	5283468	
CPD00263	3-methyl-2-oxobutyrate	49	c00141
CPD00264	homoarginine	9085	c01924
CPD00265	homocitrulline	65072	c02427
CPD00266	pyroglutamylglutamine		
CPD00267	bradykinin	439201	c00306
CPD00268	2-linoleoylglycerol (18:2)	5365676	
CPD00269	3-hydroxydecanoate	26612	
CPD00270	EDTA	6049	c00284
CPD00271	N-acetylglycine	10972	
CPD00272	ribonate	5460677	c01685
CPD00273	threonate	151152	c01620
CPD00274	galactonate	128869	c00880
CPD00275	beta-sitosterol	222284	c01753
CPD00276	indoleacetate	802	c00954
CPD00277	1-linoleoylglycerol (18:2)	5283469	
CPD00278	1-methylhistidine	92105	c01152
CPD00279	butyrylcarnitine (C4)	439829	c02862
CPD00280	isobutyrylcarnitine (C4)	168379	
CPD00281	7-ketodeoxycholate	188292	
CPD00282	glycolithocholate	115245	c15557
CPD00283	androsterone sulfate	159663	c00523
CPD00284	indolepropionate	3744	
CPD00285	N-(2-furoyl)glycine	21863	
CPD00286	trigonelline (N'-methylnicotinate)	5570	c01004
CPD00287	dodecanedioate (C12-DC)	12736	c02678
CPD00288	glutamate, gamma-methyl ester	68662	
CPD00289	N-acetyltyrosine	68310	
CPD00290	1,3-dimethylurate	70346	
CPD00291	3-methylxanthine	70639	c16357
CPD00292	3-hydroxylaurate	94216	
CPD00293	pyridoxate	6723	c00847
CPD00294	gamma-glutamylvaline	7015683	
CPD00295	pyroglutamylvaline	152416	
CPD00296	3-hydroxysebacate	3017884	
CPD00297	5-hydroxyhexanoate	170748	
CPD00298	propionylglycine	98681	
CPD00299	2-hydroxyadipate	193530	c02360
CPD00300	valylglutamate	7009623	
CPD00301	propionylcarnitine (C3)	107738	c03017
CPD00302	pro-hydroxy-pro	11673055	
CPD00303	3-hydroxy-2-ethylpropionate	188979	
CPD00304	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	123979	
CPD00305	docosapentaenoate (n3 DPA; 22:5n3)	6441454	c16513
CPD00306	docosadienoate (22:2n6)	5282807	c16533
CPD00307	adrenate (22:4n6)	5497181	c16527
CPD00308	10-undecenoate (11:1n1)	14891	c13910
CPD00309	myristoleate (14:1n5)	5281119	c08322
CPD00310	4-imidazoleacetate	96215	c02835
CPD00311	1-methyl-4-imidazoleacetate	75810	c05828
CPD00312	sebacate (C10-DC)	5192	c08277
CPD00313	stearidonate (18:4n3)	5312508	c16300
CPD00314	5-dodecenoate (12:1n7)	5312378	
CPD00315	bradykinin, hydroxy-pro(3)	169947	
CPD00316	octanoylcarnitine (C8)	123701	c02838
CPD00317	tauro-beta-muricholate	168408	
CPD00318	decanoylcarnitine (C10)	10245190	
CPD00319	N-acetylglutamine	182230	c02716
CPD00320	N-acetyltryptophan	700653	c03137
CPD00321	N-acetylphenylalanine	74839	c03519
CPD00322	gamma-glutamyl-epsilon-lysine	7015685	
CPD00323	1-palmitoyl-GPC (16:0)	86554	c04102
CPD00324	1-margaroyl-GPC (17:0)	24779463	c04230
CPD00325	N-acetylarginine	67427	c02562
CPD00326	piperine	638024	c03882
CPD00327	campesterol	173183	c01789
CPD00328	myristoylcarnitine (C14)	6426854	
CPD00329	1-stearoyl-GPC (18:0)	497299	
CPD00330	1-oleoyl-GPC (18:1)	16081932	c03916
CPD00331	N-acetylthreonine	152204	c01118
CPD00332	N-acetylisoleucine	2802421	
CPD00333	10-nonadecenoate (19:1n9)	5312513	
CPD00334	10-heptadecenoate (17:1n7)	5312435	
CPD00335	epiandrosterone sulfate	9929317	c04555
CPD00336	bradykinin, des-arg(9)	105044	c00306
CPD00337	N-acetylhistidine	75619	c02997
CPD00338	gamma-glutamylglycine	165527	
CPD00339	gamma-glutamyltryptophan	3989307	
CPD00340	stachydrine	115244	c10172
CPD00341	alpha-hydroxyisovalerate	99823	
CPD00342	hydroxybupropion	446	
CPD00343	gamma-glutamylmethionine	7009567	
CPD00344	gamma-glutamylthreonine	76078708	
CPD00345	p-cresol sulfate	4615423	c01468
CPD00346	nicotinate ribonucleoside	161234	c05841
CPD00347	pioglitazone	4829	c07675
CPD00348	erythronate*	2781043	
CPD00349	Fibrinopeptide A*	25078015	
CPD00350	Fibrinopeptide A, des-ala(1)*	132993922	
CPD00351	salicyluric glucuronide*	121596205	
CPD00352	eicosenoate (20:1)	5282768	c16526
CPD00353	linolenate [alpha or gamma; (18:3n3 or 6)]	5280934	c06426
CPD00354	aconitate [cis or trans]		c00417
CPD00355	1-myristoyl-GPC (14:0)	460604	c04230
CPD00356	1-arachidoyl-GPC (20:0)	24779473	c04230
CPD00357	metoprolol acid metabolite*	62936	
CPD00358	stearoylcarnitine (C18)	6426855	
CPD00359	laurylcarnitine (C12)	10427569	
CPD00360	isovalerylcarnitine (C5)	6426851	c20826
CPD00361	1-linoleoyl-GPC (18:2)	11988421	c04100
CPD00362	7-methylxanthine	68374	c16353
CPD00363	1,3,7-trimethylurate	79437	c16361
CPD00364	3,7-dimethylurate	83126	c16360
CPD00365	1,7-dimethylurate	91611	c16356
CPD00366	5-acetylamino-6-formylamino-3-methyluracil	108214	c16365
CPD00367	5-acetylamino-6-amino-3-methyluracil	88299	c16366
CPD00368	1-methylxanthine	80220	c16358
CPD00369	N1-methylinosine	65095	
CPD00370	beta-guanidinopropanoate	67701	c03065
CPD00371	N2,N2-dimethylguanosine	92919	
CPD00372	N4-acetylcytidine	107461	
CPD00373	N6-carbamoylthreonyladenosine	161466	
CPD00374	orotidine	92751	c01103
CPD00375	phenylacetylglutamine	92258	c04148
CPD00376	4-hydroxyhippurate	151012	
CPD00377	5,6-dihydrouridine	94312	
CPD00378	3-(3-amino-3-carboxypropyl)uridine*	171198	
CPD00379	1-arachidonylglycerol (20:4)	5282281	c13857
CPD00380	cysteine-glutathione disulfide	4247235	
CPD00381	5-methyluridine (ribothymidine)	445408	
CPD00382	isovalerylglycine	546304	
CPD00383	nicotinurate	68499	c05380
CPD00384	7-methylguanine	11361	c02242
CPD00385	1-stearoyl-GPE (18:0)	9547068	
CPD00386	3-methylcytidine	159649	
CPD00387	N1-Methyl-2-pyridone-5-carboxamide	69698	c05842
CPD00388	gamma-glutamylisoleucine*	14253342	
CPD00389	oleoylcarnitine (C18:1)	6441392	
CPD00390	2-methylbutyrylcarnitine (C5)	6426901	
CPD00391	phenol sulfate	74426	c02180
CPD00392	1-palmitoleoyl-GPC (16:1)*	24779461	
CPD00393	malonylcarnitine	22833583	
CPD00394	hexanoylglycine	99463	
CPD00395	glutamine_degradant*	134508	
CPD00396	2-hydroxy-3-methylvalerate	164623	
CPD00397	testosterone sulfate	119207	
CPD00398	homostachydrine*	441447	c08283
CPD00399	1-arachidonoyl-GPC (20:4n6)*		c05208
CPD00400	1-dihomo-linolenoyl-GPC (20:3n3 or 6)*	52924055	
CPD00401	1-dihomo-linoleoyl-GPC (20:2)*		
CPD00402	2-arachidonoyl-GPC (20:4)*	52924038	
CPD00403	2-oleoyl-GPC (18:1)*	24779494	
CPD00404	2-linoleoyl-GPC (18:2)*	71768169	
CPD00405	2-palmitoyl-GPC (16:0)*	15061532	
CPD00406	2-myristoyl-GPC (14:0)*	460604	
CPD00407	1-docosahexaenoyl-GPC (22:6)*	10415542	
CPD00408	1-palmitoyl-GPE (16:0)	9547069	
CPD00409	1-oleoyl-GPE (18:1)	9547071	
CPD00410	1-linoleoyl-GPE (18:2)*	52925130	
CPD00411	1-arachidonoyl-GPE (20:4n6)*	42607465	
CPD00412	N-acetylcitrulline	656979	c15532
CPD00413	2-hydroxypalmitate	92836	
CPD00414	docosapentaenoate (n6 DPA; 22:5n6)	6441454	c16513
CPD00415	gulonate*	9794176	c00257
CPD00416	isobutyrylglycine	10855600	
CPD00417	glutarylcarnitine (C5-DC)	71464488	
CPD00418	2-methylmalonylcarnitine (C4-DC)	53481628	
CPD00419	tiglylcarnitine (C5:1-DC)	22833596	
CPD00420	hydroquinone sulfate	161220	c00530
CPD00421	catechol sulfate	3083879	c00090
CPD00422	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	3081085	c17337
CPD00423	N-acetyl-aspartyl-glutamate (NAAG)	5255	c12270
CPD00424	tetradecanedioate (C14-DC)	13185	
CPD00425	hexadecanedioate (C16-DC)	10459	c19615
CPD00426	1-myristoylglycerol (14:0)	79050	c01885
CPD00427	glycerophosphoethanolamine	123874	c01233
CPD00428	3-(3-hydroxyphenyl)propionate	91	c11457
CPD00429	ectoine	126041	c06231
CPD00430	2-oleoyl-GPE (18:1)*		
CPD00431	2-palmitoyl-GPE (16:0)*		
CPD00432	1-arachidonoyl-GPI (20:4)*		
CPD00433	1-palmitoyl-GPI (16:0)	71296207	
CPD00434	glycolithocholate sulfate*	72222	c11301
CPD00435	taurolithocholate 3-sulfate	440071	c03642
CPD00436	deoxycarnitine	134	c01181
CPD00437	N6-succinyladenosine	165243	
CPD00438	1-ribosyl-imidazoleacetate*	5117448	c05131
CPD00439	2-arachidonoyl-GPE (20:4)*	53480936	
CPD00440	leucylleucine	76807	c11332
CPD00441	N2-acetyllysine	92907	c12989
CPD00442	indoleacetylglutamine	25200879	
CPD00443	hexanoylglutamine		
CPD00444	N6-acetyllysine	92832	c02727
CPD00445	dihomo-linolenate (20:3n3 or n6)	5280581	c03242
CPD00446	mannitol/sorbitol	5780	c00794
CPD00447	tryptophan betaine	442106	c09213
CPD00448	4-vinylphenol sulfate	6426766	c05627
CPD00449	4-ethylphenylsulfate	20822574	c13637
CPD00450	thymol sulfate	12456386	c09908
CPD00451	pyrraline	122228	c21013
CPD00452	2-linoleoyl-GPE (18:2)*		
CPD00453	1-oleoyl-GPI (18:1)	86289645	
CPD00454	1-linoleoyl-GPI (18:2)*		
CPD00455	1-palmitoleoyl-GPE (16:1)*	53480923	
CPD00456	desmethylnaproxen sulfate	184679	
CPD00457	sucralose	71485	c12285
CPD00458	2-hydroxyacetaminophen sulfate*	86290013	
CPD00459	2-methoxyacetaminophen sulfate*	86290014	
CPD00460	2-methoxyacetaminophen glucuronide*	14367271	
CPD00461	o-cresol sulfate	11615528	
CPD00462	dimethylarginine (SDMA + ADMA)	123831	c03626
CPD00463	gamma-glutamylalanine	440103	c03738
CPD00464	N-acetylserine	65249	
CPD00465	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	9546742	c42448
CPD00466	chiro-inositol		c19891
CPD00467	4-allylphenol sulfate	66633409	
CPD00468	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	16219824	
CPD00469	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	9546747	
CPD00470	sphinganine-1-phosphate	520	c52605
CPD00471	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)		
CPD00472	succinylcarnitine (C4-DC)	71464481	
CPD00473	bilirubin (E,E)*	5315454	
CPD00474	bilirubin (E,Z or Z,E)*	5799469	c00486
CPD00475	N-methylproline	557	
CPD00476	beta-cryptoxanthin	6384256	c08591
CPD00477	5alpha-androstan-3beta,17beta-diol disulfate	242332	c12525
CPD00478	5alpha-pregnan-3beta,20alpha-diol disulfate	118703093	
CPD00479	glycocholenate sulfate*		
CPD00480	taurocholenate sulfate*		
CPD00481	androstenediol (3beta,17beta) disulfate (1)	87120982	c04295
CPD00482	pregnenediol disulfate (C21H34O8S2)*		
CPD00483	androstenediol (3beta,17beta) disulfate (2)	87120982	c04295
CPD00484	21-hydroxypregnenolone disulfate	134595	c05485
CPD00485	21-hydroxypregnenolone monosulfate (1)	174681	
CPD00486	5alpha-androstan-3alpha,17alpha-diol monosulfate		
CPD00487	5alpha-pregnan-3beta,20beta-diol monosulfate (1)		
CPD00488	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)		
CPD00489	5alpha-pregnan-diol disulfate	5127902	
CPD00490	5alpha-androstan-3alpha,17beta-diol disulfate	56639109	
CPD00491	5alpha-androstan-3alpha,17beta-diol monosulfate (1)		
CPD00492	5alpha-androstan-3beta,17alpha-diol disulfate	56639109	
CPD00493	5alpha-androstan-3beta,17beta-diol monosulfate (2)		
CPD00494	androstenediol (3alpha, 17alpha) monosulfate (2)		c37207
CPD00495	androstenediol (3alpha, 17alpha) monosulfate (3)		
CPD00496	androstenediol (3beta,17beta) monosulfate (1)	13847309	c37211
CPD00497	androstenediol (3beta,17beta) monosulfate (2)		
CPD00498	5alpha-pregnan-3beta-ol,20-one sulfate		
CPD00499	4-hydroxycoumarin	54682930	c20414
CPD00500	1-docosahexaenoyl-GPE (22:6)*	85333229	
CPD00501	1-docosapentaenoyl-GPC (22:5n3)*		
CPD00502	pregnenediol sulfate (C21H34O5S)*	105074	c18044
CPD00503	2-hydroxyglutarate	43	c02630
CPD00504	gamma-CEHC	133098	
CPD00505	N-acetyl-beta-alanine	76406	c01073
CPD00506	sphingomyelin (d18:1/18:1, d18:2/18:0)	6443882	
CPD00507	palmitoyl sphingomyelin (d18:1/16:0)	9939941	
CPD00508	3-hydroxyhippurate	450268	
CPD00509	16a-hydroxy DHEA 3-sulfate	20848950	c38168
CPD00510	17alpha-hydroxypregnenolone 3-sulfate	152971	
CPD00511	pregnenolone sulfate	105074	c18044
CPD00512	andro steroid monosulfate C19H28O6S (1)*	159663	c04555
CPD00513	betonicine	164642	c08269
CPD00514	ergothioneine	3032311	c05570
CPD00515	1-margaroyl-GPE (17:0)*	52925149	
CPD00516	1-pentadecanoyl-GPC (15:0)*	24779458	
CPD00517	S-methylmethionine	458	c05319
CPD00518	indole-3-carboxylate	69867	c19837
CPD00519	13-HODE + 9-HODE	43013	c14767,c14762
CPD00520	tridecenedioate (C13:1-DC)*		
CPD00521	N-acetyl-3-methylhistidine*	193270	
CPD00522	4-cholesten-3-one	91477	c00599
CPD00523	N-acetyl-cadaverine	189087	
CPD00524	cinnamoylglycine	709625	
CPD00525	cis-4-decenoylcarnitine (C10:1)	57357170	
CPD00526	phenylalanylphenylalanine	6.99309E+13	
CPD00527	S-carboxymethyl-L-cysteine	1080	c03727
CPD00528	(16 or 17)-methylstearate (a19:0 or i19:0)	3083779	
CPD00529	alpha-ketoglutaramate*	48	
CPD00530	metformin	4091	c07151
CPD00531	ibuprofen acyl glucuronide	163959	
CPD00532	2,3-dihydroxyisovalerate	677	c04039
CPD00533	3-methylglutaconate	1551553	
CPD00534	5-(galactosylhydroxy)-L-lysine	123986	
CPD00535	isoursodeoxycholate	127601	c17662
CPD00536	oxypurinol	4644	
CPD00537	hydantoin-5-propionate	782	c05565
CPD00538	sulfate*	1118	c00059
CPD00539	4-hydroxy-2-oxoglutaric acid	599	c01127
CPD00540	4-hydroxyglutamate	439902	c03079
CPD00541	L-urobilin	5280818	c05793
CPD00542	hydroxycotinine	10219774	
CPD00543	omeprazole	4594	c07324
CPD00544	atenolol	2249	
CPD00545	diphenhydramine	3100	c06960
CPD00546	hydrochlorothiazide	3639	c07041
CPD00547	ranitidine	3001055	
CPD00548	S-methylcysteine	24417	
CPD00549	androsterone glucuronide	114833	c11135
CPD00550	argininate*	160437	
CPD00551	solanidine	65727	c06543
CPD00552	2-oxoarginine*	558	c03771
CPD00553	cis-4-decenoate (10:1n6)*	5312351	
CPD00554	sertraline	68617	c07246
CPD00555	gabapentin	3446	
CPD00556	venlafaxine	5656	c07187
CPD00557	ethyl glucuronide	152226	
CPD00558	glycyrrhetinate	18526330	c02283
CPD00559	1-erucoyl-GPC (22:1)*	53480471	
CPD00560	1-adrenoyl-GPC (22:4)*	52924039	
CPD00561	1-lignoceroyl-GPC (24:0)	24779481	
CPD00562	1-nervonoyl-GPC (24:1n9)*	53480477	
CPD00563	1-(1-enyl-palmitoyl)-GPC (P-16:0)*	10917802	
CPD00564	1-(1-enyl-oleoyl)-GPC (P-18:1)*	52923882	
CPD00565	1-(1-enyl-stearoyl)-GPC (P-18:0)*	24779527	
CPD00566	1-methyl-5-imidazoleacetate	6451814	
CPD00567	glycoursodeoxycholate	12310288	
CPD00568	S-methylcysteine sulfoxide	82142	
