compound_id	BIOCHEMICAL	PUBCHEM	KEGG
CPD00072	1-eicosapentaenoylglycerophosphoethanolamine		
CPD00073	1-eicosatrienoyl-gpc (20:3)		
CPD00074	1-eicosatrienoyl-gpe (20:3)		
CPD00075	1-eicosatrienoylglycerophosphocholine (20:3)		
CPD00076	1-eicosatrienoylglycerophosphoethanolamine		
CPD00077	1-eicosenoyl-gpc (20:1)	52924051	
CPD00078	1-eicosenoyl-gpe (20:1)	52925139	
CPD00079	1-eicosenoylglycerophosphocholine (20:1n9)		
CPD00080	1-erucoyl-gpc (22:1)	53480471	
CPD00081	1-heptadecanoyl-gpc (17:0)		
CPD00082	1-heptadecenoyl-gpc (17:1)		
CPD00083	1-lignoceroyl-2-arachidonoyl-gpc (24:0/20:4)		
CPD00084	1-lignoceroyl-gpc (24:0)	24779481	
CPD00085	1-linolenoyl-gpc (18:3)		C04100
CPD00086	1-linolenoyl-gpe (18:3)	52925148	
CPD00087	1-linolenoylglycerol (18:3)	53480978	
CPD00088	1-linolenoylglycerophosphocholine (18:3n3)		
CPD00089	1-linoleoyl-2-arachidonoyl-gpc (18:2/20:4n6)		
CPD00090	1-linoleoyl-2-arachidonoyl-gpe (18:2/20:4)		
CPD00091	1-linoleoyl-2-docosahexaenoyl-gpc (18:2/22:6)	24778983	
CPD00092	1-linoleoyl-2-docosapentaenyol-gpc (18:2/22:5n3)		
CPD00093	1-linoleoyl-2-eicosapentaenoyl-gpc (18:2/20:5)		
CPD00094	1-linoleoyl-2-linolenoyl-gpc (18:2/18:3)	52922731	
CPD00095	1-linoleoyl-gpa (18:2)		
CPD00096	1-linoleoyl-gpc (18:2)	11988421	C04100
CPD00097	1-linoleoyl-gpe (18:2)	52925130	
CPD00098	1-linoleoyl-gpg (18:2)		
CPD00099	1-linoleoyl-gpi (18:2)	11124828	
CPD00100	1-linoleoylglycerol (1-monolinolein)		
CPD00101	1-linoleoylglycerol (18:2)	5283469	
CPD00102	1-linoleoylglycerophosphocholine (18:2n6)		
CPD00103	1-linoleoylglycerophosphoethanolamine		
CPD00104	1-linoleoylglycerophosphoinositol		
CPD00105	1-margaroyl-2-arachidonoyl-gpc (17:0/20:4)		
CPD00106	1-margaroyl-2-docosahexaenoyl-gpc (17:0/22:6)		
CPD00107	1-margaroyl-2-linoleoyl-gpc (17:0/18:2)	52922491	
CPD00108	1-margaroyl-2-oleoyl-gpc (17:0/18:1)		
CPD00109	1-margaroyl-gpc (17:0)	24779463	C04230
CPD00110	1-margaroyl-gpe (17:0)	52925149	
CPD00111	1-margaroylglycerol (17:0)		
CPD00112	1-margaroylglycerophosphocholine (17:0)		C04230
CPD00113	1-margaroylglycerophosphoethanolamine		
CPD00114	1-meadoyl-gpc (20:3n9)		
CPD00115	1-methyl-4-imidazoleacetate	75810	C05828
CPD00116	1-methyladenosine		
CPD00117	1-methylguanidine		
CPD00118	1-methylguanosine		
CPD00119	1-methylhistidine	92105	C01152
CPD00120	1-methylimidazoleacetate		C05828
CPD00121	1-methylnicotinamide	457	C02918
CPD00122	1-methylurate	69726	C16359
CPD00123	1-methylxanthine	80220	C16358
CPD00124	1-myristoyl-2-arachidonoyl-gpc (14:0/20:4)	24778634	
CPD00125	1-myristoyl-2-docosahexaenoyl-gpc (14:0/22:6)	24778639	
CPD00126	1-myristoyl-2-linoleoyl-gpc (14:0/18:2)	24778624	
CPD00127	1-myristoyl-2-palmitoleoyl-gpc (14:0/16:1)		
CPD00128	1-myristoyl-2-palmitoyl-gpc (14:0/16:0)	129657	
CPD00129	1-myristoyl-gpc (14:0)	460604	C04230
CPD00130	1-myristoylglycerol (14:0)		
CPD00131	1-myristoylglycerophosphocholine (14:0)		C04230
CPD00132	1-nervonoyl-2-arachidonoyl-gpc (24:1/20:4)	348279035	
CPD00133	1-nervonoyl-gpc (24:1n9)	53480477	
CPD00134	1-nonadecanoyl-gpc (19:0)		
CPD00135	1-nonadecanoylglycerophosphocholine(19:0)		
CPD00136	1-o-hexadecyl-gpc (c16)		
CPD00137	1-oleoyl-3-linoleoyl-glycerol (18:1/18:2)		
CPD00138	1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)		
CPD00139	1-oleoyl-2-arachidonoyl-gpi (18:1/20:4)		
CPD00140	1-oleoyl-2-dihomo-linolenoyl-gpc (18:1/20:3)	52922697	
CPD00141	1-oleoyl-2-dihomo-linoleoyl-gpc (18:1/20:2)	52922695	
CPD00142	1-oleoyl-2-docosahexaenoyl-gpc (18:1/22:6)	24778955	
CPD00143	1-oleoyl-2-docosapentaenoyl-gpc (18:1/22:5n3)		
CPD00144	1-oleoyl-2-docosapentaenoyl-gpc (18:1/22:5n6)		
CPD00145	1-oleoyl-2-eicosapentaenoyl-gpc (18:1/20:5)		
CPD00146	1-oleoyl-2-linoleoyl-glycerol (18:1/18:2)		
CPD00147	1-oleoyl-2-linoleoyl-gpc (18:1/18:2)		
CPD00148	1-oleoyl-2-linoleoyl-gpe (18:1/18:2)	9546753	
CPD00149	1-oleoyl-2-linoleoyl-gpi (18:1/18:2)		
CPD00150	1-oleoyl-gpc (18:1)	16081932	C03916
CPD00151	1-oleoyl-gpe (18:1)	9547071	
CPD00152	1-oleoyl-gpg (18:1)		
CPD00153	1-oleoyl-gpi (18:1)	86289645	
CPD00154	1-oleoyl-gps (18:1)	85036846	
CPD00155	1-oleoylglycerol (1-monoolein)		
CPD00156	1-oleoylglycerol (18:1)	5283468	
CPD00157	1-oleoylglycerophosphocholine (18:1)		
CPD00158	1-oleoylglycerophosphoethanolamine		
CPD00159	1-oleoylglycerophosphoglycerol		
CPD00160	1-oleoylglycerophosphoinositol		
CPD00161	1-oleoylglycerophosphoserine		
CPD00162	1-oleoylplasmenylethanolamine		
CPD00163	1-oleyl-2-linoleoyl-gpc (o-18:1/18:2)		
CPD00164	1-palmitoleoyl-3-oleoyl-glycerol (16:1/18:1)		
CPD00165	1-palmitoleoyl-2-arachidonoyl-gpc (16:1/20:4)		
CPD00166	1-palmitoleoyl-2-docosahexaenoyl-gpc (16:1/22:6)		
CPD00167	1-palmitoleoyl-2-eicosapentaenoyl-gpc (16:1/20:5)		
CPD00168	1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)	52922452	
CPD00169	1-palmitoleoyl-2-linoleoyl-gpc (16:1/18:2)		
CPD00170	1-palmitoleoyl-2-oleoyl-glycerol (16:1/18:1)		
CPD00171	1-palmitoleoyl-gpc (16:1)	24779461	
CPD00172	1-palmitoleoyl-gpe (16:1)		
CPD00173	1-palmitoleoylglycerol (16:1)		
CPD00174	1-palmitoleoylglycerophosphocholine (16:1)		
CPD00175	1-palmitoyl-3-linoleoyl-glycerol (16:0/18:2)		
CPD00176	1-palmitoyl-2-(hydroxylinoleoyl)-gpc (16:0/18:2(oh))		
CPD00177	1-palmitoyl-2-adrenoyl-gpc (16:0/22:4)	24778732	
CPD00178	1-palmitoyl-2-alpha-linolenoyl-gpc (16:0/18:3n3)		
CPD00179	1-palmitoyl-2-arachidonoyl-gpc (16:0/20:4)		
CPD00180	1-palmitoyl-2-arachidonoyl-gpc (16:0/20:4n6)	10747814	C05208
CPD00181	1-palmitoyl-2-arachidonoyl-gpe (16:0/20:4)	9546800	C05210
CPD00182	1-palmitoyl-2-arachidonoyl-gpi (16:0/20:4)		
CPD00183	1-palmitoyl-2-dihomo-linolenoyl-gpc (16:0/20:3n3 or 6)		
CPD00184	1-palmitoyl-2-dihomo-linolenoyl-gpe (16:0/20:3)		
CPD00185	1-palmitoyl-2-docosahexaenoyl-gpc (16:0/22:6)	6441886	
CPD00186	1-palmitoyl-2-docosahexaenoyl-gpe (16:0/22:6)	9546799	
CPD00187	1-palmitoyl-2-docosahexaenoyl-gpi (16:0/22:6)		
CPD00188	1-palmitoyl-2-eicosapentaenoyl-gpc (16:0/20:5)	24778723	
CPD00189	1-palmitoyl-2-eicosapentaenoyl-gpe (16:0/20:5)		
CPD00190	1-palmitoyl-2-gamma-linolenoyl-gpc (16:0/18:3n6)		
CPD00191	1-palmitoyl-2-linolenoyl-gpc (16:0/18:3)		
CPD00192	1-palmitoyl-2-linoleoyl-glycerol (16:0/18:2)		
CPD00193	1-palmitoyl-2-linoleoyl-gpc (16:0/18:2)	5287971	
CPD00194	1-palmitoyl-2-linoleoyl-gpe (16:0/18:2)	9546747	
CPD00195	1-palmitoyl-2-linoleoyl-gpi (16:0/18:2)		
CPD00196	1-palmitoyl-2-meadoyl-gpc (16:0/20:3n9)		
CPD00197	1-palmitoyl-2-oleoyl-gpc (16:0/18:1)	6436017	C13875
CPD00198	1-palmitoyl-2-oleoyl-gpe (16:0/18:1)	5283496	
CPD00199	1-palmitoyl-2-oleoyl-gpi (16:0/18:1)		
CPD00200	1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)	6443788	
CPD00201	1-palmitoyl-2-palmitoleoyl-gpe (16:0/16:1)		
CPD00202	1-palmitoyl-2-pentadecanoyl-gpc (16:0/15:0)	24778680	
CPD00203	1-palmitoyl-2-stearoyl-gpc (16:0/18:0)	24778686	C03889
CPD00204	1-palmitoyl-2-stearoyl-gpe (16:0/18:0)		
CPD00205	1-palmitoyl-gpa (16:0)	6419701	C04036
CPD00206	1-palmitoyl-gpc (16:0)	86554	C04102
CPD00207	1-palmitoyl-gpe (16:0)	9547069	
CPD00208	1-palmitoyl-gpg (16:0)		
CPD00209	1-palmitoyl-gpi (16:0)	71296207	
CPD00210	1-palmitoylglycerol (16:0)	14900	
CPD00211	1-palmitoylglycerophosphate		C04036
CPD00212	1-palmitoylglycerophosphocholine (16:0)		
CPD00213	1-palmitoylglycerophosphoethanolamine		
CPD00214	1-palmitoylglycerophosphoglycerol		
CPD00215	1-palmitoylglycerophosphoinositol		
CPD00216	1-palmitoylplasmenylethanolamine		
CPD00217	1-palmityl-2-arachidonoyl-gpc (o-16:0/20:4)	10747814	
CPD00218	1-palmityl-2-dihomo-linolenoyl-gpc (o-16:0/20:3)		
CPD00219	1-palmityl-2-linoleoyl-gpc (o-16:0/18:2)	6443157	
CPD00220	1-palmityl-2-oleoyl-gpc (o-16:0/18:1)	5497103	
CPD00221	1-palmityl-2-palmitoyl-gpc (o-16:0/16:0)	145911	
CPD00222	1-palmityl-2-stearoyl-gpc (o-16:0/18:0)	11803170	
CPD00223	1-palmityl-gpc (o-16:0)	3983	
CPD00224	1-palmityl-gpe (o-16:0)		
CPD00225	1-pentadecanoyl-2-arachidonoyl-gpc (15:0/20:4)	52922330	
CPD00226	1-pentadecanoyl-2-docosahexaenoyl-gpc (15:0/22:6)	52922342	
CPD00227	1-pentadecanoyl-2-linoleoyl-gpc (15:0/18:2)	24778664	
CPD00228	1-pentadecanoyl-2-oleoyl-gpc (15:0/18:1)		
CPD00229	1-pentadecanoyl-gpc (15:0)	24779458	
CPD00230	1-pentadecanoylglycerol (15:0)		
CPD00231	1-pentadecanoylglycerophosphocholine (15:0)		
CPD00232	1-ribosyl-imidazoleacetate	440569	C05131
CPD00233	1-stearoyl-2-(hydroxylinoleoyl)-gpc (18:0/18:2(oh))		
CPD00234	1-stearoyl-2-adrenoyl-gpc (18:0/22:4)	24778868	
CPD00235	1-stearoyl-2-adrenoyl-gpe (18:0/22:4)	52924901	
CPD00236	1-stearoyl-2-arachidonoyl-gpc (18:0/20:4)	16219824	
CPD00237	1-stearoyl-2-arachidonoyl-gpe (18:0/20:4)	5289133	C05210
CPD00238	1-stearoyl-2-arachidonoyl-gpi (18:0/20:4)		
CPD00239	1-stearoyl-2-arachidonoyl-gps (18:0/20:4)		
CPD00240	1-stearoyl-2-dihomo-linolenoyl-gpc (18:0/20:3n3 or 6)		
CPD00241	1-stearoyl-2-dihomo-linolenoyl-gpe (18:0/20:3n3 or 6)	52924903	
CPD00242	1-stearoyl-2-dihomo-linolenoyl-gpi (18:0/20:3n3 or 6)		
CPD00243	1-stearoyl-2-dihomo-linolenoyl-gps (18:0/20:3n3 or 6)		
CPD00244	1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6)	24778876	
CPD00245	1-stearoyl-2-docosahexaenoyl-gpe (18:0/22:6)	9546798	
CPD00246	1-stearoyl-2-docosahexaenoyl-gpi (18:0/22:6)		
CPD00247	1-stearoyl-2-docosahexaenoyl-gps (18:0/22:6)		
CPD00248	1-stearoyl-2-docosapentaenoyl-gpc (18:0/22:5n3)	24778873	
CPD00249	1-stearoyl-2-docosapentaenoyl-gpc (18:0/22:5n6)	24778871	
CPD00250	1-stearoyl-2-docosapentaenoyl-gpe (18:0/22:5n3)		
CPD00251	1-stearoyl-2-docosapentaenoyl-gpe (18:0/22:5n6)		
CPD00252	1-stearoyl-2-docosapentaenoyl-gpi (18:0/22:5n3)		
CPD00253	1-stearoyl-2-docosapentaenoyl-gpi (18:0/22:5n6)		
CPD00254	1-stearoyl-2-linoleoyl-gpc (18:0/18:2)	6441487	
CPD00255	1-stearoyl-2-linoleoyl-gpe (18:0/18:2)	9546749	
CPD00256	1-stearoyl-2-linoleoyl-gpi (18:0/18:2)		
CPD00257	1-stearoyl-2-meadoyl-gpc (18:0/20:3n9)	24778855	
CPD00258	1-stearoyl-2-oleoyl-gpc (18:0/18:1)	24778825	
CPD00259	1-stearoyl-2-oleoyl-gpe (18:0/18:1)	9546742	
CPD00260	1-stearoyl-2-oleoyl-gpi (18:0/18:1)		
CPD00261	1-stearoyl-2-oleoyl-gps (18:0/18:1)	9547087	
CPD00262	1-stearoyl-gpc (18:0)	497300	
CPD00263	1-stearoyl-gpe (18:0)	9547068	
CPD00264	1-stearoyl-gpg (18:0)		
CPD00265	1-stearoyl-gpi (18:0)	71581135;42607495	
CPD00266	1-stearoylglycerol (18:0)		D01947
CPD00267	1-stearoylglycerophosphocholine (18:0)		
CPD00268	1-stearoylglycerophosphoethanolamine		
CPD00269	1-stearoylglycerophosphoglycerol		
CPD00270	1-stearoylglycerophosphoinositol		
CPD00271	1-stearoylglycerophosphoserine		
CPD00272	1-stearoylplasmenylethanolamine		
CPD00273	1-stearyl-2-arachidonoyl-gpc (o-18:0/20:4)		
CPD00274	1-stearyl-2-docosapentaenoyl-gpc (o-18:0/22:5n3)	24779340	
CPD00275	1-stearyl-2-linoleoyl-gpc (o-18:0/18:2)		
CPD00276	1-stearyl-gpc (o-18:0)	2733532	C04317
CPD00277	1-stearyl-gpe (o-18:0)	46891690	
CPD00278	1,2-dilinoleoyl-gpc (18:2/18:2)	5288075	
CPD00279	1,2-dilinoleoyl-gpe (18:2/18:2)	9546812	
CPD00280	1,2-dimyristoyl-gpc (14:0/14:0)		
CPD00281	1,2-dioleoyl-gpc (18:1/18:1)		
CPD00282	1,2-dioleoyl-gpe (18:1/18:1)	9546757	
CPD00283	1,2-dipalmitoyl-gpc (16:0/16:0)	452110	D03585
CPD00284	1,2-dipalmitoyl-gpe (16:0/16:0)		
CPD00285	1,2-dipalmitoyl-gpi (16:0/16:0)		
CPD00286	1,2-distearoyl-gpc (18:0/18:0)		
CPD00287	1,2-propanediol		C00583
CPD00288	1,2,3-benzenetriol sulfate		
CPD00289	1,3-dimethylurate	70346	
CPD00290	1,3,7-trimethylurate	79437	C16361
CPD00291	1,5-anhydroglucitol (1,5-ag)	64960	C07326
CPD00292	1,6-anhydroglucose		
CPD00293	1,7-dimethylurate	91611	C16356
CPD00294	1h-indole-7-acetic acid		
CPD00295	2-acetamidophenol sulfate	181671	
CPD00296	2-aminoadipate	92136	C00956
CPD00297	2-aminobutyrate	80283	C02356
CPD00298	2-aminoheptanoate	227939	
CPD00299	2-aminooctanoate	69522	
CPD00300	2-aminophenol sulfate	181670	
CPD00301	2-arachidonoyl glycerol		
CPD00302	2-arachidonoyl-gpc (20:4)	52924038	
CPD00303	2-arachidonoyl-gpe (20:4)	53480936	
CPD00304	2-arachidonoylglycerol (20:4)		
CPD00305	2-arachidonoylglycerophosphocholine		
CPD00306	2-arachidonoylglycerophosphoethanolamine		
CPD00307	2-butenoylglycine		
CPD00308	2-docosahexaenoyl-gpc (22:6)		
CPD00309	2-docosahexaenoyl-gpe (22:6)		
CPD00310	2-docosahexaenoylglycerophosphocholine		
CPD00311	2-docosahexaenoylglycerophosphoethanolamine		
CPD00312	2-docosapentaenoyl-gpc (22:5n3)		
CPD00313	2-eicosatrienoyl-gpc (20:3)		
CPD00314	2-eicosatrienoylglycerophosphocholine		
CPD00315	2-eicosenoylglycerophosphocholine(20:1n9)		
CPD00316	2-ethylhexanoic acid		
CPD00317	2-furoylcarnitine		
CPD00318	2-hydroxy-3-methylvalerate	164623	
CPD00319	2-hydroxyacetaminophen sulfate	86290013	
CPD00320	2-hydroxyadipate	193530	C02360
CPD00321	2-hydroxybutyrate (ahb)		C05984
CPD00322	2-hydroxybutyrate/2-hydroxyisobutyrate	4277439;440864	C21297,C05984
CPD00323	2-hydroxydecanoate	21488	
CPD00324	2-hydroxyglutarate	43	C02630
CPD00325	2-hydroxyhippurate (salicylurate)	10253	C07588
CPD00326	2-hydroxyibuprofen		
CPD00327	2-hydroxyisobutyrate		
CPD00328	2-hydroxylaurate		
CPD00329	2-hydroxymyristate		
CPD00330	2-hydroxynervonate	5312783	
CPD00331	2-hydroxyoctanoate	5312860;6995013;94180	
CPD00332	2-hydroxypalmitate	12575964;92836;11065598	
CPD00333	2-hydroxyphenylacetate	11970	C05852
CPD00334	2-hydroxystearate	69417;439885;439887	C03045,C03042
CPD00335	2-isopropylmalate	77	C02504
CPD00336	2-keto-3-deoxy-gluconate		
CPD00337	2-linolenoyl-gpc (18:3)		
CPD00338	2-linolenoylglycerophosphocholine(18:3n3)		
CPD00339	2-linoleoyl-gpc (18:2)	71768169	
CPD00340	2-linoleoyl-gpe (18:2)		
CPD00341	2-linoleoylglycerol (2-monolinolein)		
CPD00342	2-linoleoylglycerol (18:2)	5365676	
CPD00343	2-linoleoylglycerophosphocholine		
CPD00344	2-linoleoylglycerophosphoethanolamine		
CPD00345	2-methoxyacetaminophen glucuronide	121596203	
CPD00346	2-methoxyacetaminophen sulfate	86290014	
CPD00347	2-methoxyresorcinol sulfate		
CPD00348	2-methylbutyroylcarnitine (c5)		
CPD00349	2-methylbutyrylcarnitine (c5)	6426901	
CPD00350	2-methylbutyrylglycine		
CPD00351	2-methylbutyrylglycine (c5)	193872	
CPD00352	2-methylcitrate		
CPD00353	2-methylcitrate/homocitrate	515;439459	C01251
CPD00354	2-methylmalonyl carnitine		
CPD00355	2-methylmalonylcarnitine (c4-dc)	53481628	
CPD00356	2-methyoxyresorcinol sulfate		
CPD00357	2-myristoyl-gpc (14:0)		
CPD00358	2-myristoylglycerophosphocholine		
CPD00359	2-oleoyl-gpc (18:1)	24779494	
CPD00360	2-oleoyl-gpe (18:1)		
CPD00361	2-oleoylglycerol (18:1)	5319879	
CPD00362	2-oleoylglycerophosphocholine		
CPD00363	2-oleoylglycerophosphoethanolamine		
CPD00364	2-oxindole-3-acetate	3080590	
CPD00365	2-oxoarginine	558	C03771
CPD00366	2-palmitoleoyl-gpc (16:1)	122164832	
CPD00367	2-palmitoleoylglycerol (16:1)		
CPD00368	2-palmitoleoylglycerophosphocholine		
CPD00369	2-palmitoyl-gpc (16:0)	15061532	
CPD00370	2-palmitoyl-gpe (16:0)		
CPD00371	2-palmitoylglycerol (16:0)	123409	
CPD00372	2-palmitoylglycerophosphocholine		
CPD00373	2-palmitoylglycerophosphoethanolamine		
CPD00374	2-piperidinone	12665	
CPD00375	2-propyl-4-pentenoate (4-ene-valproate)		
CPD00376	2-propyl-2-pentenoate (2-ene-valproate)		
CPD00377	2-pyrrolidinone	12025	
CPD00378	2-stearoyl-gpc (18:0)	24779491	
CPD00379	2-stearoyl-gpe (18:0)	90658453;53480667	
CPD00380	2-stearoyl-gpi (18:0)	131770413	
CPD00381	2-stearoylglycerophosphocholine		
CPD00382	2-stearoylglycerophosphoethanolamine		
CPD00383	2-stearoylglycerophosphoinositol		
CPD00384	2,3-dihydroxy-2-methylbutyrate		
CPD00385	2,3-dihydroxyisovalerate	677	C04039
CPD00386	2,3-diphosphoglycerate	186004	C01159
CPD00387	2,8-quinolinediol sulfate		
CPD00388	2'-deoxyuridine	13712	C00526
CPD00389	2'-o-methylcytidine	150971	
CPD00390	2'-o-methylguanosine		
CPD00391	2'-o-methyluridine	102212	
CPD00392	3-(3-hydroxyphenyl)propionate	91	C11457
CPD00393	3-(3-hydroxyphenyl)propionate sulfate	187488	
CPD00394	3-(4-hydroxyphenyl)lactate	9378	C03672
CPD00395	3-(4-hydroxyphenyl)lactate (hpla)		
CPD00396	3-(4-hydroxyphenyl)propionate	10394	C01744
CPD00397	3-(cystein-s-yl)acetaminophen	171264	
CPD00398	3-(methylthio)acetaminophen sulfate		
CPD00399	3-(n-acetyl-l-cystein-s-yl) acetaminophen	83967	
CPD00400	3-[3-(sulfooxy)phenyl]propanoic acid		
CPD00401	3-acetylphenol sulfate		
CPD00402	3-aminoisobutyrate	64956	C05145
CPD00403	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-cmpfp)	194501	
CPD00404	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (cmpf)	123979	
CPD00405	3-carboxyadipate		
CPD00406	3-ethylphenylsulfate		C14386
CPD00407	3-hydroxy-5-cholestenoic acid		
CPD00408	3-hydroxy-3-methylglutarate	1662;5459993	C03761
CPD00409	3-hydroxy-3-phenylpropionate		
CPD00410	3-hydroxy-2-ethylpropionate	188979	
CPD00411	3-hydroxyadipate	151913	
CPD00412	3-hydroxybutyrate (bhba)	441;94318;92135	C03197,C01089
CPD00413	3-hydroxybutyroylglycine		
CPD00414	3-hydroxybutyrylcarnitine		
CPD00415	3-hydroxybutyrylcarnitine (2)		
CPD00416	3-hydroxycarbamazepine		
CPD00417	3-hydroxydecanoate	26612	
CPD00418	3-hydroxyhexanoate	151492	
CPD00419	3-hydroxyhippurate	450268	
CPD00420	3-hydroxyindolin-2-one		C11130
CPD00421	3-hydroxyindolin-2-one sulfate		
CPD00422	3-hydroxyisobutyrate	11966314	C01188,C06001
CPD00423	3-hydroxykynurenine		
CPD00424	3-hydroxylaurate	94216	
CPD00425	3-hydroxymyristate		
CPD00426	3-hydroxyoctanoate	26613	C20793
CPD00427	3-hydroxyoleate		
