compound_id	BIOCHEMICAL	PUBCHEM	KEGG
CPD00320	gamma-glutamylglycine	100099	
CPD00321	gamma-glutamyltryptophan	3989307	
CPD00322	stachydrine	115244	C10172
CPD00323	alpha-hydroxyisovalerate	99823	
CPD00324	gamma-glutamylmethionine	7009567	
CPD00325	gamma-glutamylthreonine	76078708	
CPD00326	p-cresol sulfate	4615423	
CPD00327	erythronate*	2781043	
CPD00328	fibrinopeptide A*	25081464	
CPD00329	fibrinopeptide A, des-ala(1)*	132993922	
CPD00330	fibrinopeptide A, phosphono-ser(3)*	132993923	
CPD00331	salicyluric glucuronide*	121596205	
CPD00332	N-acetylproline	322640	
CPD00333	eicosenoate (20:1)	5.28E+18	C16526
CPD00334	linolenate [alpha or gamma; (18:3n3 or 6)]	5.28E+13	C06426,C06427
CPD00335	aconitate [cis or trans]	4.44E+11	C004174,C02341
CPD00336	metoprolol acid metabolite*	62936	
CPD00337	heme	26945	C00032
CPD00338	stearoylcarnitine (C18)	3006797	
CPD00339	laurylcarnitine (C12)	168381	
CPD00340	isovalerylcarnitine (C5)	169235	C20826
CPD00341	1-linoleoyl-GPC (18:2)	11988421	C04100
CPD00342	7-methylxanthine	68374	C16353
CPD00343	1,3,7-trimethylurate	79437	C16361
CPD00344	3,7-dimethylurate	83126	C16360
CPD00345	1,7-dimethylurate	91611	C16356
CPD00346	1-methylurate	69726	C16359
CPD00347	5-acetylamino-6-formylamino-3-methyluracil	108214	C16365
CPD00348	5-acetylamino-6-amino-3-methyluracil	88299	C16366
CPD00349	1-methylxanthine	80220	C16358
CPD00350	N1-methylinosine	650095	
CPD00351	N2,N2-dimethylguanosine	135501639	
CPD00352	N4-acetylcytidine	107461	
CPD00353	N6-carbamoylthreonyladenosine	161466	
CPD00354	orotidine	92751	
CPD00355	phenylacetylglutamine	92258	C04148
CPD00356	4-hydroxyhippurate	151012	
CPD00357	5,6-dihydrouridine	94312	
CPD00358	3-(3-amino-3-carboxypropyl)uridine*	171198	
CPD00359	1-pentadecanoylglycerol (15:0)	190750	
CPD00360	1-arachidonylglycerol (20:4)	1.60E+14	C13857
CPD00361	1-linolenoylglycerol (18:3)	53480978	
CPD00362	3-ketosphinganine	631	C02934
CPD00363	cysteine-glutathione disulfide	3080690	R00900
CPD00364	5-methyluridine (ribothymidine)	445408	
CPD00365	isovalerylglycine	546304	
CPD00366	3-hydroxydodecanedioate*	16663321	
CPD00367	7-methylguanine	135398679	C02242
CPD00368	1-stearoyl-GPE (18:0)	9547068	
CPD00369	1-stearoyl-GPG (18:0)		
CPD00370	3-methylcytidine	14237477	
CPD00371	N2-methylguanosine	135501934	
CPD00372	N1-methyl-2-pyridone-5-carboxamide	69698	C05842
CPD00373	N1-methyl-4-pyridone-3-carboxamide	440810	C05843
CPD00374	1-docosahexaenoylglycerol (22:6)	53480995	
CPD00375	gamma-glutamylisoleucine*	22885096	
CPD00376	oleoylcarnitine (C18:1)	6441392	
CPD00377	gamma-glutamyl-2-aminobutyrate		
CPD00378	2-methylbutyrylcarnitine (C5)	6426901	
CPD00379	phenol sulfate	74426	C02180
CPD00380	1-palmitoleoyl-GPC (16:1)*	24779461	
CPD00381	lidocaine	3676	D00358
CPD00382	N-ethylglycinexylidide	24415	C16561
CPD00383	glutamine_degradant*		
CPD00384	2-hydroxy-3-methylvalerate	164623	
CPD00385	homostachydrine*	441447	C08283
CPD00386	1-arachidonoyl-GPC (20:4n6)*	24779476	C05208
CPD00387	2-palmitoleoyl-GPC (16:1)*	122164832	
CPD00388	2-palmitoyl-GPC (16:0)*	15061532	
CPD00389	1-palmitoyl-GPE (16:0)	9547069	
CPD00390	1-oleoyl-GPE (18:1)	9547071	
CPD00391	1-linoleoyl-GPE (18:2)*	52925130	
CPD00392	1-arachidonoyl-GPE (20:4n6)*	42607465	
CPD00393	N-acetylcitrulline	656979	C15532,C02851
CPD00394	2-hydroxypalmitate	1.26E+20	
CPD00395	docosapentaenoate (n6 DPA; 22:5n6)	6441454	C16513
CPD00396	gulonate*	152304	C00800
CPD00397	isobutyrylglycine	10855600	
CPD00398	glutarylcarnitine (C5-DC)	71317118	
CPD00399	beta-hydroxyisovaleroylcarnitine		
CPD00400	tiglylcarnitine (C5:1-DC)	22833596	
CPD00401	catechol sulfate	3083879	
CPD00402	cholesterol sulfate	65076	C18043
CPD00403	7alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	3081085	C17337
CPD00404	3beta,7alpha-dihydroxy-5-cholestenoate	3081084	C17335
CPD00405	N-acetyl-aspartyl-glutamate (NAAG)	188803	C12270
CPD00406	tetradecanedioate (C14-DC)	13185	
CPD00407	hexadecanedioate (C16-DC)	10459	C19615
CPD00408	octadecanedioate (C18-DC)	70095	
CPD00409	undecanedioate (C11-DC)	15816	
CPD00410	1-myristoylglycerol (14:0)	10957631	C01885
CPD00411	glycerophosphoethanolamine	123874	C01233
CPD00412	glycerophosphoinositol*	167572	
CPD00413	3-(3-hydroxyphenyl)propionate	91	C11457
CPD00414	ectoine	126041	C06231
CPD00415	1-arachidonoyl-GPI (20:4)*	121596217	
CPD00416	1-palmitoyl-GPI (16:0)	71296207	
CPD00417	glycolithocholate sulfate*	72222	C11301
CPD00418	taurolithocholate 3-sulfate	440071	C03642
CPD00419	deoxycarnitine	22620	C01181
CPD00420	N6-succinyladenosine	165243	
CPD00421	1-ribosyl-imidazoleacetate*	440569	C05131
CPD00422	alpha-hydroxycaproate	99824	
CPD00423	3,4-dihydroxybutyrate	150929	
CPD00424	indoleacetylglutamine	25200879	
CPD00425	hexanoylglutamine		
CPD00426	N6-acetyllysine	92832	C02727
CPD00427	dihomo-linolenate (20:3n3 or n6)	5280581	C03242
CPD00428	mannitol/sorbitol	57806251	C00392,C00794
CPD00429	tryptophan betaine	442106	C09213
CPD00430	4-vinylphenol sulfate	6426766	C05627
CPD00431	4-ethylphenylsulfate	20822574	C13637
CPD00432	thymol sulfate	12456386	C09908
CPD00433	pyrraline	14274616	C21013
CPD00434	1-oleoyl-GPI (18:1)	86289645	
CPD00435	1-linoleoyl-GPI (18:2)*	11124828	
CPD00436	2-hydroxyacetaminophen sulfate*	86290013	
CPD00437	2-methoxyacetaminophen sulfate*	86290014	
CPD00438	2-methoxyacetaminophen glucuronide*	121596203	
CPD00439	3-(cystein-S-yl)acetaminophen*	171264	
CPD00440	methylphosphate	13130	
CPD00441	o-cresol sulfate	11615528	
CPD00442	dimethylarginine (SDMA + ADMA)	1.24E+11	C21189,C03626
CPD00443	gamma-glutamylalanine	440103	C03738
CPD00444	N-acetylserine	65249	
CPD00445	1-stearoyl-2-oleoyl-GPE (18:0/18:1)	9546742	
CPD00446	4-allylphenol sulfate	66633409	
CPD00447	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	16219824	
CPD00448	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	9546747	
CPD00449	sphinganine-1-phosphate	520	
CPD00450	glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	2.01E+15	
CPD00451	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)		
CPD00452	succinylcarnitine (C4-DC)	71464481	
CPD00453	bilirubin (E,E)*	129320511	
CPD00454	bilirubin (E,Z or Z,E)*	5799469	C00486
CPD00455	N-methylproline	643474	
CPD00456	beta-cryptoxanthin	5281235	C08591
CPD00457	5alpha-androstan-3beta,17beta-diol disulfate	90186325	C12525
CPD00458	5alpha-pregnan-3beta,20alpha-diol disulfate	118703093	
CPD00459	glycocholenate sulfate*		
CPD00460	taurocholenate sulfate*		
CPD00461	androstenediol (3beta,17beta) disulfate (1)	87120982	C04295
CPD00462	pregnenediol disulfate (C21H34O8S2)*		
CPD00463	androstenediol (3beta,17beta) disulfate (2)	87120982	
CPD00464	21-hydroxypregnenolone disulfate	134595	
CPD00465	5alpha-pregnan-3beta,20beta-diol monosulfate (1)		
CPD00466	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)		
CPD00467	5alpha-pregnan-diol disulfate	3.08E+13	
CPD00468	5alpha-androstan-3alpha,17beta-diol disulfate	56639109	
CPD00469	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	1.22E+17	
CPD00470	5alpha-androstan-3beta,17alpha-diol disulfate	56639109	
CPD00471	androstenediol (3alpha, 17alpha) monosulfate (2)		
CPD00472	androstenediol (3alpha, 17alpha) monosulfate (3)		
CPD00473	androstenediol (3beta,17beta) monosulfate (1)	1.30E+16	
CPD00474	androstenediol (3beta,17beta) monosulfate (2)		
CPD00475	pregnenediol sulfate (C21H34O5S)*	105074	C18044
CPD00476	2-hydroxyglutarate	43	C02630
CPD00477	gamma-CEHC	133098	
CPD00478	N-acetyl-beta-alanine	76406	C01073
CPD00479	5-methylthioribose**	6419710	
CPD00480	sphingomyelin (d18:1/18:1, d18:2/18:0)	6443882	
CPD00481	palmitoyl sphingomyelin (d18:1/16:0)	9939941	
CPD00482	cysteine sulfinic acid	109	C00606
CPD00483	3-hydroxyhippurate	450268	
CPD00484	16alpha-hydroxy DHEA 3-sulfate	20848950	
CPD00485	pregnenolone sulfate	105074	C18044
CPD00486	N1,N12-diacetylspermine	132680	C03413
CPD00487	ergothioneine	5351619	C05570
CPD00488	12-HETE	5283155	C14777
CPD00489	S-methylmethionine	458	C05319
CPD00490	13-HODE + 9-HODE	5.31E+31	C14767,C14762
CPD00491	tridecenedioate (C13:1-DC)*		
CPD00492	N-acetyl-3-methylhistidine*	193270	
CPD00493	4-cholesten-3-one	91477	C00599
CPD00494	cis-4-decenoylcarnitine (C10:1)	57357170	
CPD00495	2S,3R-dihydroxybutyrate	10964471	
CPD00496	(16 or 17)-methylstearate (a19:0 or i19:0)	3083779	
CPD00497	2R,3R-dihydroxybutyrate	13120901	
CPD00498	dexpanthenol	4678	D03726
CPD00499	alpha-ketoglutaramate*	48	C00940
CPD00500	2,3-dihydroxyisovalerate	677	C04039
CPD00501	3-methylglutaconate	1551553	
CPD00502	5-(galactosylhydroxy)-lysine	66995551	
CPD00503	cysteinylglycine disulfide*	22833544	
CPD00504	isoursodeoxycholate	127601	C17662
CPD00505	formiminoglutamate	439233	C00439
CPD00506	hydantoin-5-propionate	782	C05565
CPD00507	sulfate*	5152822	C00059
CPD00508	4-hydroxyglutamate	439902	C03079
CPD00509	pantoate	5289105	C00522
CPD00510	omeprazole	4594	C07324
CPD00511	diphenhydramine	3100	C06960
CPD00512	ranitidine	3001055	D00422
CPD00513	S-methylcysteine	2.44E+16	
CPD00514	androsterone glucuronide	114833	C11135
CPD00515	argininate*	160437	
CPD00516	2-oxoarginine*	558	C03771
CPD00517	cis-4-decenoate (10:1n6)*	5282726	
CPD00518	gabapentin	3446	D00332
CPD00519	venlafaxine	5656	C07187
CPD00520	pantoprazole	4679	C11806
CPD00521	1-lignoceroyl-GPC (24:0)	24779481	
CPD00522	1-(1-enyl-palmitoyl)-GPC (P-16:0)*	10917802	
CPD00523	1-methyl-5-imidazoleacetate	6451814	
CPD00524	glycoursodeoxycholate	12310288	
CPD00525	tauroursodeoxycholate	9848818	
CPD00526	S-methylcysteine sulfoxide	82142	
CPD00527	(14 or 15)-methylpalmitate (a17:0 or i17:0)	8.18E+11	C16995
CPD00528	eicosanedioate (C20-DC)	75502	
CPD00529	docosadioate (C22-DC)	7641	C14240
CPD00530	16-hydroxypalmitate	10466	C18218
CPD00531	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	14275396	
CPD00532	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	71433693	
CPD00533	1-(1-enyl-palmitoyl)-GPE (P-16:0)*		
CPD00534	1-(1-enyl-stearoyl)-GPE (P-18:0)*		
CPD00535	doxycycline	54671203	D00307
CPD00536	N-oleoyltaurine	6437033	
CPD00537	linoleoylcarnitine (C18:2)*	6450015	
CPD00538	leucylalanine	81721	
CPD00539	2-O-methylascorbic acid	54726398	
CPD00540	carboxyethyl-GABA	2572	
CPD00541	beta-citrylglutamate	189741	C20775
CPD00542	trimethylamine N-oxide	1145	C01104
CPD00543	N6-methyllysine	164795	C02728
CPD00544	cis-urocanate	1549103	
CPD00545	dihydroferulate	14340	
CPD00546	imidazole propionate	70630	
CPD00547	citalopram/escitalopram	146570	D07913
CPD00548	pregnanediol-3-glucuronide	123796	
CPD00549	alliin	87310	C08265
CPD00550	prolylglycine	6426709	
CPD00551	N-palmitoylglycine	151008	
CPD00552	mannonate*	3246006	
CPD00553	lanthionine	98504	
CPD00554	2-stearoyl-GPE (18:0)*	9.07E+15	
CPD00555	(R)-3-hydroxybutyrylcarnitine	53481617	
CPD00556	N-acetylcarnosine	9903482	
CPD00557	margaroylcarnitine (C17)*	53477803	
CPD00558	histidine betaine (hercynine)*	3083620	
CPD00559	glycohyocholate	71361462	
CPD00560	taurohyocholate*	11954195	C15516
CPD00561	retinal	638015	C00376
