compound_id	BIOCHEMICAL	PUBCHEM	KEGG
CPD00133	ethylmalonate	11756	
CPD00134	methylsuccinate	10349	
CPD00135	methylsuccinoylcarnitine		
CPD00136	valine	6287	C00183
CPD00137	N-acetylvaline	66789	
CPD00138	1-carboxyethylvaline		
CPD00139	3-methyl-2-oxobutyrate	49	C00141
CPD00140	alpha-hydroxyisovalerate	99823	
CPD00141	isobutyrylcarnitine (C4)	168379	
CPD00142	isobutyrylglycine (C4)	10855600	
CPD00143	3-hydroxyisobutyrate	87	C06001
CPD00144	2,3-dihydroxy-2-methylbutyrate	301941	
CPD00145	methionine	6137	C00073
CPD00146	N-acetylmethionine	448580	C02712
CPD00147	N-formylmethionine	439750	C03145
CPD00148	methionine sulfone	69961	
CPD00149	methionine sulfoxide	158980	C02989
CPD00150	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*		
CPD00151	cystathionine	439258	C02291
CPD00152	alpha-ketobutyrate	58	C00109
CPD00153	cysteine	5862	C00097
CPD00154	S-methylcysteine	24417	
CPD00155	S-methylcysteine sulfoxide	82142	
CPD00156	cysteine s-sulfate	115015	C05824
CPD00157	cystine	67678	C00491
CPD00158	hypotaurine	107812	C00519
CPD00159	taurine	1123	C00245
CPD00160	N-methyltaurine	7882	
CPD00161	N-acetyltaurine	159864	
CPD00162	arginine	232	C00062
CPD00163	urea	1176	C00086
CPD00164	ornithine	6262	C00077
CPD00165	3-amino-2-piperidone	5200225	
CPD00166	2-oxoarginine*	558	C03771
CPD00167	citrulline	9750	C00327
CPD00168	homoarginine	9085	C01924
CPD00169	homocitrulline	65072	C02427
CPD00170	proline	145742	C00148
CPD00171	dimethylarginine (ADMA + SDMA)	123831	C03626
CPD00172	N-acetylarginine	67427	C02562
CPD00173	N-acetylcitrulline	656979	C15532
CPD00174	N-delta-acetylornithine	9920500	
CPD00175	N2,N5-diacetylornithine	10398396	
CPD00176	N-methylhydroxyproline		
CPD00177	hydroxyproline	5810	C01157
CPD00178	prolylhydroxyproline	11673055	
CPD00179	N-methylproline	557	
CPD00180	N,N,N-trimethyl-alanylproline betaine (TMAP)		
CPD00181	argininate*	160437	
CPD00182	dimethylguanidino valeric acid (DMGV)*		
CPD00183	guanidinoacetate	763	C00581
CPD00184	creatine	586	C00300
CPD00185	creatinine	588	C00791
CPD00186	N-acetylputrescine	122356	C02714
CPD00187	N-acetyl-isoputreanine		
CPD00188	spermidine	1102	C00315
CPD00189	(N(1) + N(8))-acetylspermidine		
CPD00190	acisoga	129397	
CPD00191	5-methylthioadenosine (MTA)	439176	C00170
CPD00192	4-acetamidobutanoate	18189	C02946
CPD00193	4-guanidinobutanoate	500	C01035
CPD00194	guanidinosuccinate	97856	C03139
CPD00195	cysteine-glutathione disulfide	4247235	
CPD00196	cysteinylglycine	439498	C01419
CPD00197	cysteinylglycine disulfide*		
CPD00198	cys-gly, oxidized	333293	
CPD00199	5-oxoproline	7405	C01879
CPD00200	2-aminobutyrate	439691	C02261
CPD00201	2-hydroxybutyrate/2-hydroxyisobutyrate		
CPD00202	gamma-glutamylalanine	440103	
CPD00203	gamma-glutamylglutamate	92865	C05282
CPD00204	gamma-glutamylglutamine	150914	C05283
CPD00205	gamma-glutamylglycine	165527	
CPD00206	gamma-glutamylhistidine	7017195	
CPD00207	gamma-glutamylisoleucine*	14253342	
CPD00208	gamma-glutamylleucine	151023	
CPD00209	gamma-glutamyl-alpha-lysine	65254	
CPD00210	gamma-glutamyl-epsilon-lysine	7015685	
CPD00211	gamma-glutamylmethionine	7009567	
CPD00212	gamma-glutamylphenylalanine	111299	
CPD00213	gamma-glutamylthreonine	76078708	
CPD00214	gamma-glutamyltryptophan	3989307	
CPD00215	gamma-glutamyltyrosine	94340	
CPD00216	gamma-glutamylvaline	7015683	
CPD00217	gamma-glutamylcitrulline*		
CPD00218	gamma-glutamyl-2-aminobutyrate		
CPD00219	phenylalanylhydroxyproline*		
CPD00220	prolylglycine	6426709	
CPD00221	ADSGEGDFXAEGGGVR*	16133137	
CPD00222	DSGEGDFXAEGGGVR*		
CPD00223	phenylacetylcarnitine	101724840	
CPD00224	phenylacetylglutamate	11579826	
CPD00225	phenylacetylglutamine	92258	C04148
CPD00226	4-hydroxyphenylacetylglutamine		
CPD00227	1,5-anhydroglucitol (1,5-AG)	64960	C07326
CPD00228	glucose	79025	C00031
CPD00229	pyruvate	1060	C00022
CPD00230	lactate	612	C00186
CPD00231	glycerate	752	C00258
CPD00232	ribitol	6912	C00474
CPD00233	ribonate (ribonolactone)	5460677	C01685
CPD00234	arabitol/xylitol	6912	C01904
CPD00235	arabonate/xylonate		
CPD00236	sedoheptulose	5459879	
CPD00237	ribulonate/xylulonate/lyxonate*		
CPD00238	maltose	10991489	C00208
CPD00239	fructose	5984	C00095
CPD00240	mannitol/sorbitol	5780	C00794
CPD00241	mannose	18950	C00159
CPD00242	galactonate	128869	C00880
CPD00243	glucuronate	444791	C00191
CPD00244	N-acetylneuraminate	439197	C00270
CPD00245	N-acetylglucosaminylasparagine	123826	C04540
CPD00246	erythronate*	2781043	
CPD00247	N-acetylglucosamine/N-acetylgalactosamine	24139	
CPD00248	N6-carboxymethyllysine	123800	
CPD00249	citrate	311	C00158
CPD00250	aconitate [cis or trans]		
CPD00251	isocitrate	1198	C00311
CPD00252	alpha-ketoglutarate	51	C00026
CPD00253	succinylcarnitine (C4)	71464481	
CPD00254	fumarate	444972	C00122
CPD00255	malate	525	C00149
CPD00256	phosphate	1061	C00009
CPD00257	malonylcarnitine	22833583	
CPD00258	malonate	867	C00383
CPD00259	2-methylmalonylcarnitine (C4-DC)	53481628	
CPD00260	valerate (5:0)	7991	C00803
CPD00261	caproate (6:0)	8892	C01585
CPD00262	caprylate (8:0)	379	C06423
CPD00263	pelargonate (9:0)	8158	C01601
CPD00264	caprate (10:0)	2969	C01571
CPD00265	cis-4-decenoate (10:1n6)*	5312351	
CPD00266	(2 or 3)-decenoate (10:1n7 or n8)		
CPD00267	10-undecenoate (11:1n1)	14891	C13910
CPD00268	laurate (12:0)	3893	C02679
CPD00269	5-dodecenoate (12:1n7)	5312378	
CPD00270	myristate (14:0)	11005	C06424
CPD00271	pentadecanoate (15:0)	13849	C16537
CPD00272	palmitate (16:0)	985	C00249
CPD00273	margarate (17:0)	10465	
CPD00274	stearate (18:0)	5281	C01530
CPD00275	nonadecanoate (19:0)	12591	C16535
CPD00276	arachidate (20:0)	10467	C06425
CPD00277	myristoleate (14:1n5)	5281119	C08322
CPD00278	palmitoleate (16:1n7)	445638	C08362
CPD00279	10-heptadecenoate (17:1n7)	5312435	
CPD00280	oleate/vaccenate (18:1)		
CPD00281	10-nonadecenoate (19:1n9)	5312513	
CPD00282	eicosenoate (20:1n9 or 1n11)	5282768	C16526
CPD00283	erucate (22:1n9)	5281116	C08316
CPD00284	nervonate (24:1n9)*	5281120	C08323
CPD00285	tetradecadienoate (14:2)*	5312409	
CPD00286	stearidonate (18:4n3)	5312508	C16300
CPD00287	eicosapentaenoate (EPA; 20:5n3)	446284	C06428
CPD00288	heneicosapentaenoate (21:5n3)	11998573	
CPD00289	docosapentaenoate (DPA; 22:5n3)	6441454	C16513
CPD00290	docosahexaenoate (DHA; 22:6n3)	445580	C06429
CPD00291	hexadecadienoate (16:2n6)		
CPD00292	linoleate (18:2n6)	5280450	C01595
CPD00293	linolenate (18:3n3 or 3n6)	5280934	C06426
CPD00294	dihomolinoleate (20:2n6)	6439848	C16525
CPD00295	dihomolinolenate (20:3n3 or 3n6)	5280581	C03242
CPD00296	arachidonate (20:4n6)	444899	C00219
CPD00297	adrenate (22:4n6)	5497181	C16527
CPD00298	docosapentaenoate (n6 DPA; 22:5n6)	6441454	C16513
CPD00299	docosadienoate (22:2n6)	5282807	C16533
CPD00300	(14 or 15)-methylpalmitate (a17:0 or i17:0)	17903417	
CPD00301	(16 or 17)-methylstearate (a19:0 or i19:0)	3083779	
CPD00302	2-hydroxyphytanate*	189026	
CPD00303	glutarate (C5-DC)	743	C00489
CPD00304	3-methylglutarate/2-methylglutarate		
CPD00305	2-hydroxyglutarate	43	C02630
CPD00306	4-hydroxy-2-oxoglutaric acid	599	C01127
CPD00307	3-hydroxyadipate*	151913	
CPD00308	maleate	444266	C01384
CPD00309	heptenedioate (C7:1-DC)*		
CPD00310	suberate (C8-DC)	10457	C08278
CPD00311	azelate (nonanedioate; C9)	2266	C08261
CPD00312	sebacate (C10-DC)	5192	C08277
CPD00313	decadienedioic acid (C10:2-DC)		
CPD00314	undecanedioate (C11-DC)	15816	
CPD00315	dodecanedioate (C12)	12736	C02678
CPD00316	dodecenedioate (C12:1-DC)*		
CPD00317	dodecadienoate (12:2)*		
CPD00318	tridecenedioate (C13:1-DC)*		
CPD00319	tetradecanedioate (C14)	13185	
CPD00320	branched chain 14:0 dicarboxylic acid		
CPD00321	tetradecadienedioate (C14:2-DC)*		
CPD00322	hexadecanedioate (C16)	10459	C19615
CPD00323	hexadecenedioate (C16:1-DC)*		
CPD00324	octadecanedioate (C18)	70095	
CPD00325	octadecenedioate (C18:1-DC)*		
CPD00326	octadecadienedioate (C18:2-DC)*		
CPD00327	eicosanedioate (C20-DC)	75502	
CPD00328	eicosenedioate (C20:1-DC)*		
CPD00329	docosadioate (C22-DC)	244872	C19625
CPD00330	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	123979	
CPD00331	hydroxy-CMPF*		
CPD00332	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)	194501	
CPD00333	heptadecenamide (17:1)*		
CPD00334	linoleamide (18:2n6)	6435901	
CPD00335	oleamide	5283387	C19670
CPD00336	palmitamide (16:0)	69421	
CPD00337	palmitoleamide (16:1)*		
CPD00338	stearamide (18:0)	31292	C13846
CPD00339	2-aminoheptanoate	227939	
CPD00340	2-aminooctanoate	69522	
CPD00341	N-acetyl-2-aminooctanoate*	95555	
CPD00342	butyrylcarnitine (C4)	439829	C02862
CPD00343	propionylcarnitine (C3)	107738	C03017
CPD00344	propionylglycine (C3)	98681	
CPD00345	methylmalonate (MMA)	487	C02170
CPD00346	hexanoylglutamine		
CPD00347	4-methylhexanoylglutamine		
CPD00348	trans-2-hexenoylglycine		
CPD00349	N-palmitoylglycine	151008	
CPD00350	3-hydroxybutyroylglycine		
CPD00351	picolinoylglycine	11788622	
CPD00352	acetylcarnitine (C2)	1	C02571
CPD00353	hexanoylcarnitine (C6)	6426853	
CPD00354	octanoylcarnitine (C8)	123701	C02838
CPD00355	nonanoylcarnitine (C9)		
CPD00356	decanoylcarnitine (C10)	10245190	
CPD00357	laurylcarnitine (C12)	10427569	
CPD00358	myristoylcarnitine (C14)	6426854	
CPD00359	palmitoylcarnitine (C16)	461	C02990
CPD00360	margaroylcarnitine (C17)*		
CPD00361	stearoylcarnitine (C18)	6426855	
CPD00362	arachidoylcarnitine (C20)*		
CPD00363	behenoylcarnitine (C22)*		
CPD00364	lignoceroylcarnitine (C24)*		
CPD00365	cerotoylcarnitine (C26)*		
CPD00366	3-decenoylcarnitine		
CPD00367	cis-4-decenoylcarnitine (C10:1)		
CPD00368	undecenoylcarnitine (C11:1)		
CPD00369	5-dodecenoylcarnitine (C12:1)		
CPD00370	myristoleoylcarnitine (C14:1)*	90659872	
CPD00371	palmitoleoylcarnitine (C16:1)*	71464547	
CPD00372	oleoylcarnitine (C18)	6441392	
CPD00373	eicosenoylcarnitine (C20:1)*		
CPD00374	nervonoylcarnitine (C24:1)*		
CPD00375	ximenoylcarnitine (C26:1)*		
CPD00376	linoleoylcarnitine (C18:2)*	6450015	
CPD00377	linolenoylcarnitine (C18:3)*		
CPD00378	dihomo-linoleoylcarnitine (C20:2)*		
CPD00379	arachidonoylcarnitine (C20:4)		
CPD00380	dihomo-linolenoylcarnitine (C20:3n3 or 6)*		
CPD00381	adrenoylcarnitine (C22:4)*		
CPD00382	docosapentaenoylcarnitine (C22:5n3)*		
CPD00383	docosahexaenoylcarnitine (C22:6)*		
CPD00384	adipoylcarnitine (C6-DC)	71296139	
CPD00385	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)		
CPD00386	octadecanedioylcarnitine (C18-DC)*		
CPD00387	octadecenedioylcarnitine (C18:1-DC)*		
CPD00388	(R)-3-hydroxybutyrylcarnitine	53481617	
CPD00389	(S)-3-hydroxybutyrylcarnitine		
CPD00390	3-hydroxyhexanoylcarnitine (1)		
CPD00391	3-hydroxydecanoylcarnitine		
CPD00392	3-hydroxyoleoylcarnitine		
CPD00393	deoxycarnitine	134	C01181
CPD00394	carnitine	10917	C00318
CPD00395	crotonylbetaine	5462194	C04114
CPD00396	acetoacetate	96	C00164
CPD00397	3-hydroxybutyrate (BHBA)	441	C01089
CPD00398	palmitoylcholine	151731	
CPD00399	oleoylcholine		
CPD00400	palmitoloelycholine		
CPD00401	dihomo-linolenoyl-choline		
CPD00402	linoleoylcholine*		
CPD00403	stearoylcholine*		
CPD00404	docosahexaenoylcholine		
CPD00405	arachidonoylcholine		
CPD00406	eicosapentaenoylcholine		
CPD00407	alpha-hydroxycaproate	99824	
CPD00408	2-hydroxyoctanoate	94180	
CPD00409	2-hydroxydecanoate	21488	
CPD00410	2-hydroxypalmitate	92836	
CPD00411	2-hydroxystearate	69417	C03045
CPD00412	2-hydroxyarachidate*	5225199	
CPD00413	2-hydroxybehenate	193484	
CPD00414	2-hydroxynervonate*	5312783	
CPD00415	3-hydroxyhexanoate	151492	
CPD00416	3-hydroxyoctanoate	26613	
CPD00417	3-hydroxydecanoate	26612	
CPD00418	3-hydroxysebacate	3017884	
CPD00419	3-hydroxylaurate	94216	
CPD00420	3-hydroxyoleate*		
CPD00421	5-hydroxyhexanoate	170748	
CPD00422	16-hydroxypalmitate	10466	C18218
CPD00423	13-HODE + 9-HODE	43013	
CPD00424	9-hydroxystearate	9570127	
CPD00425	12,13-DiHOME	10236635	C14829
CPD00426	9,10-DiHOME	9966640	C14828
CPD00427	2S,3R-dihydroxybutyrate	10964471	
CPD00428	2R,3R-dihydroxybutyrate		
CPD00429	3,4-dihydroxybutyrate		
CPD00430	oleoyl ethanolamide	5283454	
CPD00431	palmitoyl ethanolamide	4671	C16512
CPD00432	linoleoyl ethanolamide	5283446	
CPD00433	N-oleoylserine		
CPD00434	N-palmitoylserine	6453686	
CPD00435	myo-inositol	892	C00137
CPD00436	chiro-inositol		C19891
CPD00437	choline	305	C00114
CPD00438	phosphocholine	1014	C00588
CPD00439	glycerophosphorylcholine (GPC)	71920	C00670
CPD00440	phosphoethanolamine (PE)	1015	C00346
CPD00441	glycerophosphoethanolamine	123874	C01233
CPD00442	trimethylamine N-oxide	1145	C01104
CPD00443	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	129657	
CPD00444	1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*		
CPD00445	1,2-dipalmitoyl-GPC (16:0/16:0)	452110	
CPD00446	1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*		
CPD00447	1-palmitoyl-2-stearoyl-GPC (16:0/18:0)		
CPD00448	1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	6436017	
CPD00449	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	5287971	
CPD00450	1-palmitoyl-2-alpha-linolenoyl-GPC (16:0/18:3n3)*		
CPD00451	1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*		
CPD00452	1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*		
CPD00453	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	10747814	
CPD00454	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	6441886	
CPD00455	1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*		
CPD00456	1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*		
CPD00457	1,2-distearoyl-GPC (18:0/18:0)	94190	
CPD00458	1-stearoyl-2-oleoyl-GPC (18:0/18:1)		
CPD00459	1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*		
CPD00460	1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	16219824	
CPD00461	1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)		
CPD00462	1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*		
CPD00463	1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*		
CPD00464	1,2-dilinoleoyl-GPC (18:2/18:2)	5288075	
CPD00465	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*		
CPD00466	1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*		
CPD00467	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	5283496	
CPD00468	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	9546747	
CPD00469	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	9546800	
CPD00470	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	9546799	
CPD00471	1-stearoyl-2-oleoyl-GPE (18:0/18:1)		
CPD00472	1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	9546749	
CPD00473	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	5289133	
CPD00474	1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	9546798	
CPD00475	1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	9546753	
CPD00476	1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*		
CPD00477	1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*		
CPD00478	1,2-dilinoleoyl-GPE (18:2/18:2)*	9546812	
CPD00479	1-stearoyl-2-oleoyl-GPS (18:0/18:1)	9547087	
CPD00480	1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)		
CPD00481	1-stearoyl-2-oleoyl-GPG (18:0/18:1)		
CPD00482	1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*		
CPD00483	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)		
CPD00484	1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*		
CPD00485	1-stearoyl-2-oleoyl-GPI (18:0/18:1)*		
CPD00486	1-stearoyl-2-linoleoyl-GPI (18:0/18:2)		
CPD00487	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)		
CPD00488	1-palmitoyl-GPC (16:0)	86554	
CPD00489	2-palmitoyl-GPC* (16:0)*	15061532	
CPD00490	1-palmitoleoyl-GPC* (16:1)*	24779461	
CPD00491	2-palmitoleoyl-GPC* (16:1)*		
CPD00492	1-stearoyl-GPC (18:0)	497299	
CPD00493	1-oleoyl-GPC (18:1)	16081932	
CPD00494	1-linoleoyl-GPC (18:2)	11988421	C04100
CPD00495	1-linolenoyl-GPC (18:3)*		
CPD00496	1-arachidonoyl-GPC* (20:4)*		C05208
CPD00497	1-lignoceroyl-GPC (24:0)		
CPD00498	1-palmitoyl-GPE (16:0)	9547069	
CPD00499	1-stearoyl-GPE (18:0)	9547068	
CPD00500	2-stearoyl-GPE (18:0)*		
CPD00501	1-oleoyl-GPE (18:1)	9547071	
CPD00502	1-linoleoyl-GPE (18:2)*	52925130	
CPD00503	1-arachidonoyl-GPE (20:4n6)*	42607465	
CPD00504	1-palmitoyl-GPG (16:0)*	3300276	
CPD00505	1-linoleoyl-GPG (18:2)*		
CPD00506	1-palmitoyl-GPI* (16:0)		
CPD00507	1-stearoyl-GPI (18:0)		
CPD00508	1-oleoyl-GPI (18:1)		
CPD00509	1-linoleoyl-GPI* (18:2)*		
CPD00510	1-arachidonoyl-GPI* (20:4)*		
CPD00511	1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*		
CPD00512	1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*		
CPD00513	1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*	11146967	
CPD00514	1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*		
CPD00515	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*		
CPD00516	1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*		
CPD00517	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)		
CPD00518	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*		
CPD00519	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*		
CPD00520	1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*		
CPD00521	1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	9547058	
CPD00522	1-(1-enyl-palmitoyl)-GPC (P-16:0)*	10917802	
CPD00523	1-(1-enyl-palmitoyl)-GPE (P-16:0)*		
CPD00524	1-(1-enyl-oleoyl)-GPE (P-18:1)*		
CPD00525	1-(1-enyl-stearoyl)-GPE (P-18:0)*		
CPD00526	glycerol	753	C00116
CPD00527	glycerol 3-phosphate	754	C00093
CPD00528	glycerophosphoglycerol	439964	C03274
CPD00529	1-myristoylglycerol (14:0)	79050	C01885
CPD00530	1-palmitoylglycerol (16:0)	14900	
CPD00531	1-palmitoleoylglycerol (16:1)*		
CPD00532	1-oleoylglycerol (18:1)	5283468	
CPD00533	1-linoleoylglycerol (18:2)	5283469	
CPD00534	1-linolenoylglycerol (18:3)	53480978	
CPD00535	1-dihomo-linolenylglycerol (20:3)		
CPD00536	1-arachidonylglycerol (20:4)	5282281	C13857
CPD00537	2-palmitoylglycerol (16:0)	123409	
CPD00538	2-oleoylglycerol (18:1)	5319879	
CPD00539	2-linoleoylglycerol (18:2)	5365676	
CPD00540	2-arachidonoylglycerol (20:4)	5282280	C13856
CPD00541	diacylglycerol (14:0/18:1, 16:0/16:1) [1]*		
