compound_id	BIOCHEMICAL	PUBCHEM	KEGG
CPD0461	gamma-glutamylmethionine	7009567	
CPD0462	gamma-glutamylphenylalanine	111299	
CPD0463	gamma-glutamylthreonine	76078708	
CPD0464	gamma-glutamyltryptophan	3989307	
CPD0465	gamma-glutamyltyrosine	94340	
CPD0466	gamma-glutamylvaline	7015683	
CPD0467	4-hydroxyglutamate	439902	C03079
CPD0468	alpha-ketoglutaramate*	48	C00940
CPD0469	beta-citrylglutamate	189741	C20775
CPD0470	carboxyethyl-GABA	2572	
CPD0471	glutamate	33032	C00025,C00217
CPD0472	glutamine	5961	C00064
CPD0473	N-acetylglutamate	70914	C00624
CPD0474	N-acetylglutamine	182230	C02716
CPD0475	S-1-pyrroline-5-carboxylate	11966181	C04322
CPD0476	2-aminobutyrate	80283	C02356
CPD0477	2-hydroxybutyrate/2-hydroxyisobutyrate	4277439;440864	C21297,C05984
CPD0478	5-oxoproline	439685;7405	C01879,C02237
CPD0479	cys-gly, oxidized	333293	
CPD0480	cysteine-glutathione disulfide	3080690	R00900
CPD0481	cysteinylglycine	439498	C01419
CPD0482	cysteinylglycine disulfide*	22833544	
CPD0483	glycerol	753	C00116
CPD0484	2-methylserine	94309	C02115
CPD0485	betaine	247	C00719
CPD0486	dimethylglycine	673	C03626
CPD0487	glycine	750	C00037
CPD0488	N-acetylglycine	10972	
CPD0489	N-acetylserine	65249	
CPD0490	N-acetylthreonine	152204	
CPD0491	O-acetylhomoserine	439389	C01077
CPD0492	sarcosine	1088	C00213
CPD0493	serine	5951	C00065
CPD0494	threonine	6288	C00188
CPD0495	maltose	10991489	C00208
CPD0496	maltotetraose	439639	C02052
CPD0497	maltotriose	439586	C01835
CPD0498	1,5-anhydroglucitol (1,5-AG)	64960	C07326
CPD0499	3-phosphoglycerate	724	C00597
CPD0500	glucose	5793	C00031
CPD0501	glycerate	752;439194	C00258
CPD0502	lactate	612	C00186
CPD0503	pyruvate	1060	C00022
CPD0504	4-guanidinobutanoate	500	C01035
CPD0505	bilirubin (E,E)*	129320511	
CPD0506	bilirubin (E,Z or Z,E)*	5799469	C00486
CPD0507	bilirubin	5280352	C00486
CPD0508	biliverdin	5280353	C00500
CPD0509	heme	26945	C00032
CPD0510	I-urobilinogen	9548718	C05789
CPD0511	1-methyl-4-imidazoleacetate	75810	C05828
CPD0512	1-methyl-5-imidazoleacetate	6451814	
CPD0513	1-methyl-5-imidazolelactate		
CPD0514	1-methylhistamine	3614	C05127
CPD0515	1-methylhistidine	92105	C01152
CPD0516	1-ribosyl-imidazoleacetate*	440569	C05131
CPD0517	3-methylhistidine	64969	C01152
CPD0518	anserine	112072	C01262
CPD0519	formiminoglutamate	439233	C00439
CPD0520	histamine	774	C00388
CPD0521	histidine	6274	C00135
CPD0522	hydantoin-5-propionate	782	C05565
CPD0523	imidazole lactate	793	C05568
CPD0524	imidazole propionate	70630	
CPD0525	N-acetyl-1-methylhistidine*	53859791	
CPD0526	N-acetyl-3-methylhistidine*	193270	
CPD0527	N-acetylcarnosine	9903482	
CPD0528	N-acetylhistidine	75619	C02997
CPD0529	trans-urocanate	736715	C00785
CPD0530	chiro-inositol		C19891
CPD0531	myo-inositol	892	C00137
CPD0532	3-hydroxybutyrate (BHBA)	441;94318;92135	C03197,C01089
CPD0533	1-carboxyethylisoleucine		
CPD0534	1-carboxyethylleucine		
CPD0535	1-carboxyethylvaline		
CPD0536	2,3-dihydroxy-2-methylbutyrate	301941	
CPD0537	2-hydroxy-3-methylvalerate	164623	
CPD0538	2-ketocaprylate	67600	
CPD0539	2-methylbutyrylcarnitine (C5)	6426901	
CPD0540	3-hydroxy-2-ethylpropionate	188979	
CPD0541	3-hydroxyisobutyrate	11966314	C01188,C06001
CPD0542	3-methyl-2-oxobutyrate	49	C00141
CPD0543	3-methyl-2-oxovalerate	440877;439286	C00671,C06008,C03465
CPD0544	3-methylglutaconate	1551553	
CPD0545	3-methylglutarylcarnitine (2)	128145	
CPD0546	4-methyl-2-oxopentanoate	70	C00233
CPD0547	alpha-hydroxyisocaproate	92779;83697;439960	C03264
CPD0548	alpha-hydroxyisovalerate	99823	
CPD0549	beta-hydroxyisovalerate	69362	
CPD0550	beta-hydroxyisovaleroylcarnitine		
CPD0551	ethylmalonate	11756	
CPD0552	isobutyrylcarnitine (C4)	168379	
CPD0553	isobutyrylglycine (C4)	10855600	
CPD0554	isoleucine	6306	C16424,C00407,C06418
CPD0555	isovalerate (C5)	10430	C08262
CPD0556	isovalerylcarnitine (C5)	169235	C20826
CPD0557	isovalerylglycine	546304	
CPD0558	leucine	6106	C00123
CPD0559	methylsuccinate	10349	
CPD0560	N-acetylisoleucine	306109	
CPD0561	N-acetylleucine	70912	C02710
CPD0562	N-acetylvaline	66789	
CPD0563	N-carbamoylvaline	448879	
CPD0564	tiglyl carnitine (C5)	22833596	
CPD0565	valine	6287	C00183
CPD0566	alpha-lipoate	6112	C16241
CPD0567	10-heptadecenoate (17:1n7)	5312435	
CPD0568	10-nonadecenoate (19:1n9)	5312513	
CPD0569	eicosenoate (20:1n9 or 1n11)	5282769;5282768;94159	C16526
CPD0570	erucate (22:1n9)	8216;5281116	C08316
CPD0571	myristoleate (14:1n5)	5281119	C08322
CPD0572	oleate/vaccenate (18:1)	637517;445639;5281127;5282761	C01712,C08367,C00712,C21944
CPD0573	palmitoleate (16:1n7)	445638	C08362
CPD0574	adrenate (22:4n6)	5497181;5282844	C16527
