compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD00132	2-oleoylglycerol (18:1)	NA	5319879
CPD00134	2-oxindole-3-acetate	NA	3080590
CPD00135	2-oxoarginine*	C03771	558
CPD00136	2-palmitoleoyl-GPC (16:1)*	NA	NA
CPD00137	2-palmitoyl-GPC (16:0)*	NA	15061532
CPD00138	2-piperidinone	NA	12665
CPD00139	2-stearoyl-GPE (18:0)*	NA	NA
CPD00103	21-hydroxypregnenolone disulfate	C05485	134595
CPD00104	21-hydroxypregnenolone monosulfate (1)	NA	174681
CPD00145	3,4-methyleneheptanoate	NA	NA
CPD00146	3,4-methyleneheptanoylcarnitine	NA	NA
CPD00147	3,7-dimethylurate	C16360	83126
CPD00140	3-(3-hydroxyphenyl)propionate	C11457	91
CPD00141	3-(3-hydroxyphenyl)propionate sulfate	NA	187488
CPD00142	3-(4-hydroxyphenyl)lactate	C03672	9378
CPD00144	3-(N-acetyl-L-cystein-S-yl) acetaminophen	NA	83967
CPD00143	3-(cystein-S-yl)acetaminophen*	NA	5233914
CPD00148	3-acetylphenol sulfate	NA	NA
CPD00149	3-aminoisobutyrate	C05145	64956
CPD00153	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	NA	123979
CPD00154	3-hydroxy-2-ethylpropionate	NA	188979
CPD00155	3-hydroxy-3-methylglutarate	C03761	1662
CPD00156	3-hydroxybutyrate (BHBA)	C01089	441
CPD00157	3-hydroxybutyrylcarnitine (1)	NA	53481617
CPD00158	3-hydroxybutyrylcarnitine (2)	NA	NA
CPD00159	3-hydroxycotinine glucuronide	NA	183115
CPD00160	3-hydroxydecanoate	NA	26612
CPD00161	3-hydroxyhexanoate	NA	151492
CPD00162	3-hydroxyhippurate	NA	450268
CPD00163	3-hydroxyisobutyrate	C06001	87
CPD00164	3-hydroxylaurate	NA	94216
CPD00165	3-hydroxyoctanoate	NA	26613
CPD00166	3-hydroxyproline	C05147	559314
CPD00167	3-hydroxypyridine sulfate	NA	NA
CPD00168	3-hydroxysebacate	NA	3017884
CPD00169	3-hydroxystearate	NA	5282907
CPD00170	3-indoxyl sulfate	NA	10258
CPD00171	3-methoxycatechol sulfate (1)	NA	NA
CPD00172	3-methoxycatechol sulfate (2)	NA	NA
CPD00173	3-methoxytyramine sulfate	NA	NA
CPD00174	3-methoxytyrosine	NA	1670
CPD00175	3-methyl catechol sulfate (1)	NA	NA
CPD00176	3-methyl-2-oxobutyrate	C00141	49
CPD00177	3-methyl-2-oxovalerate	C00671	47
CPD00178	3-methylcytidine	NA	159649
CPD00179	3-methylglutaconate	NA	1551553
CPD00180	3-methylglutarate/2-methylglutarate	NA	NA
CPD00181	3-methylglutarylcarnitine (2)	NA	128145
CPD00182	3-methylhistidine	C01152	64969
CPD00183	3-methylurate*	NA	11804
CPD00184	3-methylxanthine	C16357	70639
CPD00185	3-phenylpropionate (hydrocinnamate)	C05629	107
CPD00186	3-phosphoglycerate	C00597	724
CPD00187	3-ureidopropionate	C02642	111
CPD00152	3b-hydroxy-5-cholenoic acid	NA	92997
CPD00150	3beta,7alpha-dihydroxy-5-cholestenoate	C17335	3081084
CPD00151	3beta-hydroxy-5-cholestenoate	NA	NA
CPD00188	4-acetamidobutanoate	C02946	18189
CPD00189	4-acetamidophenol	C06804	1983
CPD00190	4-acetamidophenylglucuronide	NA	83944
CPD00191	4-acetaminophen sulfate	C06804	83939
CPD00192	4-acetylphenol sulfate	NA	4684006
CPD00193	4-allylphenol sulfate	NA	NA
CPD00194	4-cholesten-3-one	C00599	91477
CPD00195	4-ethylphenylsulfate	C13637	NA
CPD00196	4-guanidinobutanoate	C01035	500
CPD00197	4-hydroxy-2-oxoglutaric acid	C01127	599
CPD00198	4-hydroxychlorothalonil	NA	34217
CPD00199	4-hydroxycoumarin	C20414	54682930
CPD00200	4-hydroxyglutamate	C03079	439902
CPD00201	4-hydroxyhippurate	NA	151012
CPD00202	4-hydroxyphenylacetylglutamine	NA	NA
CPD00203	4-hydroxyphenylpyruvate	C01179	979
CPD00204	4-imidazoleacetate	C02835	96215
CPD00205	4-methyl-2-oxopentanoate	C00233	70
CPD00206	4-methylcatechol sulfate	NA	NA
CPD00207	4-vinylguaiacol sulfate	NA	NA
CPD00208	4-vinylphenol sulfate	C05627	6426766
CPD00210	5,6-dihydrothymine	C00906	93556
CPD00209	5-(galactosylhydroxy)-L-lysine	NA	NA
CPD00211	5-acetylamino-6-amino-3-methyluracil	C16366	88299
CPD00212	5-acetylamino-6-formylamino-3-methyluracil	C16365	108214
CPD00225	5-bromotryptophan	NA	96735
CPD00226	5-dodecenoate (12:1n7)	NA	5312378
CPD00227	5-hydroxyhexanoate	NA	170748
CPD00228	5-hydroxyindoleacetate	C05635	1826
CPD00229	5-hydroxylysine	C16741	1029
CPD00230	5-methylthioadenosine (MTA)	C00170	439176
CPD00231	5-methyluridine (ribothymidine)	NA	445408
CPD00232	5-oxoproline	C01879	7405
CPD00213	5alpha-androstan-3alpha, 17beta-diol 17-glucosiduronate	NA	NA
CPD00214	5alpha-androstan-3alpha,17alpha-diol monosulfate	NA	NA
CPD00215	5alpha-androstan-3alpha,17beta-diol disulfate	NA	NA
CPD00216	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	NA	NA
CPD00217	5alpha-androstan-3alpha,17beta-diol monosulfate (2)	NA	NA
CPD00218	5alpha-androstan-3beta,17alpha-diol disulfate	NA	NA
CPD00219	5alpha-androstan-3beta,17beta-diol disulfate	C12525	242332
CPD00220	5alpha-androstan-3beta,17beta-diol monosulfate (2)	NA	NA
CPD00221	5alpha-pregnan-3(alpha or beta),20beta-diol disulfate	NA	5127902
CPD00222	5alpha-pregnan-3beta,20alpha-diol disulfate	NA	NA
CPD00223	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	NA	NA
CPD00224	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	NA	NA
CPD00233	6-hydroxyindole sulfate	NA	NA
CPD00234	6-oxopiperidine-2-carboxylate	NA	3014237
CPD00235	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	C17337	3081085
CPD00236	7-hydroxyindole sulfate	NA	NA
CPD00237	7-ketolithocholate	NA	444262
CPD00238	7-methylguanine	C02242	11361
CPD00239	7-methylurate	NA	69160
CPD00240	7-methylxanthine	C16353	68374
CPD00241	9,10-DiHOME	C14828	9966640
CPD00242	9-hydroxystearate	NA	9570127
CPD00318	C-glycosyltryptophan	NA	10981970
CPD00317	Cetirizine	C07778,D07662	2678
CPD00375	DSGEGDFXAEGGGVR*	NA	NA
CPD00377	EDTA	C00284	6049
CPD00523	L-urobilin	C05793	5280818
CPD00552	N(4)-acetylspermidine	NA	128317
CPD00551	N-(2-furoyl)glycine	NA	21863
CPD00567	N-acetyl-1-methylhistidine*	NA	NA
CPD00568	N-acetyl-3-methylhistidine*	NA	193270
CPD00591	N-acetyl-S-allyl-L-cysteine	NA	152467
CPD00573	N-acetyl-aspartyl-glutamate (NAAG)	C12270	5255
CPD00574	N-acetyl-beta-alanine	C01073	76406
CPD00575	N-acetyl-cadaverine	NA	NA
CPD00569	N-acetylalanine	C02847	88064
CPD00570	N-acetylalliin	NA	NA
CPD00571	N-acetylarginine	C02562	67427
CPD00572	N-acetylaspartate (NAA)	C01042	65065
CPD00576	N-acetylcarnosine	NA	9903482
CPD00577	N-acetylcitrulline	C15532	656979
CPD00578	N-acetylglucosamine/N-acetylgalactosamine	NA	NA
CPD00579	N-acetylglucosaminylasparagine	C04540	123826
CPD00580	N-acetylglutamate	C00624	70914
CPD00581	N-acetylglutamine	C02716	182230
CPD00582	N-acetylglycine	NA	10972
CPD00583	N-acetylhistidine	C02997	75619
CPD00584	N-acetylisoleucine	NA	2802421
CPD00585	N-acetylkynurenine (2)	NA	NA
CPD00586	N-acetylleucine	C02710	70912
CPD00587	N-acetylmethionine	C02712	448580
CPD00588	N-acetylneuraminate	C00270	439197
CPD00589	N-acetylphenylalanine	C03519	74839
CPD00590	N-acetylputrescine	C02714	122356
CPD00592	N-acetylserine	NA	65249
CPD00593	N-acetyltaurine	NA	159864
CPD00594	N-acetylthreonine	NA	152204
CPD00595	N-acetyltryptophan	C03137	700653
CPD00596	N-acetyltyrosine	NA	68310
CPD00597	N-acetylvaline	NA	66789
CPD00598	N-alpha-acetylornithine	C00437	439232
CPD00600	N-behenoyl-hexadecanoylsphingosine (d16:1/22:0)*	NA	NA
CPD00601	N-behenoyl-sphingadienine (d18:2/22:0)*	NA	NA
CPD00602	N-delta-acetylornithine	NA	9920500
CPD00604	N-formylmethionine	C03145	439750
CPD00605	N-formylphenylalanine	NA	759256
CPD00607	N-linoleoylglycine	NA	6433346
CPD00608	N-methylpipecolate	NA	11862129;11286529
CPD00609	N-methylproline	NA	557
CPD00610	N-methyltaurine	NA	6994586;7882
CPD00611	N-monomethylarginine	C03884	132862
CPD00612	N-nervonoyl-sphingadiene (d18:2/24:1)*	NA	NA
CPD00613	N-oleoyltaurine	NA	6437033
CPD00616	N-palmitoyl-sphinganine (d18:0/16:0)	NA	5283572
CPD00617	N-palmitoyl-sphingosine (d18:1/16:0)	NA	5283564
CPD00615	N-palmitoylglycine	NA	151008
CPD00618	N-stearoyl-sphingosine (d18:1/18:0)*	NA	5283565
CPD00619	N-stearoyltaurine	NA	168274
CPD00553	N1,N12-diacetylspermine	C03413	132680
CPD00554	N1-Methyl-2-pyridone-5-carboxamide	C05842	69698
CPD00555	N1-Methyl-4-pyridone-3-carboxamide	C05843	440810
CPD00056	N1-methyladenosine	C02494	27476
CPD00556	N1-methylinosine	NA	65095
CPD00557	N2,N2-dimethylguanosine	NA	92919
CPD00558	N2,N5-diacetylornithine	NA	10398396
CPD00559	N2-methylguanosine	NA	3035422
CPD00560	N4-acetylcytidine	NA	107461
CPD00561	N6,N6,N6-trimethyllysine	C03793	440120
CPD00562	N6-acetyllysine	C02727	92832
CPD00563	N6-carbamoylthreonyladenosine	NA	161466
CPD00564	N6-carboxymethyllysine	NA	NA
CPD00565	N6-methyladenosine	NA	102175
CPD00566	N6-succinyladenosine	NA	NA
CPD00620	O-acetylhomoserine	C01077	439389
CPD00636	O-methylcatechol sulfate	NA	22473
CPD00640	O-sulfo-L-tyrosine	NA	514186
CPD00707	S-1-pyrroline-5-carboxylate	C04322	1196
CPD00709	S-adenosylhomocysteine (SAH)	C00021	439155
CPD00712	S-allylcysteine	NA	98280
CPD00717	S-methylcysteine	NA	24417
CPD00718	S-methylcysteine sulfoxide	NA	82142
CPD00719	S-methylmethionine	C05319	458
CPD00243	acesulfame	NA	NA
CPD00244	acetoacetate	C00164	96
CPD00245	acetylcarnitine (C2)	C02571	1
CPD00246	acisoga	NA	129397
CPD00247	aconitate [cis or trans]	C00417	NA
CPD00248	adenine	C00147	190
CPD00249	adenosine	C00212	60961
CPD00250	adenosine 3',5'-cyclic monophosphate (cAMP)	C00575	6076
CPD00266	adenosine 5'-monophosphate (AMP)	C00020	6083
CPD00251	adipate	C06104	196
CPD00252	adipoylcarnitine (C6-DC)	NA	NA
CPD00253	adrenate (22:4n6)	C16527	5497181
CPD00254	adrenoylcarnitine (C22:4)*	NA	NA
CPD00255	alanine	C00041	5950
CPD00256	allantoin	C02350	204
CPD00257	alliin	C08265	87310
CPD00258	alpha-CEHC	NA	9943542
CPD00259	alpha-CEHC glucuronide*	NA	NA
CPD00260	alpha-CEHC sulfate	NA	NA
CPD00261	alpha-hydroxyisocaproate	C03264	83697
CPD00262	alpha-hydroxyisovalerate	NA	99823
CPD00263	alpha-ketobutyrate	C00109	58
CPD00264	alpha-ketoglutarate	C00026	51
CPD00265	alpha-tocopherol	C02477	14985
CPD00267	andro steroid monosulfate (1)*	C04555	NA
CPD00268	androstenediol (3alpha, 17alpha) monsulfate (2)	NA	NA
CPD00269	androstenediol (3alpha, 17alpha) monsulfate (3)	NA	NA
CPD00270	androstenediol (3beta,17beta) disulfate (1)	C04295	10634
CPD00271	androstenediol (3beta,17beta) disulfate (2)	C04295	10634
CPD00272	androstenediol (3beta,17beta) monosulfate (1)	NA	NA
CPD00273	androstenediol (3beta,17beta) monosulfate (2)	NA	NA
CPD00274	androsterone sulfate	NA	159663
CPD00275	arabitol/xylitol	NA	NA
CPD00276	arabonate/xylonate	NA	NA
CPD00277	arachidate (20:0)	C06425	10467
CPD00278	arachidonate (20:4n6)	C00219	444899
CPD00279	arachidonoyl ethanolamide	C11695	5281969
CPD00280	arachidonoylcarnitine (C20:4)	NA	NA
CPD00281	arachidonoylcholine	NA	NA
CPD00282	arachidoylcarnitine (C20)*	NA	NA
CPD00283	argininate*	NA	160437
CPD00284	arginine	C00062	232
CPD00285	asparagine	C00152	6267
CPD00286	aspartate	C00049	5960
CPD00287	azelate (nonanedioate)	C08261	2266
CPD00288	behenoyl dihydrosphingomyelin (d18:0/22:0)*	NA	NA
CPD00289	behenoyl sphingomyelin (d18:1/22:0)*	NA	NA
CPD00290	behenoylcarnitine (C22)*	NA	NA
CPD00291	benzoate	C00180	243
CPD00292	beta-alanine	C00099	239
CPD00293	beta-citrylglutamate	NA	NA
CPD00294	beta-hydroxyisovalerate	NA	69362
CPD00296	beta-sitosterol	C01753	222284
CPD00295	betaine	C00719	247
CPD00297	betonicine	C08269	164642
CPD00299	bilirubin (E,E)*	NA	5315454
CPD00300	bilirubin (E,Z or Z,E)*	NA	5799469
CPD00298	bilirubin (Z,Z)	C00486	5280352
CPD00301	biliverdin	C00500	5353439
CPD00302	butyrylcarnitine (C4)	C02862	439829
CPD00303	caffeic acid sulfate	NA	NA
CPD00304	caffeine	C07481	2519
CPD00305	campesterol	C01789	173183
CPD00306	caprate (10:0)	C01571	2969
CPD00307	caproate (6:0)	C01585	8892
CPD00308	caprylate (8:0)	C06423	379
CPD00309	carboxyethyl-GABA	NA	2572
CPD00310	carboxyibuprofen	NA	10444113
CPD00311	carnitine	C00318	10917
CPD00312	catechol sulfate	C00090	3083879
CPD00313	ceramide (d16:1/24:1, d18:1/22:1)*	NA	NA
CPD00314	ceramide (d18:1/14:0, d16:1/16:0)*	NA	NA
CPD00315	ceramide (d18:1/17:0, d17:1/18:0)*	NA	NA
CPD00316	cerotoylcarnitine (C26)*	NA	NA
CPD00319	chenodeoxycholate	C02528	10133
CPD00320	chiro-inositol	C19891	NA
CPD00321	cholate	C00695	221493
CPD00322	cholesterol	C00187	11025495
CPD00323	choline	C00114	305
CPD00673	choline phosphate	C00588	1014
CPD00324	cinnamoylglycine	NA	709625
CPD00325	cis-4-decenoylcarnitine (C10:1)	NA	NA
CPD00326	citrate	C00158	311
CPD00327	citrulline	C00327	9750
CPD00328	corticosterone	C02140	5753
CPD00329	cortisol	C00735	5754
CPD00330	cortisone	C00762	222786
CPD00331	cotinine	NA	854019
CPD00332	cotinine N-oxide	NA	9815514
CPD00333	creatine	C00300	586
CPD00334	creatinine	C00791	588
CPD00335	cys-gly, oxidized	NA	333293
CPD00336	cystathionine	C02291	439258
CPD00337	cysteine	C00097	5862
CPD00338	cysteine s-sulfate	C05824	115015
CPD00339	cysteine-glutathione disulfide	NA	4247235
CPD00340	cysteinylglycine	C01419	439498
CPD00341	cystine	C00491	67678
CPD00342	cytidine	C00475	6175
CPD00343	cytosine	C00380	597
CPD00344	daidzein sulfate (1)	NA	NA
CPD00345	daidzein sulfate (2)	NA	NA
CPD00346	decanoylcarnitine (C10)	NA	10245190
CPD00347	dehydroisoandrosterone sulfate (DHEA-S)	C04555	12594
CPD00348	delta-tocopherol	C14151	92094
CPD00349	deoxycarnitine	C01181	134
CPD00350	deoxycholate	C04483	222528
CPD00351	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	NA	NA
CPD00352	dihomo-linoleate (20:2n6)	C16525	6439848
CPD00353	dihomo-linolenate (20:3n3 or n6)	C03242	5280581
CPD00355	dihomo-linolenoyl-choline	NA	NA
CPD00354	dihomo-linolenoylcarnitine (20:3n3 or 6)*	NA	NA
CPD00356	dihomo-linoleoylcarnitine (C20:2)*	NA	NA
CPD00357	dihydroferulic acid	NA	14340
CPD00358	dihydroorotate	C00337	648
CPD00359	dimethyl sulfone	C11142	6213
CPD00360	dimethylarginine (SDMA + ADMA)	C03626	123831
CPD00361	dimethylglycine	C01026	673
CPD00362	docosadienoate (22:2n6)	C16533	5282807
CPD00363	docosadioate	NA	244872
CPD00364	docosahexaenoate (DHA; 22:6n3)	C06429	445580
CPD00365	docosahexaenoylcarnitine (C22:6)*	NA	NA
CPD00366	docosahexaenoylcholine	NA	NA
CPD00367	docosapentaenoate (n3 DPA; 22:5n3)	C16513	6441454
CPD00368	docosapentaenoate (n6 DPA; 22:5n6)	C16513	6441454
CPD00369	docosapentaenoylcarnitine (C22:5n3)*	NA	NA
CPD00370	docosatrienoate (22:3n3)	C16534	5312556
CPD00371	docosatrienoate (22:3n6)*	NA	NA
CPD00372	dodecanedioate	C02678	12736
CPD00373	dopamine 3-O-sulfate	C13690	122136
CPD00374	dopamine 4-sulfate	C13691	123932
CPD00376	ectoine	C06231	126041
CPD00378	eicosanodioate	NA	75502
CPD00379	eicosapentaenoate (EPA; 20:5n3)	C06428	446284
CPD00380	eicosenoate (20:1)	NA	5282768
CPD00381	eicosenoylcarnitine (C20:1)*	NA	NA
CPD00382	epiandrosterone sulfate	C07635	NA
CPD00383	ergothioneine	C05570	3032311
CPD00384	erucate (22:1n9)	C08316	5281116
CPD00385	erucoylcarnitine (C22:1)*	NA	NA
CPD00386	erythritol	C00503	222285
CPD00387	erythronate*	NA	2781043
CPD00388	escitalopram	NA	146570
CPD00389	estrone 3-sulfate	C02538	3001028
CPD00390	ethyl glucuronide	NA	152226
CPD00391	ethylmalonate	NA	11756
CPD00392	etiocholanolone glucuronide	NA	NA
CPD00393	eugenol sulfate	NA	180632
CPD00395	ferulic acid 4-sulfate	NA	6305574
CPD00394	flavin adenine dinucleotide (FAD)	C00016	643975
CPD00396	fructose	C00095	5984
CPD00397	fumarate	C00122	444972
CPD00398	gabapentin	D00332	3446;6919078
CPD00399	galactitol (dulcitol)	C01697	11850
CPD00400	galactonate	C00880	128869
CPD00402	gamma-CEHC	NA	133098
CPD00403	gamma-CEHC glucuronide*	NA	NA
CPD00401	gamma-carboxyglutamate	NA	40772
CPD00404	gamma-glutamyl-2-aminobutyrate	NA	NA
CPD00406	gamma-glutamyl-alpha-lysine	NA	65254
CPD00407	gamma-glutamyl-epsilon-lysine	NA	7015684;7015685
CPD00405	gamma-glutamylalanine	NA	440103
CPD00408	gamma-glutamylglutamate	C05282	92865
CPD00409	gamma-glutamylglutamine	C05283	150914
CPD00410	gamma-glutamylglycine	NA	165527
CPD00411	gamma-glutamylhistidine	NA	7017195
CPD00412	gamma-glutamylisoleucine*	NA	14253342
CPD00413	gamma-glutamylleucine	NA	151023
