BIOCHEMICAL	KEGG	PUBCHEM	compound_id
1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*		9546798	C000098
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*			C000099
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*		9546749	C000100
1-stearoyl-2-linoleoyl-GPI (18:0/18:2)			C000101
1-stearoyl-2-oleoyl-GPC (18:0/18:1)			C000102
1-stearoyl-2-oleoyl-GPE (18:0/18:1)			C000103
1-stearoyl-2-oleoyl-GPI (18:0/18:1)*			C000104
1-stearoyl-2-oleoyl-GPS (18:0/18:1)		9547087	C000105
1-stearoyl-GPC (18:0)		497299	C000106
1-stearoyl-GPE (18:0)		9547068	C000107
1-stearoyl-GPG (18:0)			C000108
1-stearoyl-GPI (18:0)			C000109
10-heptadecenoate (17:1n7)		5312435	C000110
10-hydroxywarfarin			C000111
10-nonadecenoate (19:1n9)		5312513	C000112
10-undecenoate (11:1n1)	C13910	14891	C000113
11beta-hydroxyandrosterone glucuronide			C000114
12,13-DiHOME	C14829	10236635	C000115
13-HODE + 9-HODE			C000116
16-hydroxypalmitate	C18218	10466	C000117
16a-hydroxy DHEA 3-sulfate			C000118
17alpha-hydroxypregnanolone glucuronide			C000119
17alpha-hydroxypregnenolone 3-sulfate		152971	C000120
2'-O-methylcytidine		150971	C000121
2'-O-methyluridine		102212	C000122
2'-deoxyuridine	C00526	13712	C000123
2,2'-Methylenebis(6-tert-butyl-p-cresol)		8398	C000124
2,3-dihydroxy-2-methylbutyrate		301941	C000125
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*			C000126
2,3-dihydroxyisovalerate	C04039	677	C000127
2,3-dihydroxypyridine		28115	C000128
2,3-diphosphoglycerate	C01159	186004	C000129
2,4,6-trihydroxybenzoate		66520	C000130
2,4-di-tert-butylphenol			C000131
2,6-dihydroxybenzoic acid		9338	C000132
2,8-quinolinediol sulfate			C000133
2-O-methylascorbic acid		99779	C000134
2-acetamidophenol sulfate		181671	C000135
2-aminoadipate	C00956	469	C000136
2-aminobutyrate	C02261	439691	C000137
2-aminoheptanoate		227939	C000138
2-aminooctanoate		69522	C000139
2-aminophenol sulfate		181670	C000140
2-butenoylglycine		6303498	C000141
2-ethylphenylsulfate			C000142
2-furoylcarnitine			C000143
2-hydroxy-3-methylvalerate		164623	C000144
2-hydroxy-4-(methylthio)butanoic acid			C000145
2-hydroxyacetaminophen sulfate*		86290013	C000146
2-hydroxyarachidate*		5225199	C000147
2-hydroxybehenate		193484	C000148
2-hydroxybutyrate/2-hydroxyisobutyrate			C000149
2-hydroxydecanoate		21488	C000150
2-hydroxyfluorene sulfate			C000151
2-hydroxyglutarate	C02630	43	C000152
2-hydroxyhippurate (salicylurate)	C07588	10253	C000153
2-hydroxyibuprofen		10443535	C000154
2-hydroxylaurate		97783	C000155
2-hydroxynervonate*		5312783	C000156
2-hydroxyoctanoate		94180	C000157
2-hydroxypalmitate		92836	C000158
2-hydroxyphenylacetate	C05852	11970	C000159
2-hydroxyphytanate*		189026	C000160
2-hydroxysebacate		128458	C000161
2-hydroxystearate	C03045	69417	C000162
2-keto-3-deoxy-gluconate	C00204	161227	C000163
2-ketocaprylate		67600	C000164
2-methoxyacetaminophen glucuronide*		14367271	C000165
2-methoxyacetaminophen sulfate*		86290014	C000166
2-methoxyhydroquinone sulfate (1)			C000167
2-methoxyhydroquinone sulfate (2)			C000168
2-methoxyresorcinol sulfate			C000169
2-methylbutyrylcarnitine (C5)		6426901	C000170
2-methylbutyrylglycine (C5)		193872	C000171
2-methylcitrate/homocitrate			C000172
2-methylhexanoylcarnitine			C000173
2-naphthol sulfate		74428	C000174
2-octenoylglycine			C000175
2-oleoylglycerol (18:1)		5319879	C000176
2-oxindole-3-acetate		3080590	C000177
2-oxoarginine*	C03771	558	C000178
2-palmitoleoyl-GPC* (16:1)*			C000179
2-palmitoyl-GPC* (16:0)*		15061532	C000180
2-piperidinone		12665	C000181
2-propyl-4-pentenoate (4-ene-valproate)		104896	C000182
2-pyrrolidinone		12025	C000183
2-stearoyl-GPE (18:0)*			C000184
21-hydroxypregnenolone disulfate		134595	C000185
2R,3R-dihydroxybutyrate		13120901	C000186
2S,3R-dihydroxybutyrate		10964471	C000187
3,4-dihydroxybutyrate			C000188
3,5-dichloro-2,6-dihydroxybenzoic acid			C000189
3,7-dimethylurate	C16360	83126	C000190
3-(2-methoxyethoxy)propanoic acid		16718874	C000191
3-(3-amino-3-carboxypropyl)uridine*		171198	C000192
3-(3-hydroxyphenyl)propionate	C11457	91	C000193
3-(3-hydroxyphenyl)propionate sulfate		187488	C000194
3-(4-hydroxyphenyl)lactate (HPLA)	C03672	9378	C000195
3-(N-acetyl-L-cystein-S-yl) acetaminophen		83967	C000196
3-(cystein-S-yl)acetaminophen*		5233914	C000197
3-(methylthio)acetaminophen sulfate*			C000198
3-acetylphenol sulfate			C000199
3-amino-2-piperidone		5200225	C000200
3-aminoisobutyrate	C05145	64956	C000201
3-bromo-5-chloro-2,6-dihydroxybenzoic acid*			C000202
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)		194501	C000203
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)		123979	C000204
3-decenoylcarnitine			C000205
3-ethylcatechol sulfate (1)			C000206
3-ethylcatechol sulfate (2)			C000207
3-formylindole	C08493	10256	C000208
3-hydroxy-2-ethylpropionate		188979	C000209
3-hydroxy-2-methylpyridine sulfate			C000210
3-hydroxy-3-methylglutarate	C03761	1662	C000211
3-hydroxyadipate*		151913	C000212
3-hydroxyarachidate*		5282918	C000213
3-hydroxybutyrate (BHBA)	C01089	441	C000214
3-hydroxybutyroylglycine			C000215
3-hydroxycotinine glucuronide		183115	C000216
3-hydroxydecanoate		26612	C000217
3-hydroxydecanoylcarnitine			C000218
3-hydroxydodecanedioate*		16663321	C000219
3-hydroxyhexanoate		151492	C000220
3-hydroxyhexanoylcarnitine (1)			C000221
3-hydroxyhippurate		450268	C000222
3-hydroxyhippurate sulfate		186339	C000223
3-hydroxyindolin-2-one sulfate			C000224
3-hydroxyisobutyrate	C06001	87	C000225
3-hydroxykynurenine	C02794	89	C000226
3-hydroxylaurate		94216	C000227
3-hydroxymyristate		16064	C000228
3-hydroxyoctanoate		26613	C000229
3-hydroxyoleoylcarnitine			C000230
3-hydroxyphenylacetoylglutamine			C000231
3-hydroxypyridine glucuronide			C000232
3-hydroxypyridine sulfate			C000233
3-hydroxysebacate		3017884	C000234
3-hydroxystachydrine*		442640	C000235
3-hydroxystearate		5282907	C000236
3-hydroxyvalproate	C16651	134459	C000237
3-indoleglyoxylic acid		73863	C000238
3-indoxyl sulfate		10258	C000239
3-methoxycatechol sulfate (1)			C000240
3-methoxycatechol sulfate (2)			C000241
3-methoxytyramine sulfate			C000242
3-methoxytyrosine		1670	C000243
3-methyl catechol sulfate (1)			C000244
3-methyl-2-oxobutyrate	C00141	49	C000245
3-methyl-2-oxovalerate	C00671	47	C000246
3-methyladipate		12292	C000247
3-methylcrotonylglycine		169485	C000248
3-methylcytidine		159649	C000249
3-methylglutaconate		1551553	C000250
3-methylglutarylcarnitine (2)		128145	C000251
3-methylhistidine	C01152	64969	C000252
3-methylurate*		11804	C000253
3-methylxanthine	C16357	70639	C000254
3-phenylpropionate (hydrocinnamate)	C05629	107	C000255
3-phosphoglycerate	C00597	724	C000256
3-ureidopropionate	C02642	111	C000257
3b-hydroxy-5-cholenoic acid		92997	C000258
3beta,7alpha-dihydroxy-5-cholestenoate	C17335	3081084	C000259
3beta-hydroxy-5-cholestenoate	C17333	165511	C000260
4-acetamidobenzoate	D03836	19266	C000261
4-acetamidobutanoate	C02946	18189	C000262
4-acetamidophenol	C06804	1983	C000263
4-acetamidophenylglucuronide		83944	C000264
4-acetaminophen sulfate	C06804	83939	C000265
4-acetylcatechol sulfate (1)			C000266
4-acetylphenyl sulfate		4684006	C000267
4-allylcatechol sulfate			C000268
4-allylphenol sulfate			C000269
4-aminophenol sulfate (2)			C000270
4-chlorobenzoic acid			C000271
4-cholesten-3-one	C00599	91477	C000272
4-ethylcatechol sulfate			C000273
4-ethylphenyl sulfate	C13637	20822574	C000274
4-guanidinobutanoate	C01035	500	C000275
4-hydroxy duloxetine glucuronide*			C000276
4-hydroxy-2-oxoglutaric acid	C01127	599	C000277
4-hydroxychlorothalonil		34217	C000278
4-hydroxycoumarin	C20414	54682930	C000279
4-hydroxyglutamate	C03079	439902	C000280
4-hydroxyhippurate		151012	C000281
4-hydroxyphenylacetate	C00642	127	C000282
4-hydroxyphenylacetatoylcarnitine			C000283
4-hydroxyphenylacetylglutamine			C000284
4-hydroxyphenylpyruvate	C01179	979	C000285
4-imidazoleacetate	C02835	96215	C000286
4-methoxyphenol sulfate			C000287
4-methyl-2-oxopentanoate	C00233	70	C000288
4-methylbenzenesulfonate	C06677	6101	C000289
4-methylcatechol sulfate			C000290
4-methylguaiacol sulfate			C000291
4-methylhexanoylglutamine			C000292
4-methylhexanoylglycine			C000293
4-ureidobutyrate		1571307	C000294
4-vinylguaiacol glucuronide			C000295
4-vinylguaiacol sulfate			C000296
4-vinylphenol sulfate	C05627	6426766	C000297
5,6-dihydrothymine	C00906	93556	C000298
5,6-dihydrouridine		94312	C000299
5-(galactosylhydroxy)-L-lysine		123986	C000300
5-acetylamino-6-amino-3-methyluracil	C16366	88299	C000301
5-acetylamino-6-formylamino-3-methyluracil	C16365	108214	C000302
5-dodecenoate (12:1n7)		5312378	C000303
5-dodecenoylcarnitine (C12:1)			C000304
5-hydroxy-2-methylpyridine sulfate			C000305
5-hydroxy-6-methoxy duloxetine sulfate*			C000306
5-hydroxyhexanoate		170748	C000307
5-hydroxyindole glucuronide			C000308
5-hydroxyindole sulfate			C000309
5-hydroxylysine	C16741	1029	C000310
5-hydroxymethyl-2-furoylcarnitine*			C000311
5-methylthioadenosine (MTA)	C00170	439176	C000312
5-methylthioribose		494	C000313
5-methyluridine (ribothymidine)		445408	C000314
5-oxoproline	C01879	7405	C000315
5alpha-androstan-3alpha,17beta-diol 17-glucuronide			C000316
5alpha-androstan-3alpha,17beta-diol disulfate			C000317
5alpha-androstan-3alpha,17beta-diol monosulfate (1)			C000318
5alpha-androstan-3alpha,17beta-diol monosulfate (2)			C000319
5alpha-androstan-3beta,17alpha-diol disulfate			C000320
5alpha-androstan-3beta,17beta-diol disulfate	C12525	242332	C000321
5alpha-androstan-3beta,17beta-diol monosulfate (2)			C000322
5alpha-pregnan-3beta,20alpha-diol disulfate			C000323
5alpha-pregnan-3beta,20alpha-diol monosulfate (2)			C000324
5alpha-pregnan-3beta,20beta-diol monosulfate (1)			C000325
5alpha-pregnan-diol disulfate		5127902	C000326
6-bromotryptophan			C000327
6-hydroxyindole sulfate		122198196	C000328
6-hydroxywarfarin			C000329
6-oxopiperidine-2-carboxylate		3014237	C000330
7-HOCA	C17337	3081085	C000331
7-hydroxyoctanoate		167627	C000332
7-hydroxywarfarin			C000333
7-methylguanine	C02242	11361	C000334
7-methylurate	C16355	69160	C000335
7-methylxanthine	C16353	68374	C000336
8-methoxykynurenate	C05830	76230	C000337
9,10-DiHOME	C14828	9966640	C000338
9-hydroxystearate		9570127	C000339
ADSGEGDFXAEGGGVR*		16133137	C000340
ADpSGEGDFXAEGGGVR*			C000341
AMP	C00020	6083	C000342
Benazeprilat	D03077	5463984	C000343
C-glycosyltryptophan		10981970	C000344
DSGEGDFXAEGGGVR*			C000345
De(carboxymethoxy) cetirizine acetic acid			C000346
EDTA	C00284	6049	C000347
Fibrinopeptide A (3-16)			C000348
Fibrinopeptide B			C000349
Fibrinopeptide B (1-12)			C000350
Fibrinopeptide B (1-13)			C000351
GlcNAc sulfate conjugate of C21H34O2 steroid			C000352
Glimepiride			C000353
I-urobilinogen	C05790	26818	C000354
L-urobilin	C05793	5280818	C000355
N('1)-acetylspermidine	C00612	496	C000356
N,N,N-trimethyl-5-aminovalerate		14274897	C000357
N,N,N-trimethyl-alanylproline betaine (TMAP)			C000358
N,N-dimethyl-5-aminovalerate			C000359
N,N-dimethylalanine		5488191	C000360
N,O-didesmethylvenlafaxine glucuronide			C000361
N-(2-furoyl)glycine		21863	C000362
N-acetyl sulfapyridine		58638	C000363
N-acetyl-1-methylhistidine*		53859791	C000364
N-acetyl-2-aminooctanoate*		95555	C000365
N-acetyl-3-methylhistidine*		193270	C000366
N-acetyl-4-chlorophenylalanine			C000367
N-acetyl-aspartyl-glutamate (NAAG)	C12270	5255	C000368
N-acetyl-beta-alanine	C01073	76406	C000369
N-acetyl-isoputreanine		131802901	C000370
N-acetylalanine	C02847	88064	C000371
N-acetylalliin			C000372
N-acetylarginine	C02562	67427	C000373
N-acetylasparagine		99715	C000374
N-acetylaspartate (NAA)	C01042	65065	C000375
N-acetylcarnosine		9903482	C000376
N-acetylcitrulline	C15532	656979	C000377
N-acetylglucosamine/N-acetylgalactosamine			C000378
N-acetylglucosaminylasparagine	C04540	123826	C000379
N-acetylglutamate	C00624	70914	C000380
N-acetylglutamine	C02716	182230	C000381
N-acetylglycine		10972	C000382
N-acetylhistamine	C05135	69602	C000383
N-acetylhistidine	C02997	75619	C000384
N-acetylisoleucine		306109	C000385
N-acetylkynurenine (2)			C000386
N-acetylleucine	C02710	70912	C000387
N-acetylmethionine	C02712	448580	C000388
N-acetylneuraminate	C00270	439197	C000389
N-acetylphenylalanine	C03519	74839	C000390
N-acetylproline		322640	C000391
N-acetylputrescine	C02714	122356	C000392
N-acetylpyrraline			C000393
N-acetylserine		65249	C000394
N-acetyltaurine		159864	C000395
N-acetyltheanine			C000396
N-acetylthreonine		152204	C000397
N-acetyltryptophan	C03137	700653	C000398
N-acetyltyrosine		68310	C000399
N-acetylvaline		66789	C000400
N-behenoyl-sphingadienine (d18:2/22:0)*			C000401
N-delta-acetylornithine		9920500	C000402
N-desalkylquetiapine*		11369918	C000403
N-formylanthranilic acid	C05653	101399	C000404
N-formylmethionine	C03145	439750	C000405
N-formylphenylalanine		759256	C000406
N-methylpipecolate		11286529	C000407
N-methylproline		557	C000408
N-methyltaurine		7882	C000409
N-oleoylserine			C000410
N-oleoyltaurine		6437033	C000411
N-palmitoyl-heptadecasphingosine (d17:1/16:0)*			C000412
N-palmitoyl-sphingadienine (d18:2/16:0)*			C000413
N-palmitoyl-sphinganine (d18:0/16:0)		5283572	C000414
N-palmitoyl-sphingosine (d18:1/16:0)		5283564	C000415
N-palmitoylglycine		151008	C000416
N-stearoyl-sphingadienine (d18:2/18:0)*			C000417
N-stearoyl-sphinganine (d18:0/18:0)*		5283573	C000418
N-stearoyl-sphingosine (d18:1/18:0)*		5283565	C000419
N-stearoyltaurine		168274	C000420
N1-Methyl-2-pyridone-5-carboxamide	C05842	69698	C000421
N1-methylinosine		65095	C000422
N2,N2-dimethylguanosine		92919	C000423
N2,N5-diacetylornithine		65977	C000424
N2-acetyl,N6,N6-dimethyllysine			C000425
N2-acetyl,N6-methyllysine			C000426
N2-acetyllysine	C12989	92907	C000427
N2-methylguanosine		3035422	C000428
N4-acetyl-5-hydroxysulfamethoxazole*			C000429
N4-acetylcytidine		107461	C000430
N4-acetylsulfamethoxazole*	C13061,D01601	65280	C000431
N6,N6,N6-trimethyllysine	C03793	440120	C000432
N6,N6-dimethyllysine	C05545	193344	C000433
N6-acetyllysine	C02727	92832	C000434
N6-carbamoylthreonyladenosine		161466	C000435
N6-methyllysine	C02728	164795	C000436
N6-succinyladenosine		165243	C000437
O-desmethyltramadol		130829	C000438
O-desmethyltramadol glucuronide			C000439
O-desmethylvenlafaxine	D07793	125017	C000440
O-sulfo-L-tyrosine		514186	C000441
S-(3-hydroxypropyl)mercapturic acid (HPMA)		3371179	C000442
S-1-pyrroline-5-carboxylate	C04322	1196	C000443
S-adenosylhomocysteine (SAH)	C00021	439155	C000444
S-allylcysteine		98280	C000445
S-carboxyethylcysteine			C000446
S-methylcysteine		24417	C000447
S-methylcysteine sulfoxide		82142	C000448
S-methylmethionine	C05319	458	C000449
THC carboxylic acid		107885	C000450
THC carboxylic acid glucuronide			C000451
Urolithin B glucuronide			C000452
acesulfame		36573	C000453
acetylcarnitine (C2)	C02571	1	C000454
acisoga		129397	C000455
aconitate [cis or trans]			C000456
adenine	C00147	190	C000457
adenosine 3',5'-cyclic monophosphate (cAMP)	C00575	6076	C000458
adipoylcarnitine (C6-DC)		71296139	C000459
adrenate (22:4n6)	C16527	5497181	C000460
adrenoylcarnitine (C22:4)*			C000461
alanine	C00041	5950	C000462
allantoin	C02350	204	C000463
alliin	C08265	87310	C000464
allo-threonine	C05519	99289	C000465
allopurinol		2094	C000466
allopurinol riboside			C000467
alpha-CEHC		9943542	C000468
alpha-CEHC glucuronide*		134819285	C000469
alpha-CEHC sulfate			C000470
alpha-CMBHC glucuronide			C000471
alpha-hydroxycaproate		99824	C000472
alpha-hydroxyisocaproate	C03264	83697	C000473
alpha-hydroxyisovalerate		99823	C000474
alpha-hydroxymetoprolol		114962	C000475
alpha-ketobutyrate	C00109	58	C000476
alpha-ketoglutaramate*		48	C000477
alpha-ketoglutarate	C00026	51	C000478
alpha-tocopherol	C02477	14985	C000479
amoxicillin	C06827	2171	C000480
andro steroid monosulfate C19H28O6S (1)*			C000481
androstenediol (3alpha, 17alpha) monosulfate (2)			C000482
androstenediol (3alpha, 17alpha) monosulfate (3)			C000483
androstenediol (3beta,17beta) disulfate (1)	C04295	87120982	C000484
androstenediol (3beta,17beta) disulfate (2)			C000485
androstenediol (3beta,17beta) monosulfate (1)		13847309	C000486
androstenediol (3beta,17beta) monosulfate (2)			C000487
androsterone glucuronide	C11135	114833	C000488
androsterone sulfate		159663	C000489
anserine	C01262	112072	C000490
anthranilate	C00108	227	C000491
arabinose	C00216	66308	C000492
arabitol/xylitol			C000493
arabonate/xylonate			C000494
arachidate (20:0)	C06425	10467	C000495
arachidonate (20:4n6)	C00219	444899	C000496
arachidonoylcarnitine (C20:4)			C000497
arachidonoylcholine			C000498
arachidoylcarnitine (C20)*			C000499
argininate*		160437	C000500
arginine	C00062	232	C000501
ascorbate (Vitamin C)	C00072	54670067	C000502
ascorbic acid 2-sulfate		86484	C000503
ascorbic acid 3-sulfate*		11425365	C000504
asparagine	C00152	6267	C000505
aspartate	C00049	5960	C000506
atenolol	D00235	2249	C000507
atorvastatin (lipitor)	D00887	60823	C000508
atorvastatin lactone		6483036	C000509
azelate (C9-DC)	C08261	2266	C000510
behenate (22:0)*	C08281	8215	C000511
behenoyl dihydrosphingomyelin (d18:0/22:0)*			C000512
behenoyl sphingomyelin (d18:1/22:0)*			C000513
behenoylcarnitine (C22)*			C000514
benazepril	C06843,D07499	5362124	C000515
benzoate	C00180	243	C000516
benzoylcarnitine*			C000517
benzoylecgonine	C10847	442997	C000518
bestatin	C00732	72172	C000519
beta-alanine	C00099	239	C000520
beta-citrylglutamate	C20775	72715786	C000521
beta-cryptoxanthin		6384256	C000522
beta-guanidinopropanoate	C03065	67701	C000523
beta-hydroxyisovalerate		69362	C000524
beta-hydroxyisovaleroylcarnitine			C000525
beta-hydroxyisovalerylglycine		129651821	C000526
betaine	C00719	247	C000527
betonicine	C08269	164642	C000528
bilirubin	C00486	5280352	C000529
bilirubin (E,E)*		5315454	C000530
bilirubin (E,Z or Z,E)*		5799469	C000531
biliverdin	C00500	5353439	C000532
branched chain 14:0 dicarboxylic acid			C000533
branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*			C000534
branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*			C000535
butyrate/isobutyrate (4:0)	C00246	264	C000536
butyrylcarnitine (C4)	C02862	439829	C000537
caffeic acid sulfate			C000538
caffeine	C07481	2519	C000539
campesterol	C01789	173183	C000540
caprate (10:0)	C01571	2969	C000541
caproate (6:0)	C01585	8892	C000542
caprylate (8:0)	C06423	379	C000543
carbamazepine	D00252	2554	C000544
carbamazepine 10,11-epoxide*	C07496	2555	C000545
carbamazepine glucuronide*			C000546
carboxyethyl-GABA		2572	C000547
carboxyibuprofen		10444113	C000548
carboxysuccinate		313489	C000549
carnitine	C00318	10917	C000550
carnitine of C10H14O2 (5)*			C000551
carnosine	C00386	439224	C000552
carotene diol (1)			C000553
carotene diol (2)			C000554
carotene diol (3)			C000555
catechol glucuronide		75124209	C000556
catechol sulfate		3083879	C000557
celecoxib	C07589	2662	C000558
ceramide (d16:1/24:1, d18:1/22:1)*			C000559
ceramide (d18:1/14:0, d16:1/16:0)*			C000560
ceramide (d18:1/17:0, d17:1/18:0)*			C000561
ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*			C000562
ceramide (d18:2/24:1, d18:1/24:2)*			C000563
cerotoylcarnitine (C26)*			C000564
cetirizine	C07778	2678	C000565
chenodeoxycholic acid sulfate (1)			C000566
chiro-inositol	C19891		C000567
chlorthalidone	D00272	2732	C000568
cholate	C00695	221493	C000569
cholesterol	C00187	11025495	C000570
cholic acid glucuronide			C000571
choline	C00114	305	C000572
cimetidine			C000573
cinnamoylglycine		709625	C000574
ciprofloxacin	C05349	4011971;2764	C000575
cis-4-decenoate (10:1n6)*		5312351	C000576
cis-4-decenoylcarnitine (C10:1)			C000577
citalopram propionate*	C16610	10403174	C000578
citalopram/escitalopram	D07913	146570	C000579
citraconate/glutaconate			C000580
citrate	C00158	311	C000581
citrulline	C00327	9750	C000582
clindamycin	D00277,C06914	446598	C000583
corticosterone	C02140	5753	C000584
cortisol	C00735	5754	C000585
cortisone	C00762	222786	C000586
cortolone glucuronide (1)			C000587
cotinine		854019	C000588
cotinine N-oxide		9815514	C000589
creatine	C00300	586	C000590
creatinine	C00791	588	C000591
