BIOCHEMICAL	KEGG	PUBCHEM	compound_id
1-linoleoyl-GPE (18:2)*	NA	52925130	C000048
1-linoleoyl-GPG (18:2)*	NA	NA	C000049
1-linoleoyl-GPI (18:2)*	NA	11124828	C000050
1-linoleoylglycerol (18:2)	NA	5283469	C000051
1-methyl-4-imidazoleacetate	C05828	75810	C000052
1-methyl-5-imidazoleacetate	NA	6451814	C000053
1-methylguanidine	C02294	10111	C000054
1-methylhistidine	C01152	92105	C000055
1-methylnicotinamide	C02918	457	C000056
1-methylurate	C16359	69726	C000057
1-methylxanthine	C16358	80220	C000058
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*	NA	24778634	C000059
1-myristoyl-2-palmitoyl-GPC (14:0/16:0)	NA	129657	C000060
1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*	NA	348281223	C000061
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*	NA	24778955	C000062
1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*	NA	52922113	C000063
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*	NA	9546753	C000064
1-oleoyl-GPC (18:1)	C03916	16081932	C000065
1-oleoyl-GPE (18:1)	NA	9547071	C000066
1-oleoyl-GPG (18:1)*	NA	NA	C000067
1-oleoyl-GPI (18:1)	NA	86289645	C000068
1-oleoylglycerol (18:1)	NA	5283468	C000069
1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	NA	52922452	C000070
1-palmitoleoyl-GPC (16:1)*	NA	24779461	C000071
1-palmitoleoylglycerol (16:1)*	NA	NA	C000072
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	C05208	10747814	C000073
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	C05210	9546800	C000074
1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*	NA	NA	C000075
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	NA	6441886	C000076
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	NA	9546799	C000077
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	NA	5287971	C000078
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	NA	9546747	C000079
1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)	NA	46891795	C000080
1-palmitoyl-2-oleoyl-GPC (16:0/18:1)	C13875	6436017	C000081
1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	NA	5283496	C000082
1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*	NA	71296232	C000083
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	NA	6443788	C000084
1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	C03889	24778686	C000085
1-palmitoyl-GPC (16:0)	C04102	86554	C000086
1-palmitoyl-GPE (16:0)	NA	9547069	C000087
1-palmitoyl-GPG (16:0)*	NA	3300276	C000088
1-palmitoyl-GPI (16:0)	NA	71296207	C000089
1-ribosyl-imidazoleacetate*	C05131	440569	C000090
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	NA	16219824	C000091
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	C05210	5289133	C000092
1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)	NA	NA	C000093
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	NA	24779545	C000094
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	NA	24778876	C000095
1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	NA	9546798	C000096
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	NA	6441487	C000097
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	NA	9546749	C000098
1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	NA	NA	C000099
1-stearoyl-2-oleoyl-GPC (18:0/18:1)	NA	24778825	C000100
1-stearoyl-2-oleoyl-GPE (18:0/18:1)	NA	9546742	C000101
1-stearoyl-2-oleoyl-GPI (18:0/18:1)*	NA	NA	C000102
1-stearoyl-2-oleoyl-GPS (18:0/18:1)	NA	9547087	C000103
1-stearoyl-GPC (18:0)	NA	497300	C000104
1-stearoyl-GPE (18:0)	NA	9547068	C000105
1-stearoyl-GPG (18:0)	NA	NA	C000106
1-stearoyl-GPI (18:0)	NA	71581135,42607495	C000107
10-heptadecenoate (17:1n7)	NA	5312435	C000108
10-hydroxywarfarin	NA	54692492	C000109
10-nonadecenoate (19:1n9)	NA	5312513	C000110
10-undecenoate (11:1n1)	C13910	14891	C000111
11beta-hydroxyandrosterone glucuronide	NA	NA	C000112
12,13-DiHOME	C14829	10236635	C000113
13-HODE + 9-HODE	C14767,C14762	5312830,5282945,1424,5282947,5282944	C000114
16-hydroxypalmitate	C18218	10466	C000115
16alpha-hydroxy DHEA 3-sulfate	NA	20848950	C000116
17alpha-hydroxypregnanolone glucuronide	NA	NA	C000117
17alpha-hydroxypregnenolone 3-sulfate	NA	152971	C000118
2'-O-methylcytidine	NA	150971	C000119
2'-O-methyluridine	NA	102212	C000120
2'-deoxyuridine	C00526	13712	C000121
2,2'-methylenebis(6-tert-butyl-p-cresol)	NA	8398	C000122
2,3-dihydroxy-2-methylbutyrate	NA	301941	C000123
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	NA	NA	C000124
2,3-dihydroxyisovalerate	C04039	677	C000125
2,3-dihydroxypyridine	NA	28115	C000126
2,3-diphosphoglycerate	C01159	186004	C000127
2,4,6-trihydroxybenzoate	NA	66520	C000128
2,4-di-tert-butylphenol	NA	NA	C000129
2,6-dihydroxybenzoic acid	NA	9338	C000130
2,8-quinolinediol sulfate	NA	NA	C000131
2-O-methylascorbic acid	NA	54726398	C000132
2-acetamidophenol sulfate	NA	181671	C000133
2-aminoadipate	C00956	92136	C000134
2-aminobutyrate	C02356	80283	C000135
2-aminoheptanoate	NA	227939	C000136
2-aminooctanoate	NA	69522	C000137
2-aminophenol sulfate	NA	181670	C000138
2-butenoylglycine	NA	6303498	C000139
2-ethylphenylsulfate	NA	NA	C000140
2-furoylcarnitine	NA	NA	C000141
2-hydroxy-3-methylvalerate	NA	164623	C000142
2-hydroxy-4-(methylthio)butanoic acid	NA	11427	C000143
2-hydroxyacetaminophen sulfate*	NA	86290013	C000144
2-hydroxyarachidate*	NA	5225199	C000145
2-hydroxybehenate	NA	193484	C000146
2-hydroxybutyrate/2-hydroxyisobutyrate	C21297,C05984	440864,4277439	C000147
2-hydroxydecanoate	NA	21488	C000148
2-hydroxyfluorene sulfate	NA	NA	C000149
2-hydroxyglutarate	C02630	43	C000150
2-hydroxyhippurate (salicylurate)	C07588	10253	C000151
2-hydroxyibuprofen	NA	10443535	C000152
2-hydroxylaurate	NA	97783	C000153
2-hydroxynervonate*	NA	5312783	C000154
2-hydroxyoctanoate	NA	94180,6995013,5312860	C000155
2-hydroxypalmitate	NA	12575964,92836,11065598	C000156
2-hydroxyphenylacetate	C05852	11970	C000157
2-hydroxyphytanate*	NA	189026	C000158
2-hydroxysebacate	NA	128458	C000159
2-hydroxystearate	C03042,C03045	439887,439885,69417	C000160
2-keto-3-deoxy-gluconate	C00204	161227	C000161
2-ketocaprylate	NA	67600	C000162
2-methoxyacetaminophen glucuronide*	NA	121596203	C000163
2-methoxyacetaminophen sulfate*	NA	86290014	C000164
2-methoxyhydroquinone sulfate (1)	NA	NA	C000165
2-methoxyhydroquinone sulfate (2)	NA	NA	C000166
2-methoxyresorcinol sulfate	NA	NA	C000167
2-methylbutyrylcarnitine (C5)	NA	6426901	C000168
2-methylbutyrylglycine	NA	193872	C000169
2-methylcitrate/homocitrate	C01251	439459,515	C000170
2-methylhexanoylcarnitine	NA	NA	C000171
2-naphthol sulfate	NA	74428	C000172
2-octenoylglycine	NA	131802981	C000173
2-oleoylglycerol (18:1)	NA	5319879	C000174
2-oxindole-3-acetate	NA	3080590	C000175
2-oxoarginine*	C03771	558	C000176
2-palmitoleoyl-GPC (16:1)*	NA	122164832	C000177
2-palmitoyl-GPC (16:0)*	NA	15061532	C000178
2-piperidinone	NA	12665	C000179
2-propyl-4-pentenoate (4-ene-valproate)	NA	104896	C000180
2-pyrrolidinone	NA	12025	C000181
2-stearoyl-GPE (18:0)*	NA	90658453,53480667	C000182
21-hydroxypregnenolone disulfate	NA	134595	C000183
2R,3R-dihydroxybutyrate	NA	13120901	C000184
2S,3R-dihydroxybutyrate	NA	10964471	C000185
3,4-dihydroxybutyrate	NA	150929	C000186
3,5-dichloro-2,6-dihydroxybenzoic acid	NA	24721632	C000187
3,7-dimethylurate	C16360	83126	C000188
3-(2-methoxyethoxy)propanoic acid	NA	16718874	C000189
3-(3-amino-3-carboxypropyl)uridine*	NA	171198	C000190
3-(3-hydroxyphenyl)propionate	C11457	91	C000191
3-(3-hydroxyphenyl)propionate sulfate	NA	187488	C000192
3-(4-hydroxyphenyl)lactate	C03672	9378	C000193
3-(N-acetyl-cystein-S-yl) acetaminophen	NA	83967	C000194
3-(cystein-S-yl)acetaminophen*	NA	171264	C000195
3-(methylthio)acetaminophen sulfate*	NA	NA	C000196
3-acetylphenol sulfate	NA	NA	C000197
3-amino-2-piperidone	NA	5200225	C000198
3-aminoisobutyrate	C05145	64956	C000199
3-bromo-5-chloro-2,6-dihydroxybenzoic acid*	NA	134581543	C000200
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	NA	194501	C000201
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	NA	123979	C000202
3-decenoylcarnitine	NA	NA	C000203
3-ethylcatechol sulfate (1)	NA	NA	C000204
3-ethylcatechol sulfate (2)	NA	NA	C000205
3-formylindole	C08493	10256	C000206
3-hydroxy-2-ethylpropionate	NA	188979	C000207
3-hydroxy-2-methylpyridine sulfate	NA	NA	C000208
3-hydroxy-3-methylglutarate	C03761	1662,5459993	C000209
3-hydroxyadipate	NA	151913	C000210
3-hydroxyarachidate*	NA	5282918	C000211
3-hydroxybutyrate (BHBA)	C03197,C01089	94318,441,92135	C000212
3-hydroxybutyroylglycine**	NA	NA	C000213
3-hydroxycotinine glucuronide	NA	53477725	C000214
3-hydroxydecanoate	NA	26612	C000215
3-hydroxydecanoylcarnitine	NA	121454166	C000216
3-hydroxydodecanedioate*	NA	16663321	C000217
3-hydroxyhexanoate	NA	151492	C000218
3-hydroxyhexanoylcarnitine (1)	NA	NA	C000219
3-hydroxyhippurate	NA	450268	C000220
3-hydroxyhippurate sulfate	NA	186339	C000221
3-hydroxyindolin-2-one sulfate	NA	NA	C000222
3-hydroxyisobutyrate	C01188,C06001	11966314	C000223
3-hydroxykynurenine	C02794	89	C000224
3-hydroxylaurate	NA	94216	C000225
3-hydroxymyristate	NA	16064	C000226
3-hydroxyoctanoate	C20793	26613	C000227
3-hydroxyoleoylcarnitine	NA	129637446	C000228
3-hydroxyphenylacetoylglutamine	NA	NA	C000229
3-hydroxypyridine glucuronide	NA	NA	C000230
3-hydroxypyridine sulfate	NA	NA	C000231
3-hydroxysebacate	NA	3017884	C000232
3-hydroxystachydrine*	C10151	46173781	C000233
3-hydroxystearate	NA	5282907	C000234
3-hydroxyvalproate	C16651	134459	C000235
3-indoleglyoxylic acid	NA	73863	C000236
3-indoxyl sulfate	NA	10258	C000237
3-methoxycatechol sulfate (1)	NA	129892430	C000238
3-methoxycatechol sulfate (2)	NA	NA	C000239
3-methoxytyramine sulfate	NA	54133459	C000240
3-methoxytyrosine	NA	9307	C000241
3-methyl catechol sulfate (1)	NA	118431379	C000242
3-methyl-2-oxobutyrate	C00141	49	C000243
3-methyl-2-oxovalerate	C03465,C06008,C00671	439286,440877	C000244
3-methyladipate	NA	12292	C000245
3-methylcrotonylglycine	C20828	169485	C000246
3-methylcytidine	NA	14237477	C000247
3-methylglutaconate	NA	1551553	C000248
3-methylglutarylcarnitine (2)	NA	128145	C000249
3-methylhistidine	C01152	64969	C000250
3-methylurate*	NA	11804	C000251
3-methylxanthine	C16357	70639	C000252
3-phenylpropionate (hydrocinnamate)	C05629	107	C000253
3-phosphoglycerate	C00597	724	C000254
3-ureidopropionate	C02642	111	C000255
3beta,7alpha-dihydroxy-5-cholestenoate	C17335	3081084	C000256
3beta-hydroxy-5-cholenoate	NA	92997	C000257
3beta-hydroxy-5-cholestenoate	C17333	165511	C000258
4-acetamidobenzoate	D03836	6918889	C000259
4-acetamidobutanoate	C02946	18189	C000260
4-acetamidophenol	C06804	1983	C000261
4-acetamidophenylglucuronide	NA	4022661,83944	C000262
4-acetaminophen sulfate	C06804	83939	C000263
4-acetylcatechol sulfate (1)	NA	NA	C000264
4-acetylphenol sulfate	NA	4684006	C000265
4-allylcatechol sulfate	NA	NA	C000266
4-allylphenol sulfate	NA	66633409	C000267
4-aminophenol sulfate (2)	NA	NA	C000268
4-chlorobenzoic acid	C02370	6318	C000269
4-cholesten-3-one	C00599	91477	C000270
4-ethylcatechol sulfate	NA	NA	C000271
4-ethylphenylsulfate	C13637	20822574	C000272
4-guanidinobutanoate	C01035	500	C000273
4-hydroxy duloxetine glucuronide*	NA	29981512	C000274
4-hydroxy-2-oxoglutaric acid	C01127	599	C000275
4-hydroxychlorothalonil	NA	34217	C000276
4-hydroxycoumarin	C20414	54682930	C000277
4-hydroxyglutamate	C03079	439902	C000278
4-hydroxyhippurate	NA	151012	C000279
4-hydroxyphenylacetate	C00642	127	C000280
4-hydroxyphenylacetoylcarnitine	NA	NA	C000281
4-hydroxyphenylacetylglutamine	NA	NA	C000282
4-hydroxyphenylpyruvate	C01179	979	C000283
4-imidazoleacetate	C02835	96215	C000284
4-methoxyphenol sulfate	NA	NA	C000285
4-methyl-2-oxopentanoate	C00233	70	C000286
4-methylbenzenesulfonate	C06677	85570	C000287
4-methylcatechol sulfate	NA	54104170	C000288
4-methylguaiacol sulfate	NA	NA	C000289
4-methylhexanoylglutamine	NA	NA	C000290
4-methylhexanoylglycine	NA	NA	C000291
4-ureidobutyrate	NA	1571307	C000292
4-vinylguaiacol glucuronide	NA	NA	C000293
4-vinylguaiacol sulfate	NA	53803570	C000294
4-vinylphenol sulfate	C05627	6426766	C000295
5,6-dihydrothymine	C00906	93556	C000296
5,6-dihydrouridine	NA	94312	C000297
5-(galactosylhydroxy)-lysine	NA	66995551	C000298
5-acetylamino-6-amino-3-methyluracil	C16366	88299	C000299
5-acetylamino-6-formylamino-3-methyluracil	C16365	108214	C000300
5-dodecenoate (12:1n7)	NA	5312378	C000301
5-dodecenoylcarnitine (C12:1)	NA	91825571	C000302
5-hydroxy-2-methylpyridine sulfate	NA	NA	C000303
5-hydroxy-6-methoxy duloxetine sulfate*	NA	NA	C000304
5-hydroxyhexanoate	NA	170748	C000305
5-hydroxyindole glucuronide	NA	NA	C000306
5-hydroxyindole sulfate	NA	NA	C000307
5-hydroxylysine	C16741	3032849	C000308
5-hydroxymethyl-2-furoylcarnitine*	NA	NA	C000309
5-methylthioadenosine (MTA)	C00170	439176	C000310
5-methylthioribose**	NA	6419710	C000311
5-methyluridine (ribothymidine)	NA	445408	C000312
5-oxoproline	C02237,C01879	439685,7405	C000313
5alpha-androstan-3alpha,17beta-diol 17-glucuronide	NA	NA	C000314
5alpha-androstan-3alpha,17beta-diol disulfate	NA	56639109	C000315
5alpha-androstan-3alpha,17beta-diol monosulfate (1)	NA	121596226,121596225	C000316
5alpha-androstan-3alpha,17beta-diol monosulfate (2)	NA	121596225	C000317
5alpha-androstan-3beta,17alpha-diol disulfate	NA	56639109	C000318
5alpha-androstan-3beta,17beta-diol disulfate	C12525	90186325	C000319
5alpha-androstan-3beta,17beta-diol monosulfate (2)	NA	NA	C000320
5alpha-pregnan-3beta,20alpha-diol disulfate	NA	118703093	C000321
5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	NA	NA	C000322
5alpha-pregnan-3beta,20beta-diol monosulfate (1)	NA	NA	C000323
5alpha-pregnan-diol disulfate	NA	3082277,5127902	C000324
6-bromotryptophan	NA	9856996	C000325
6-hydroxyindole sulfate	NA	122198196	C000326
6-hydroxywarfarin	NA	54682459	C000327
6-oxopiperidine-2-carboxylate	NA	3014237	C000328
7-hydroxyoctanoate	NA	167627	C000329
7-hydroxywarfarin	NA	54682507,54732122	C000330
7-methylguanine	C02242	135398679	C000331
7-methylurate	C16355	69160	C000332
7-methylxanthine	C16353	68374	C000333
7alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	C17337	3081085	C000334
8-methoxykynurenate	C05830	76230	C000335
9,10-DiHOME	C14828	9966640	C000336
9-hydroxystearate	NA	9570127	C000337
C-glycosyltryptophan	NA	10981970	C000338
De(carboxymethoxy) cetirizine acetic acid	NA	NA	C000339
EDTA	C00284	6049	C000340
GlcNAc sulfate conjugate of C21H34O2 steroid**	NA	NA	C000341
I-urobilinogen	C05789	9548718	C000342
L-urobilin	C05793	5280818	C000343
N('1)-acetylspermidine	C00612	496	C000344
N,N,N-trimethyl-5-aminovalerate	NA	14274897	C000345
N,N,N-trimethyl-alanylproline betaine (TMAP)	NA	NA	C000346
N,N-dimethyl-5-aminovalerate	NA	NA	C000347
N,N-dimethylalanine	NA	5488191	C000348
N,O-didesmethylvenlafaxine glucuronide	NA	71316036	C000349
N-(2-furoyl)glycine	NA	21863	C000350
N-acetyl sulfapyridine	NA	58638	C000351
N-acetyl-1-methylhistidine*	NA	53859791	C000352
N-acetyl-2-aminooctanoate*	NA	95555	C000353
N-acetyl-3-methylhistidine*	NA	193270	C000354
N-acetyl-4-chlorophenylalanine	NA	NA	C000355
N-acetyl-aspartyl-glutamate (NAAG)	C12270	188803	C000356
N-acetyl-beta-alanine	C01073	76406	C000357
N-acetyl-isoputreanine	NA	131802901	C000358
N-acetylalanine	C02847	88064	C000359
N-acetylalliin	NA	NA	C000360
N-acetylarginine	C02562	67427	C000361
N-acetylasparagine	NA	99715	C000362
N-acetylaspartate (NAA)	C01042	65065	C000363
N-acetylcarnosine	NA	9903482	C000364
N-acetylcitrulline	C15532,C02851	656979	C000365
N-acetylglucosamine/N-acetylgalactosamine	C01074	439174,84265	C000366
N-acetylglucosaminylasparagine	C04540	123826	C000367
N-acetylglutamate	C00624	70914	C000368
N-acetylglutamine	C02716	182230	C000369
N-acetylglycine	NA	10972	C000370
N-acetylhistamine	C05135	69602	C000371
N-acetylhistidine	C02997	75619	C000372
N-acetylisoleucine	NA	306109	C000373
N-acetylkynurenine (2)	NA	73817779	C000374
N-acetylleucine	C02710	70912	C000375
N-acetylmethionine	C02712	448580	C000376
N-acetylneuraminate	C00270	439197	C000377
N-acetylphenylalanine	C03519	74839	C000378
N-acetylproline	NA	322640	C000379
N-acetylputrescine	C02714	122356	C000380
N-acetylpyrraline	C01227	NA	C000381
N-acetylserine	NA	65249	C000382
N-acetyltaurine	NA	159864	C000383
N-acetyltheanine	NA	NA	C000384
N-acetylthreonine	NA	152204	C000385
N-acetyltryptophan	C03137	439917,700653	C000386
N-acetyltyrosine	NA	68310	C000387
N-acetylvaline	NA	66789	C000388
N-behenoyl-sphingadienine (d18:2/22:0)*	NA	NA	C000389
N-delta-acetylornithine	C00437	9920500	C000390
N-desalkylquetiapine*	NA	11369918	C000391
N-formylanthranilic acid	C05653	101399	C000392
N-formylmethionine	C03145	439750	C000393
N-formylphenylalanine	NA	759256,7064571	C000394
N-methylpipecolate	NA	11286529	C000395
N-methylproline	NA	643474	C000396
N-methyltaurine	NA	7882	C000397
N-oleoylserine	NA	44190514	C000398
N-oleoyltaurine	NA	6437033	C000399
N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	NA	NA	C000400
N-palmitoyl-sphingadienine (d18:2/16:0)*	NA	NA	C000401
N-palmitoyl-sphinganine (d18:0/16:0)	NA	5283572	C000402
N-palmitoyl-sphingosine (d18:1/16:0)	NA	5283564	C000403
N-palmitoylglycine	NA	151008	C000404
N-stearoyl-sphingadienine (d18:2/18:0)*	NA	132282053	C000405
N-stearoyl-sphinganine (d18:0/18:0)*	NA	5283573	C000406
N-stearoyl-sphingosine (d18:1/18:0)*	NA	5283565	C000407
N-stearoyltaurine	NA	168274	C000408
N1-methyl-2-pyridone-5-carboxamide	C05842	69698	C000409
N1-methyladenosine	C02494	27476	C000410
N1-methylguanosine	NA	96373	C000411
N1-methylinosine	NA	650095	C000412
N2,N2-dimethylguanosine	NA	135501639	C000413
N2,N5-diacetylornithine	NA	65977	C000414
N2-acetyl,N6,N6-dimethyllysine	NA	NA	C000415
N2-acetyl,N6-methyllysine	NA	NA	C000416
N2-acetyllysine	C12989	92907	C000417
N2-methylguanosine	NA	135501934	C000418
N4-acetyl-5-hydroxysulfamethoxazole*	NA	NA	C000419
N4-acetylcytidine	NA	107461	C000420
N4-acetylsulfamethoxazole*	D01601,C13061	65280	C000421
N6,N6,N6-trimethyllysine	C03793	440120	C000422
N6,N6-dimethyllysine	C05545	193344	C000423
N6-acetyllysine	C02727	92832	C000424
N6-carbamoylthreonyladenosine	NA	161466	C000425
N6-methyllysine	C02728	164795	C000426
N6-succinyladenosine	NA	165243	C000427
O-desmethyltramadol	NA	9838803	C000428
O-desmethyltramadol glucuronide	NA	29919005	C000429
O-desmethylvenlafaxine	D07793	125017	C000430
O-sulfo-tyrosine	NA	514186	C000431
S-(3-hydroxypropyl)mercapturic acid (HPMA)	NA	119083	C000432
S-1-pyrroline-5-carboxylate	C04322	11966181	C000433
S-adenosylhomocysteine (SAH)	C00021	439155	C000434
S-allylcysteine	NA	98280	C000435
S-carboxyethylcysteine	NA	NA	C000436
S-methylcysteine	NA	24417,7058174,88180	C000437
S-methylcysteine sulfoxide	NA	82142	C000438
S-methylmethionine	C05319	458	C000439
THC carboxylic acid	NA	107885	C000440
THC carboxylic acid glucuronide	NA	NA	C000441
acesulfame	NA	36573	C000442
acetylcarnitine (C2)	C02571	7045767	C000443
acisoga	NA	129397	C000444
aconitate [cis or trans]	C004174,C02341	444212,643757	C000445
adenine	C00147	190	C000446
adenosine 3',5'-cyclic monophosphate (cAMP)	C00575	6076	C000447
adenosine 5'-monophosphate (AMP)	C00020	6083	C000448
adipoylcarnitine (C6-DC)	NA	71296139	C000449
adrenate (22:4n6)	C16527	5282844,5497181	C000450
adrenoylcarnitine (C22:4)*	NA	NA	C000451
alanine	C00041	5950	C000452
allantoin	C02348,C01551,C02350	439714,204,439713	C000453
alliin	C08265	87310	C000454
allo-threonine	C05519	99289	C000455
allopurinol	D00224	135401907	C000456
allopurinol riboside	NA	135407110	C000457
alpha-CEHC	NA	9943542	C000458
alpha-CEHC glucuronide*	NA	134819285	C000459
alpha-CEHC sulfate	NA	NA	C000460
alpha-CMBHC glucuronide	NA	NA	C000461
alpha-hydroxycaproate	NA	99824	C000462
alpha-hydroxyisocaproate	C03264	83697,92779,439960	C000463
alpha-hydroxyisovalerate	NA	99823	C000464
alpha-hydroxymetoprolol	NA	114962	C000465
alpha-ketobutyrate	C00109	58	C000466
alpha-ketoglutaramate*	C00940	48	C000467
alpha-ketoglutarate	C00026	51	C000468
alpha-tocopherol	C02477	86472	C000469
amoxicillin	DG00520,C06827,D00229	33613	C000470
andro steroid monosulfate C19H28O6S (1)*	NA	159663	C000471
androstenediol (3alpha, 17alpha) monosulfate (2)	NA	NA	C000472
androstenediol (3alpha, 17alpha) monosulfate (3)	NA	NA	C000473
androstenediol (3beta,17beta) disulfate (1)	C04295	87120982	C000474
androstenediol (3beta,17beta) disulfate (2)	NA	87120982	C000475
androstenediol (3beta,17beta) monosulfate (1)	NA	129670631,13847309	C000476
androstenediol (3beta,17beta) monosulfate (2)	NA	NA	C000477
androsterone glucuronide	C11135	114833	C000478
androsterone sulfate	NA	159663	C000479
anserine	C01262	112072	C000480
anthranilate	C00108	227	C000481
arabinose	C00216	66308	C000482
arabitol/xylitol	C00379,C00542,C01904	94154,6912	C000483
arabonate/xylonate	C00502,C05411	122045,6602431	C000484
arachidate (20:0)	C06425	10467	C000485
arachidonate (20:4n6)	C00219	444899	C000486
arachidonoylcarnitine (C20:4)	NA	136212424	C000487
arachidonoylcholine	NA	122198216	C000488
arachidoylcarnitine (C20)*	NA	53477833	C000489
argininate*	NA	160437	C000490
arginine	C00062	6322	C000491
ascorbate (vitamin C)	D00018,C00072	54670067	C000492
ascorbic acid 2-sulfate	NA	54676864	C000493
