compound_id	chemical_name	analysismode	mz	rt
C000081	L-HISTIDINE	RP_POS	156.0767	0.71
C000082	L-Isoleucine	RP_POS	132.1019	2.07
C000083	L-KYNURENINE	RP_POS	209.092	6.42
C000084	LL-2,6-DIAMINOHEPTANEDIOATE	RP_POS	191.1024	0.86
C000085	L-LEUCINE	RP_POS	132.102	2.33
C000086	L-Leucine 13C6	RP_POS	138.1221	2.34
C000087	L-Leucine-D10	RP_POS	142.1647	2.31
C000088	L-METHIONINE_R1	RP_POS	150.0584	1.69
C000089	L-METHIONINE_R2	RP_POS	150.0584	1.34
C000090	L-Phenylalanine 13C6	RP_POS	172.1064	6.11
C000091	L-PROLINE	RP_POS	116.0707	0.83
C000092	L-SERINE	RP_POS	106.0499	0.7
C000093	L-Tyrosine 13C6	RP_POS	188.1011	3.22
C000094	L-VALINE/5-AMINOPENTANOATE/L-NORVALINE	RP_POS	118.0863	1.16
C000095	LysoPC (16:0)_R1	RP_POS	496.3394	13.53
C000096	LysoPC (16:0)_R2	RP_POS	496.3395	13.69
C000097	LysoPC (16:1)_R1	RP_POS	494.3238	12.72
C000098	LysoPC (16:1)_R2	RP_POS	494.3238	12.88
C000099	LysoPC (18:0)	RP_POS	524.3706	14.89
C000100	LysoPC (18:2)_R1	RP_POS	520.3395	13.06
C000101	LysoPC (18:2)_R2	RP_POS	520.3395	13.19
C000102	LysoPE (18:0)_R1	RP_POS	482.3241	14.36
C000103	LysoPE (18:0)_R2	RP_POS	482.3239	14.5
C000104	LysoPE (18:1)_R1	RP_POS	480.3085	13.5
C000105	LysoPE (18:1)_R2	RP_POS	480.3085	13.64
C000106	LysoPE (20:4)_R1	RP_POS	502.2926	12.92
C000107	LysoPE (20:4)_R2	RP_POS	502.2925	13.03
C000108	LysoPE (22:6)_R1	RP_POS	526.2926	12.87
C000109	LysoPE (22:6)_R2	RP_POS	526.2926	13.02
C000110	Methionine Sulfoxide	RP_POS	166.0532	0.77
C000111	METHYL INDOLE-3-ACETATE	RP_POS	190.0861	10.53
C000112	Myristoylcarnitine	RP_POS	372.3101	14.08
C000113	N(PAI)-METHYL-L-HISTIDINE	RP_POS	170.0922	0.73
C000114	N1-Methyl-4-pyridone-5-carboxamide	RP_POS	153.0658	4.84
C000115	N-Acetyl-Arginine	RP_POS	217.1294	1.53
C000116	N-ACETYLGLYCINE	RP_POS	140.0321	1.16
C000117	N-ACETYL-L-ASPARTIC ACID_R1	RP_POS	176.0554	1.55
C000118	N-ACETYL-L-ASPARTIC ACID_R2	RP_POS	176.0554	1.39
C000119	N-ACETYLPUTRESCINE	RP_POS	131.1178	1.08
C000120	N-ALPHA-ACETYL-L-LYSINE	RP_POS	189.1233	1.21
C000121	N-BOC-L-Aspartic Acid_R1	RP_POS	256.0788	8.49
C000122	N-BOC-L-Aspartic Acid_R2	RP_POS	134.0448	8.48
C000123	N-BOC-L-tert-Leucine	RP_POS	132.1018	10.85
C000124	N-BOC-L-Tryptophan_R1	RP_POS	327.131	11.43
C000125	N-BOC-L-Tryptophan_R2	RP_POS	205.0971	11.43
C000126	NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE	RP_POS	189.1596	0.72
C000127	NICOTINAMIDE	RP_POS	123.0554	1.58
C000128	NICOTINAMIDE-N-OXIDE	RP_POS	139.0502	1.52
C000129	N-METHYL-D-ASPARTIC ACID	RP_POS	148.0603	0.75
C000130	N-Methylnicotinamide	RP_POS	137.0709	0.87
C000131	O-ACETYL-L-SERINE	RP_POS	148.0604	1.04
C000132	Octanoylcarnitine	RP_POS	288.2166	10.38
C000133	Pantothenic Acid	RP_POS	220.1176	6.6
C000134	Phenylalanine	RP_POS	166.0862	6.11
C000135	PIPECOLATE/L-PIPECOLIC ACID	RP_POS	130.0864	1.22
C000136	Proprionylcarnitine	RP_POS	218.1386	6.6
C000137	Pulegone	RP_POS	153.1274	6.57
C000138	PYRIDOXAL	RP_POS	168.0654	1.82
C000139	Pyroglutamic Acid	RP_POS	130.05	1.73
C000140	SEROTONIN	RP_POS	177.1021	6.85
C000141	SEROTONIN-NH3	RP_POS	160.0756	6.83
C000142	Source Fragment TRP	RP_POS	118.0652	7.6
C000143	Sphingosine (d18:1)	RP_POS	300.2895	13.54
C000144	Stachydrine	RP_POS	144.1019	1.13
C000145	SUCCINATE	RP_POS	141.016	2.19
C000146	TAURINE	RP_POS	126.022	0.71
C000147	Taurochenodesoxycholic acid (T-CDCA)_R1	RP_POS	500.3038	10.66
C000148	Taurochenodesoxycholic acid (T-CDCA)_R2	RP_POS	464.2824	10.54
C000149	Tetrahydrothiophene-1-oxide	RP_POS	105.0369	2.2
C000150	THREONINE/HOMOSERINE	RP_POS	120.0656	0.72
C000151	Tryptophan	RP_POS	205.0972	7.6
C000152	Tryptophan-2,3,3-D3	RP_POS	208.1159	7.6
C000153	Tryptophan-NH3	RP_POS	188.0706	7.6
C000154	URATE	RP_POS	169.0356	1.77
C000155	URIDINE	RP_POS	267.0585	2.71
C000156	UROCANATE_R1	RP_POS	139.0501	2.06
C000157	UROCANATE_R2	RP_POS	139.0502	1.9
C000158	Ursodeoxycholic Acid (UDCA)_R1	RP_POS	375.2888	11.51
C000159	Ursodeoxycholic Acid (UDCA)_R2	RP_POS	357.2781	11.49
C000160	Xanthurenic Acid	RP_POS	206.0449	7.47
C000161	18-HEPE	RP_NEG	317.212	13.14
C000162	12(S)-HETE	RP_NEG	319.2274	14.08
C000163	2,4-Dinitrophenol (herbicide)	RP_NEG	183.0045	11
C000164	2-HYDROXY-4-(METHYLTHIO)BUTYRIC ACID	RP_NEG	149.0265	6.55
C000165	2-Hydroxyhippuric acid	RP_NEG	194.0457	7.26
C000166	3-(2-HYDROXYPHENYL)PROPANOATE	RP_NEG	165.0556	8.73
C000167	3-(4-HYDROXYPHENYL)LACTATE	RP_NEG	181.0505	6.94
C000168	3,4-Dihydroxybenzenesulfonic Acid_R1	RP_NEG	188.9862	6.79
C000169	3,4-Dihydroxybenzenesulfonic Acid_R2	RP_NEG	188.9862	6.59
C000170	3,4-Dihydroxyphenyl propionic acid	RP_NEG	181.0602	7.89
C000171	3-Hydroxydecanoic acid	RP_NEG	187.1338	11.29
C000172	3-METHYL-2-OXOVALERIC ACID	RP_NEG	129.0557	6.66
C000173	3-SULFINO-L-ALANINE	RP_NEG	152.0021	0.81
C000174	3-UREIDOPROPIONATE	RP_NEG	131.0459	1.22
C000175	4-GUANIDINOBUTANOATE	RP_NEG	144.0777	1.56
C000176	4-Hydroxybenzenesulfonic Acid	RP_NEG	172.9912	7.05
C000177	4-Hydroxyphenylacetate	RP_NEG	151.0399	8.27
C000178	4-METHYL-2-OXO-PENTANOIC ACID	RP_NEG	129.0557	7.26
C000179	4-oxoproline	RP_NEG	128.0353	1.69
C000180	5-AMINOLEVULINIC ACID	RP_NEG	130.0508	0.82
C000181	5-hydroxyindoleacetic acid	RP_NEG	190.0507	6.43
C000182	5-HYDROXY-L-TRYPTOPHAN_R1	RP_NEG	219.0784	6.14
C000183	5-HYDROXY-L-TRYPTOPHAN_R2	RP_NEG	219.0773	6.86
C000184	6-Hydroxycaproic acid_R1	RP_NEG	131.0713	7.79
C000185	6-Hydroxycaproic acid_R2	RP_NEG	131.0713	7.91
C000186	ALDOPENTOSE	RP_NEG	149.0454	0.84
C000187	a-LINOLENIC ACID	RP_NEG	277.217	15.43
C000188	ALLANTOIN	RP_NEG	157.0365	0.8
C000189	ALPHA-HYDROXYISOBUTYRIC ACID	RP_NEG	103.0397	2.42
C000190	ALPHA-KETOGLUTARIC ACID	RP_NEG	145.0141	1.04
C000191	ANTHRANILATE	RP_NEG	136.0403	7.93
C000192	Arachidonic Acid (20:4)	RP_NEG	303.2326	15.92
C000193	ASCORBIC ACID	RP_NEG	175.0246	1.16
C000194	ASPARTATE	RP_NEG	132.0301	0.79
C000195	AZELAIC ACID	RP_NEG	187.0974	8.62
C000196	Biliverdin	RP_NEG	581.24	11.76
C000197	Billirubin	RP_NEG	583.2552	11.64
C000198	BOC-L-Tyrosine_R1	RP_NEG	280.1186	9.99
C000199	BOC-L-Tyrosine_R2	RP_NEG	206.0457	9.99
C000200	C6H12O6-HEXOSE/KETOSE/INOSITOL	RP_NEG	179.056	0.73
C000201	Caffeine-D3	RP_NEG	196.0915	7.84
C000202	CATECHOL	RP_NEG	109.0293	6.95
C000203	Chenodeoxycholic Acid (CDCA)_R1	RP_NEG	437.2906	12.35
C000204	Chenodeoxycholic Acid (CDCA)_R2	RP_NEG	391.285	12.38
C000205	CHOLATE	RP_NEG	407.2795	10.46
C000206	Cholic Acid_R1	RP_NEG	453.2854	11.14
C000207	Cholic Acid_R2	RP_NEG	407.2797	11.15
C000208	CITRAMALATE	RP_NEG	147.0298	2.18
C000209	CITRATE	RP_NEG	191.0195	1.75
C000210	CITRIC ACID-13C6	RP_NEG	197.0396	1.75
C000211	CITRULLINE	RP_NEG	174.0882	0.77
C000212	CREATINE	RP_NEG	130.0621	0.88
C000213	DEOXYCHOLATE	RP_NEG	391.2849	11.7
C000214	D-GLUCURONIC ACID/D-GLUCURONOLACTONE/D-(+)-GALACTURONIC ACID	RP_NEG	193.0352	0.75
C000215	Docosahexaenoic Acid (22:6)	RP_NEG	327.2326	15.69
C000216	EDTA	RP_NEG	291.0832	0.96
C000217	Eicosapentaenoic Acid	RP_NEG	301.217	15.29
C000218	ERYTHRITOL	RP_NEG	157.0259	0.97
C000219	Ferulic acid sulfate	RP_NEG	273.0075	8.14
C000220	GLUCONIC ACID/D-GULONIC ACID GAMA-LACTONE	RP_NEG	195.0508	0.74
C000221	GLUCOSE/FRUCTOSE_R1	RP_NEG	217.0294	0.73
C000222	GLUCOSE/FRUCTOSE_R2	RP_NEG	215.0327	0.73
C000223	GLYCERIC ACID_R1	RP_NEG	105.019	0.9
C000224	GLYCERIC ACID_R2	RP_NEG	105.0188	0.8
C000225	GLYCOCHOLATE_R1	RP_NEG	464.3014	9.77
C000226	GLYCOCHOLATE_R2	RP_NEG	464.3014	9.9
C000227	Glycocholic Acid (GCA)	RP_NEG	464.3015	10.46
C000228	Glycodeoxycholic acid (GDCA)	RP_NEG	448.3067	11.34
C000229	GLYCOLATE	RP_NEG	75.0081	0.84
C000230	Glycoursodeoxycholic acid (G-UDCA)_R1	RP_NEG	448.3067	10.74
C000231	Glycoursodeoxycholic acid (G-UDCA)_R2	RP_NEG	448.3067	10.64
C000232	HEXANESULFONIC ACID-Sulfate	RP_NEG	79.9565	8.07
C000233	HYPOXANTHINE	RP_NEG	135.0309	1.98
C000234	INDOLE-3-ACETATE	RP_NEG	174.0559	9.12
C000235	INDOXYL SULFATE	RP_NEG	212.0022	7.78
C000236	ISOCITRIC ACID	RP_NEG	191.0196	1.1
C000237	Kynurenic Acid	RP_NEG	188.0351	7.67
C000238	LACTATE	RP_NEG	89.0237	1.17
C000239	LACTATE-dimer	RP_NEG	201.0379	1.19
C000240	L-CARNITINE	RP_NEG	196.0744	0.91
C000241	L-Cysteine-S-Sulfate	RP_NEG	199.9689	0.78
C000242	L-GLUTAMIC ACID	RP_NEG	146.0458	0.76
C000243	L-GLUTAMINE	RP_NEG	145.0617	0.73
C000244	L-HISTIDINE	RP_NEG	154.0621	0.73
C000245	Linoleic Acid (18:2)	RP_NEG	279.2326	16.16
C000246	L-ISOLEUCINE	RP_NEG	130.0872	2.32
C000247	LL-2,6-DIAMINOHEPTANEDIOATE	RP_NEG	189.088	0.82
C000248	L-Leucine-13C6	RP_NEG	136.1074	2.33
C000249	L-METHIONINE	RP_NEG	148.0436	1.34
C000250	L-Phenylalanine-13C6	RP_NEG	170.0917	6.08
C000251	L-SERINE	RP_NEG	104.035	0.73
C000252	L-Tyrosine-13C6	RP_NEG	186.0865	3.2
C000253	L-VALINE	RP_NEG	116.0716	1.08
C000254	LysoPC (18:1)	RP_NEG	566.3458	13.84
C000255	LysoPE (16:0)	RP_NEG	452.2781	13.45
C000256	LysoPE (18:0)	RP_NEG	480.3093	14.5
C000257	LysoPE (18:1)_R1	RP_NEG	478.2937	13.46
C000258	LysoPE (18:1)_R2	RP_NEG	478.2937	13.62
C000259	LysoPE (20:4)	RP_NEG	500.2781	13.01
C000260	LysoPE (22:6)	RP_NEG	524.2779	13.01
C000261	MALATE	RP_NEG	133.0142	1.16
C000262	Mannitol	RP_NEG	181.0715	0.82
C000263	METHYL BETA-D-GALACTOSIDE	RP_NEG	193.0725	1.12
C000264	Mono-(2-Ethylhexyl) Phthalate Dimer	RP_NEG	540.3302	13.67
C000265	N-ACETYL-DL-SERINE	RP_NEG	146.0457	1.06
C000266	N-ACETYL-D-MANNOSAMINE	RP_NEG	256.0592	0.77
C000267	N-ACETYLGLYCINE	RP_NEG	116.0352	1.16
C000268	NALPHA-ACETYL-L-LYSINE	RP_NEG	187.1086	1.23
C000269	N-AMIDINO-L-ASPARTATE	RP_NEG	174.052	0.85
C000270	N-BOC-L-Aspartic Acid_R1	RP_NEG	158.0094	8.49
C000271	N-BOC-L-Aspartic Acid_R2	RP_NEG	232.0824	8.49
C000272	N-BOC-L-tert-Leucine_R1	RP_NEG	230.1394	10.85
C000273	N-BOC-L-tert-Leucine_R2	RP_NEG	156.0665	10.85
C000274	N-BOC-L-Tryptophan_R1	RP_NEG	303.1345	11.43
C000275	N-BOC-L-Tryptophan_R2	RP_NEG	229.0616	11.43
C000276	N-FORMYLGLYCINE	RP_NEG	102.0194	0.96
C000277	N-METHYL-L-GLUTAMATE	RP_NEG	160.0614	0.8
C000278	P-Cresol Sulfate	RP_NEG	187.0068	8.46
C000279	Plasmenyl-LysoPE (P-18:1)	RP_NEG	462.2993	13.89
C000280	Propionic Acid-13C3	RP_NEG	76.0388	2.22
C000281	PYRIDOXAL	RP_NEG	166.0507	2.05
C000282	Salicylamide	RP_NEG	136.0403	9.15
C000283	Salicylic Acid-D4	RP_NEG	141.0495	9.91
C000284	SARCOSINE/BETA-ALANINE	RP_NEG	88.0398	0.88
C000285	SHIKIMATE	RP_NEG	173.0454	1.32
C000286	Sphingosine-1-phosphate	RP_NEG	378.2411	12.42
C000287	SUCCINATE	RP_NEG	117.0192	2.22
C000288	SUCCINIC ACID-13C4	RP_NEG	121.0323	2.22
C000289	Sulfoacetaldehyde	RP_NEG	122.9757	0.83
C000290	TARTARIC ACID	RP_NEG	149.009	0.83
C000291	TAURINE	RP_NEG	124.0072	0.71
C000292	Taurochenodesoxycholic acid (T-CDCA)	RP_NEG	498.2889	10.55
C000293	Taurocholic acid (TCA)	RP_NEG	514.2839	9.9
C000294	Tauroursodeoxycholic acid (T-UDCA)	RP_NEG	498.2888	9.98
C000295	Testosterone sulfate	RP_NEG	367.1581	10.62
C000296	THREONINE/HOMOSERINE	RP_NEG	118.0508	0.72
C000297	Tryptophan	RP_NEG	203.0825	7.59
C000298	URATE	RP_NEG	167.0208	1.79
C000299	URIDINE	RP_NEG	243.0619	2.74
C000300	Ursodeoxycholic Acid (UDCA)	RP_NEG	437.2906	11.57
C000301	Vanilloylglycine	RP_NEG	224.0552	7.59
C000302	XANTHINE	RP_NEG	151.0259	2.43
C000303	Xanthurenic Acid	RP_NEG	204.0299	7.46
C000304	100.0233_1.70	RP_POS	100.0233	1.7
C000305	100.0475_4.06	RP_POS	100.0475	4.06
C000306	100.0758_4.91	RP_POS	100.0758	4.91
C000307	100.1022_4.91	RP_POS	100.1022	4.91
C000308	100.1118_3.81	RP_POS	100.1118	3.81
C000309	100.5153_1.93	RP_POS	100.5153	1.93
C000310	101.0032_1.15	RP_POS	101.0032	1.15
C000311	101.0234_6.42	RP_POS	101.0234	6.42
C000312	101.0235_2.20	RP_POS	101.0235	2.2
C000313	101.0311_1.19	RP_POS	101.0311	1.19
C000314	101.0598_3.91	RP_POS	101.0598	3.91
C000315	101.0598_5.52	RP_POS	101.0598	5.52
C000316	101.0598_3.57	RP_POS	101.0598	3.57
C000317	101.0790_6.57	RP_POS	101.079	6.57
C000318	101.5231_2.12	RP_POS	101.5231	2.12
C000319	101.5231_2.26	RP_POS	101.5231	2.26
C000320	102.0371_1.12	RP_POS	102.0371	1.12
C000321	102.0800_4.91	RP_POS	102.08	4.91
C000322	103.0132_1.92	RP_POS	103.0132	1.92
C000323	103.0213_1.98	RP_POS	103.0213	1.98
C000324	103.0277_2.19	RP_POS	103.0277	2.19
C000325	103.0390_6.98	RP_POS	103.039	6.98
C000326	103.0584_1.38	RP_POS	103.0584	1.38
C000327	103.5205_1.19	RP_POS	103.5205	1.19
C000328	104.0185_1.17	RP_POS	104.0185	1.17
C000329	104.0222_1.20	RP_POS	104.0222	1.2
C000330	104.0617_6.11	RP_POS	104.0617	6.11
C000331	104.1030_13.69	RP_POS	104.103	13.69
C000332	104.5234_8.48	RP_POS	104.5234	8.48
C000333	105.0336_7.91	RP_POS	105.0336	7.91
C000334	105.0547_2.04	RP_POS	105.0547	2.04
C000335	105.0547_2.23	RP_POS	105.0547	2.23
C000336	105.0698_6.12	RP_POS	105.0698	6.12
C000337	105.0740_0.95	RP_POS	105.074	0.95
C000338	105.5092_1.25	RP_POS	105.5092	1.25
C000339	105.5171_1.19	RP_POS	105.5171	1.19
C000340	106.0101_2.18	RP_POS	106.0101	2.18
C000341	106.0109_1.25	RP_POS	106.0109	1.25
C000342	106.0233_1.51	RP_POS	106.0233	1.51
C000343	106.0233_1.18	RP_POS	106.0233	1.18
C000344	106.0413_10.85	RP_POS	106.0413	10.85
C000345	106.0414_2.85	RP_POS	106.0414	2.85
C000346	106.0499_6.62	RP_POS	106.0499	6.62
C000347	106.0500_1.07	RP_POS	106.05	1.07
C000348	106.5072_1.25	RP_POS	106.5072	1.25
C000349	107.0398_1.19	RP_POS	107.0398	1.19
C000350	107.0488_3.21	RP_POS	107.0488	3.21
C000351	107.0491_11.11	RP_POS	107.0491	11.11
C000352	107.0491_6.13	RP_POS	107.0491	6.13
C000353	107.0492_8.62	RP_POS	107.0492	8.62
C000354	107.0492_9.75	RP_POS	107.0492	9.75
C000355	107.0492_7.46	RP_POS	107.0492	7.46
C000356	107.0856_7.34	RP_POS	107.0856	7.34
C000357	107.5054_1.17	RP_POS	107.5054	1.17
C000358	107.5230_1.43	RP_POS	107.523	1.43
C000359	107.5231_4.07	RP_POS	107.5231	4.07
C000360	107.5231_2.84	RP_POS	107.5231	2.84
C000361	107.5231_3.50	RP_POS	107.5231	3.5
C000362	108.0119_1.25	RP_POS	108.0119	1.25
C000363	108.0257_2.24	RP_POS	108.0257	2.24
C000364	108.0478_1.69	RP_POS	108.0478	1.69
C000365	108.5127_2.19	RP_POS	108.5127	2.19
C000366	108.5308_5.81	RP_POS	108.5308	5.81
C000367	108.5309_3.90	RP_POS	108.5309	3.9
C000368	108.5309_3.61	RP_POS	108.5309	3.61
C000369	108.5309_5.58	RP_POS	108.5309	5.58
C000370	108.5366_7.97	RP_POS	108.5366	7.97
C000371	109.0048_2.16	RP_POS	109.0048	2.16
C000372	109.0286_1.71	RP_POS	109.0286	1.71
C000373	109.0321_2.21	RP_POS	109.0321	2.21
C000374	109.0517_4.85	RP_POS	109.0517	4.85
C000375	109.0649_3.22	RP_POS	109.0649	3.22
C000376	109.0649_8.25	RP_POS	109.0649	8.25
C000377	109.0649_7.74	RP_POS	109.0649	7.74
C000378	109.5262_1.68	RP_POS	109.5262	1.68
C000379	109.5388_1.45	RP_POS	109.5388	1.45
C000380	110.0125_4.17	RP_POS	110.0125	4.17
C000381	110.0350_1.95	RP_POS	110.035	1.95
C000382	110.0601_7.83	RP_POS	110.0601	7.83
C000383	110.0602_2.51	RP_POS	110.0602	2.51
C000384	110.5284_2.07	RP_POS	110.5284	2.07
C000385	110.5284_2.25	RP_POS	110.5284	2.25
C000386	110.9754_1.19	RP_POS	110.9754	1.19
C000387	111.0080_11.53	RP_POS	111.008	11.53
C000388	111.0290_1.17	RP_POS	111.029	1.17
C000389	111.0439_7.31	RP_POS	111.0439	7.31
C000390	111.0442_3.52	RP_POS	111.0442	3.52
C000391	111.1166_16.15	RP_POS	111.1166	16.15
C000392	111.5313_1.70	RP_POS	111.5313	1.7
C000393	111.9846_7.28	RP_POS	111.9846	7.28
C000394	112.0233_1.92	RP_POS	112.0233	1.92
C000395	112.0506_5.26	RP_POS	112.0506	5.26
C000396	112.0757_6.98	RP_POS	112.0757	6.98
C000397	112.5250_2.24	RP_POS	112.525	2.24
C000398	112.5256_1.93	RP_POS	112.5256	1.93
C000399	112.5258_1.19	RP_POS	112.5258	1.19
C000400	112.5259_1.46	RP_POS	112.5259	1.46
C000401	113.0311_2.02	RP_POS	113.0311	2.02
C000402	113.0311_2.23	RP_POS	113.0311	2.23
C000403	113.0312_2.34	RP_POS	113.0312	2.34
C000404	113.0347_2.71	RP_POS	113.0347	2.71
C000405	113.0348_6.42	RP_POS	113.0348	6.42
C000406	113.0596_11.78	RP_POS	113.0596	11.78
C000407	113.0963_6.04	RP_POS	113.0963	6.04
C000408	113.5230_3.53	RP_POS	113.523	3.53
C000409	113.9861_7.90	RP_POS	113.9861	7.9
C000410	114.0209_1.70	RP_POS	114.0209	1.7
C000411	114.0915_7.06	RP_POS	114.0915	7.06
C000412	114.1269_7.07	RP_POS	114.1269	7.07
C000413	114.1277_10.05	RP_POS	114.1277	10.05
C000414	114.5128_3.40	RP_POS	114.5128	3.4
C000415	114.5132_1.48	RP_POS	114.5132	1.48
C000416	114.5145_1.24	RP_POS	114.5145	1.24
C000417	115.0068_1.93	RP_POS	115.0068	1.93
C000418	115.0121_1.26	RP_POS	115.0121	1.26
C000419	115.0214_3.91	RP_POS	115.0214	3.91
C000420	115.0284_2.14	RP_POS	115.0284	2.14
C000421	115.0286_1.80	RP_POS	115.0286	1.8
C000422	115.0286_1.19	RP_POS	115.0286	1.19
C000423	115.0287_1.33	RP_POS	115.0287	1.33
C000424	115.0391_6.42	RP_POS	115.0391	6.42
C000425	115.0392_1.62	RP_POS	115.0392	1.62
C000426	115.0393_2.71	RP_POS	115.0393	2.71
C000427	115.0466_10.85	RP_POS	115.0466	10.85
C000428	115.0585_1.64	RP_POS	115.0585	1.64
C000429	115.0634_0.90	RP_POS	115.0634	0.9
