compound_id	BIOCHEMICAL	KEGG	PUBCHEM
CPD00979	MAG(20:5)	NA	NA
CPD00980	MAG(22:0)	NA	NA
CPD00981	MAG(22:1)	NA	NA
CPD00982	MAG(22:2)	NA	NA
CPD00983	MAG(22:4)	NA	NA
CPD00984	MAG(22:5)	NA	NA
CPD00985	MAG(22:6)	NA	NA
CPD00986	MAG(24:0)	NA	NA
CPD00987	MAG(24:1)	NA	NA
CPD00123	N,N,N-trimethyl-5-aminovalerate	NA	NA
CPD00124	N,N,N-trimethyl-alanylproline betaine (TMAP)	NA	NA
CPD00125	N,N-dimethylalanine	NA	5488191
CPD00688	N,O-didesmethylvenlafaxine glucuronide	NA	NA
CPD00732	N-(2-furoyl)glycine	NA	21863
CPD00126	N-acetyl-1-methylhistidine*	NA	193270
CPD00453	N-acetyl-2-aminooctanoate*	NA	95555
CPD00127	N-acetyl-aspartyl-glutamate (NAAG)	C12270	5255
CPD00540	N-acetyl-beta-alanine	C01073	76406
CPD00128	N-acetyl-isoputreanine*	NA	NA
CPD00129	N-acetylalanine	C02847	88064
CPD00733	N-acetylalliin	NA	NA
CPD00130	N-acetylarginine	C02562	67427
CPD00131	N-acetylasparagine	NA	99715
CPD00132	N-acetylaspartate (NAA)	C01042	65065
CPD00133	N-acetylcarnosine	NA	9903482
CPD00212	N-acetylglucosamine/N-acetylgalactosamine	NA	24139
CPD00213	N-acetylglucosaminylasparagine	C04540	123826
CPD00134	N-acetylglutamate	C00624	70914
CPD00135	N-acetylglutamine	C02716	182230
CPD00136	N-acetylglycine	NA	10972
CPD00137	N-acetylhistidine	C02997	75619
CPD00138	N-acetylisoleucine	NA	2802421
CPD00139	N-acetylleucine	C02710	70912
CPD00140	N-acetylmethionine	C02712	448580
CPD00214	N-acetylneuraminate	C00270	439197
CPD00141	N-acetylphenylalanine	C03519	74839
CPD00142	N-acetylputrescine	C02714	122356
CPD00143	N-acetylserine	NA	65249
CPD00144	N-acetyltaurine	NA	159864
CPD00145	N-acetylthreonine	NA	152204
CPD00146	N-acetyltryptophan	C03137	700653
CPD00147	N-acetylvaline	NA	66789
CPD00148	N-alpha-acetylornithine	C00437	439232
CPD00149	N-carbamoylalanine	NA	426409
CPD00150	N-delta-acetylornithine	NA	9920500
CPD00652	N-ethylglycinexylidide	C16561	24415
CPD00151	N-formylanthranilic acid	C05653	101399
CPD00152	N-formylmethionine	C03145	439750
CPD00153	N-methylalanine	C02721	5288725
CPD00154	N-methylhydroxyproline**	NA	NA
CPD00590	N-methylpipecolate	NA	11286529
CPD00155	N-methylproline	NA	557
CPD00454	N-oleoylserine	NA	NA
CPD00455	N-oleoyltaurine	NA	6437033
CPD00734	N-oxalyl glycine (NOG)	NA	3080614
CPD00456	N-palmitoylglycine	NA	151008
CPD00457	N-palmitoylserine	NA	6453686
CPD00237	N1-Methyl-2-pyridone-5-carboxamide	C05842	69698
CPD00238	N1-Methyl-4-pyridone-3-carboxamide	C05843	440810
CPD00541	N1-methyladenosine	C02494	27476
CPD00542	N1-methylinosine	NA	65095
CPD00543	N2,N2-dimethylguanosine	NA	92919
CPD00156	N2,N5-diacetylornithine	NA	10398396
CPD00157	N2-acetyl,N6-methyllysine	NA	NA
CPD00544	N4-acetylcytidine	NA	107461
CPD00158	N6,N6,N6-trimethyllysine	C03793	440120
CPD00159	N6,N6-dimethyllysine	C05545	193344
CPD00160	N6-acetyllysine	C02727	92832
CPD00545	N6-carbamoylthreonyladenosine	NA	161466
CPD00215	N6-carboxymethyllysine	NA	123800
CPD00161	N6-methyllysine	C02728	164795
CPD00162	O-acetylhomoserine	C01077	439389
CPD00689	O-desmethylvenlafaxine	D07793	125017
CPD00629	O-sulfo-L-tyrosine	NA	514186
CPD00988	PC(12:0/16:1)	NA	NA
CPD00989	PC(12:0/18:1)	NA	NA
CPD00990	PC(12:0/18:2)	NA	NA
CPD00991	PC(12:0/20:2)	NA	NA
CPD00992	PC(14:0/14:0)	NA	NA
CPD00993	PC(14:0/16:1)	NA	NA
CPD00994	PC(14:0/18:1)	NA	NA
CPD00995	PC(14:0/18:2)	NA	NA
CPD00996	PC(14:0/18:3)	NA	NA
CPD00997	PC(14:0/20:2)	NA	NA
CPD00998	PC(14:0/20:3)	NA	NA
CPD00999	PC(14:0/20:4)	NA	NA
CPD01000	PC(14:0/20:5)	NA	NA
CPD01001	PC(14:0/22:4)	NA	NA
CPD01002	PC(14:0/22:5)	NA	NA
CPD01003	PC(14:0/22:6)	NA	NA
CPD01004	PC(15:0/16:1)	NA	NA
CPD01005	PC(15:0/18:1)	NA	NA
CPD01006	PC(15:0/18:2)	NA	NA
CPD01007	PC(15:0/20:3)	NA	NA
CPD01008	PC(15:0/20:4)	NA	NA
CPD01009	PC(15:0/20:5)	NA	NA
CPD01010	PC(15:0/22:5)	NA	NA
CPD01011	PC(15:0/22:6)	NA	NA
CPD01012	PC(16:0/12:0)	NA	NA
CPD01013	PC(16:0/14:0)	NA	NA
CPD01014	PC(16:0/14:1)	NA	NA
CPD01015	PC(16:0/16:0)	NA	NA
CPD01016	PC(16:0/16:1)	NA	NA
CPD01017	PC(16:0/18:0)	NA	NA
CPD01018	PC(16:0/18:1)	NA	NA
CPD01019	PC(16:0/18:2)	NA	NA
CPD01020	PC(16:0/18:3)	NA	NA
CPD01021	PC(16:0/18:4)	NA	NA
CPD01022	PC(16:0/20:1)	NA	NA
CPD01023	PC(16:0/20:2)	NA	NA
CPD01024	PC(16:0/20:3)	NA	NA
CPD01025	PC(16:0/20:4)	NA	NA
CPD01026	PC(16:0/20:5)	NA	NA
CPD01027	PC(16:0/22:1)	NA	NA
CPD01028	PC(16:0/22:4)	NA	NA
CPD01029	PC(16:0/22:5)	NA	NA
CPD01030	PC(16:0/22:6)	NA	NA
CPD01031	PC(17:0/16:1)	NA	NA
CPD01032	PC(17:0/18:1)	NA	NA
CPD01033	PC(17:0/18:2)	NA	NA
CPD01034	PC(17:0/18:3)	NA	NA
CPD01035	PC(17:0/20:3)	NA	NA
CPD01036	PC(17:0/20:4)	NA	NA
CPD01037	PC(17:0/20:5)	NA	NA
CPD01038	PC(17:0/22:5)	NA	NA
CPD01039	PC(17:0/22:6)	NA	NA
CPD01040	PC(18:0/12:0)	NA	NA
CPD01041	PC(18:0/14:0)	NA	NA
CPD01042	PC(18:0/16:1)	NA	NA
CPD01043	PC(18:0/18:0)	NA	NA
CPD01044	PC(18:0/18:1)	NA	NA
CPD01045	PC(18:0/18:2)	NA	NA
CPD01046	PC(18:0/18:3)	NA	NA
CPD01047	PC(18:0/18:4)	NA	NA
CPD01048	PC(18:0/20:0)	NA	NA
CPD01049	PC(18:0/20:1)	NA	NA
